CIA - The World Factbook --  REFINED PETROLEUM PRODUCTS - CONSUMPTION

Refined petroleum products - consumption is the country's total consumption of refined petroleum products, in barrels per day (bbl/day).

| Rank | Country | (BBL/DAY) | Date of Information |
| 132 | Gabon | 20,000 | 2013 est. |
| 133 | Nepal | 19,260 | 2013 est. |
| 134 | Zimbabwe | 19,010 | 2013 est. |
| 135 | Uganda | 18,180 | 2013 est. |
| 136 | Brunei | 18,000 | 2013 est. |
| 137 | Mauritania | 17,870 | 2013 est. |
| 138 | Iceland | 17,160 | 2013 est. |
| 139 | Georgia | 16,790 | 2013 est. |
| 140 | Macedonia | 16,670 | 2013 est. |
| 141 | Botswana | 15,520 | 2013 est. |
| 142 | Tajikistan | 15,290 | 2013 est. |
| 143 | New Caledonia | 15,150 | 2013 est. |
| 144 | Suriname | 15,050 | 2013 est. |
| 145 | Korea, North | 14,920 | 2013 est. |
| 146 | Haiti | 13,990 | 2013 est. |
| 147 | Congo, Republic of the | 13,180 | 2013 est. |
| 148 | Malawi | 13,040 | 2013 est. |
| 149 | Togo | 12,260 | 2013 est. |
| 150 | Guam | 12,000 | 2013 est. |
| 151 | Djibouti | 11,680 | 2013 est. |
| 152 | Macau | 11,600 | 2013 est. |
| 153 | Fiji | 11,380 | 2013 est. |
| 154 | Guyana | 10,880 | 2013 est. |
| 155 | Burkina Faso | 10,250 | 2013 est. |
| 156 | Sierra Leone | 9,540 | 2013 est. |
| 157 | Congo, Democratic Republic of the | 9,320 | 2013 est. |
| 158 | Seychelles | 9,060 | 2013 est. |
| 159 | Guinea | 8,810 | 2013 est. |
| 160 | Barbados | 7,980 | 2013 est. |
| 161 | Maldives | 7,610 | 2013 est. |
| 162 | French Polynesia | 7,430 | 2013 est. |
| 163 | Aruba | 5,970 | 2013 est. |
| 164 | Niger | 5,770 | 2013 est. |
| 165 | Somalia | 5,630 | 2013 est. |
| 166 | Mali | 5,440 | 2013 est. |
| 167 | Rwanda | 5,320 | 2013 est. |
| 168 | Belize | 4,980 | 2013 est. |
| 169 | Faroe Islands | 4,900 | 2013 est. |
| 170 | Eritrea | 4,810 | 2013 est. |
| 171 | Swaziland | 4,520 | 2013 est. |
| 172 | Montenegro | 4,460 | 2013 est. |
| 173 | Bermuda | 4,310 | 2013 est. |
| 174 | Antigua and Barbuda | 4,174 | 2013 est. |
| 175 | American Samoa | 4,090 | 2013 est. |
| 176 | Greenland | 3,980 | 2013 est. |
| 177 | Liberia | 3,780 | 2013 est. |
| 178 | Laos | 3,520 | 2013 est. |
| 179 | Cayman Islands | 3,360 | 2013 est. |
| 180 | Gambia, The | 3,350 | 2013 est. |
| 181 | Saint Lucia | 3,040 | 2013 est. |
| 182 | Guinea-Bissau | 3,020 | 2013 est. |
| 183 | Central African Republic | 2,910 | 2013 est. |
| 184 | Cabo Verde | 2,780 | 2013 est. |
| 185 | Grenada | 2,590 | 2013 est. |
| 186 | Equatorial Guinea | 2,290 | 2013 est. |
| 187 | Burundi | 2,270 | 2013 est. |
| 188 | Saint Vincent and the Grenadines | 2,080 | 2013 est. |
| 189 | Western Sahara | 2,040 | 2013 est. |
| 190 | Timor-Leste | 1,980 | 2013 est. |
| 191 | Chad | 1,870 | 2013 est. |
| 192 | Bhutan | 1,870 | 2013 est. |
| 193 | Solomon Islands | 1,870 | 2013 est. |
| 194 | Lesotho | 1,830 | 2013 est. |
| 195 | Saint Kitts and Nevis | 1,740 | 2013 est. |
| 196 | Tonga | 1,270 | 2013 est. |
| 197 | British Virgin Islands | 1,190 | 2013 est. |
| 198 | Vanuatu | 1,140 | 2013 est. |
| 199 | Samoa | 1,130 | 2013 est. |
| 200 | Comoros | 1,080 | 2013 est. |
| 201 | Cook Islands | 1,050 | 2013 est. |
| 202 | Nauru | 1,010 | 2013 est. |
| 203 | Saint Pierre and Miquelon | 1,010 | 2013 est. |
| 204 | Turks and Caicos Islands | 990 | 2013 est. |
| 205 | Dominica | 960 | 2013 est. |
| 206 | Sao Tome and Principe | 930 | 2013 est. |
| 207 | Montserrat | 630 | 2013 est. |
| 208 | Kiribati | 440 | 2013 est. |
| 209 | Falkland Islands (Islas Malvinas) | 320 | 2013 est. |
| 210 | Saint Helena, Ascension, and Tristan da Cunha | 70 | 2013 est. |
| 211 | Niue | 20 | 2013 est. |


