CIA - The World Factbook --  Death rate   

This entry gives the average annual number of deaths during a year per 1,000 population at midyear; also known as crude death rate. The death rate, while only a rough indicator of the mortality situation in a country, accurately indicates the current mortality impact on population growth. This indicator is significantly affected by age distribution, and most countries will eventually show a rise in the overall death rate, in spite of continued decline in mortality at all ages, as declining fertility results in an aging population.

| Rank | country | (deaths/1,000 population) | Date of Information |
| 78 | Montenegro | 8.76 | July 2010 est. |
| 79 | Spain | 8.72 | July 2010 est. |
| 80 | Bosnia and Herzegovina | 8.71 | July 2010 est. |
| 81 | Faroe Islands | 8.66 | July 2010 est. |
| 82 | France | 8.65 | July 2010 est. |
| 83 | Switzerland | 8.65 | July 2010 est. |
| 84 | Malta | 8.49 | July 2010 est. |
| 85 | Luxembourg | 8.46 | July 2010 est. |
| 86 | Sao Tome and Principe | 8.45 | July 2010 est. |
| 87 | Armenia | 8.42 | July 2010 est. |
| 88 | Saint Pierre and Miquelon | 8.41 | July 2010 est. |
| 89 | Barbados | 8.39 | July 2010 est. |
| 90 | United States | 8.38 | July 2010 est. |
| 91 | World | 8.37 | 2009 est. |
| 92 | Djibouti | 8.37 | July 2010 est. |
| 93 | Guernsey | 8.35 | July 2010 est. |
| 94 | Azerbaijan | 8.28 | July 2010 est. |
| 95 | Laos | 8.28 | July 2010 est. |
| 96 | Eritrea | 8.25 | July 2010 est. |
| 97 | Burma | 8.23 | July 2010 est. |
| 98 | Haiti | 8.21 | 2011 est. |
| 99 | Trinidad and Tobago | 8.21 | July 2010 est. |
| 100 | Cambodia | 8.19 | July 2010 est. |
| 101 | Gibraltar | 8.17 | July 2010 est. |
| 102 | Togo | 8.15 | July 2010 est. |
| 103 | Dominica | 8.12 | July 2010 est. |
| 104 | Greenland | 8.05 | July 2010 est. |
| 105 | Monaco | 8.01 | July 2010 est. |
| 106 | Curacao | 8.00 | 2009 |
| 107 | Madagascar | 7.97 | July 2010 est. |
| 108 | Grenada | 7.90 | July 2010 est. |
| 109 | Canada | 7.87 | July 2010 est. |
| 110 | Montserrat | 7.82 | July 2010 est. |
| 111 | Puerto Rico | 7.82 | July 2010 est. |
| 112 | Palau | 7.81 | July 2010 est. |
| 113 | Aruba | 7.76 | July 2010 est. |
| 114 | San Marino | 7.75 | July 2010 est. |
| 115 | India | 7.53 | July 2010 est. |
| 116 | Jersey | 7.49 | July 2010 est. |
| 117 | Liechtenstein | 7.49 | July 2010 est. |
| 118 | Vanuatu | 7.49 | July 2010 est. |
| 119 | Kiribati | 7.48 | July 2010 est. |
| 120 | Bermuda | 7.43 | July 2010 est. |
| 121 | Comoros | 7.40 | July 2010 est. |
| 122 | Argentina | 7.39 | July 2010 est. |
| 123 | Cuba | 7.29 | July 2010 est. |
| 124 | Bhutan | 7.25 | July 2010 est. |
| 125 | Guyana | 7.24 | July 2010 est. |
| 126 | Yemen | 7.24 | July 2010 est. |
| 127 | Cook Islands | 7.22 | NA |
| 128 | Saint Kitts and Nevis | 7.11 | July 2010 est. |
| 129 | New Zealand | 7.10 | July 2010 est. |
| 130 | Pakistan | 7.06 | July 2010 est. |
| 131 | Mayotte | 7.05 | July 2010 est. |
| 132 | Virgin Islands | 6.96 | July 2010 est. |
| 133 | Bolivia | 6.95 | July 2010 est. |
| 134 | Saint Vincent and the Grenadines | 6.94 | July 2010 est. |
| 135 | Seychelles | 6.92 | July 2010 est. |
| 136 | Hong Kong | 6.91 | July 2010 est. |
| 137 | Saint Helena, Ascension, and Tristan da Cunha | 6.91 | July 2010 est. |
| 138 | Iceland | 6.90 | July 2010 est. |
| 139 | Saint Lucia | 6.90 | July 2010 est. |
| 140 | Bahamas, The | 6.89 | July 2010 est. |
| 141 | Nepal | 6.89 | July 2010 est. |
| 142 | China | 6.89 | July 2010 est. |
| 143 | Taiwan | 6.87 | July 2010 est. |
| 144 | Kyrgyzstan | 6.85 | July 2010 est. |
| 145 | Australia | 6.81 | July 2010 est. |
| 146 | Tajikistan | 6.72 | July 2010 est. |
| 147 | Mauritius | 6.63 | July 2010 est. |
| 148 | Papua New Guinea | 6.62 | July 2010 est. |
| 149 | Jamaica | 6.48 | July 2010 est. |
| 150 | Thailand | 6.47 | July 2010 est. |
| 151 | Lebanon | 6.46 | July 2010 est. |
| 152 | Cyprus | 6.42 | July 2010 est. |
| 153 | Cape Verde | 6.41 | July 2010 est. |
| 154 | Brazil | 6.35 | July 2010 est. |
| 155 | Ireland | 6.30 | July 2010 est. |
| 156 | Turkmenistan | 6.27 | July 2010 est. |
| 157 | Indonesia | 6.25 | July 2010 est. |
| 158 | Andorra | 6.21 | July 2010 est. |
| 159 | Sri Lanka | 6.20 | July 2010 est. |
| 160 | Korea, South | 6.15 | July 2010 est. |
| 161 | Nauru | 6.15 | July 2010 est. |
| 162 | Peru | 6.13 | July 2010 est. |
| 163 | Turkey | 6.10 | July 2010 est. |
| 164 | Mongolia | 6.08 | July 2010 est. |
| 165 | Albania | 6.04 | July 2010 est. |
| 166 | Vietnam | 5.97 | July 2010 est. |
| 167 | Iran | 5.94 | July 2010 est. |
| 168 | Timor-Leste | 5.93 | July 2010 est. |
| 169 | Chile | 5.90 | July 2010 est. |
| 170 | Fiji | 5.88 | July 2010 est. |
| 171 | Belize | 5.82 | July 2010 est. |
| 172 | Bangladesh | 5.81 | July 2010 est. |
| 173 | Antigua and Barbuda | 5.77 | July 2010 est. |
| 174 | El Salvador | 5.61 | July 2010 est. |
| 175 | Suriname | 5.53 | July 2010 est. |
| 176 | Israel | 5.45 | July 2010 est. |
| 177 | Samoa | 5.36 | July 2010 est. |
| 178 | Uzbekistan | 5.29 | July 2010 est. |
| 179 | Colombia | 5.24 | July 2010 est. |
| 180 | Tunisia | 5.24 | July 2010 est. |
| 181 | New Caledonia | 5.23 | July 2010 est. |
| 182 | Venezuela | 5.14 | July 2010 est. |
| 183 | Philippines | 5.06 | July 2010 est. |
| 184 | Guatemala | 5.04 | July 2010 est. |
| 185 | Cayman Islands | 5.00 | July 2010 est. |
| 186 | Ecuador | 5.00 | July 2010 est. |
| 187 | Honduras | 4.99 | July 2010 est. |
| 188 | Tonga | 4.95 | July 2010 est. |
| 189 | Iraq | 4.92 | July 2010 est. |
| 190 | Malaysia | 4.92 | July 2010 est. |
| 191 | Egypt | 4.85 | July 2010 est. |
| 192 | Mexico | 4.83 | July 2010 est. |
| 193 | French Polynesia | 4.80 | July 2010 est. |
| 194 | Singapore | 4.80 | July 2010 est. |
| 195 | Morocco | 4.74 | July 2010 est. |
| 196 | Algeria | 4.66 | July 2010 est. |
| 197 | Panama | 4.62 | July 2010 est. |
| 198 | Wallis and Futuna | 4.56 | NA |
| 199 | Paraguay | 4.55 | July 2010 est. |
| 200 | Marshall Islands | 4.42 | July 2010 est. |
| 201 | British Virgin Islands | 4.41 | July 2010 est. |
| 202 | Anguilla | 4.40 | July 2010 est. |
| 203 | Micronesia, Federated States of | 4.40 | July 2010 est. |
| 204 | Bahrain | 4.37 | July 2010 est. |
| 205 | Dominican Republic | 4.30 | July 2010 est. |
| 206 | Costa Rica | 4.29 | July 2010 est. |
| 207 | Nicaragua | 4.28 | July 2010 est. |
| 208 | Turks and Caicos Islands | 4.17 | July 2010 est. |
| 209 | American Samoa | 4.09 | July 2010 est. |
| 210 | Solomon Islands | 3.96 | July 2010 est. |
| 211 | Syria | 3.70 | July 2010 est. |
| 212 | Maldives | 3.68 | July 2010 est. |
| 213 | West Bank | 3.62 | July 2010 est. |
| 214 | Macau | 3.60 | July 2010 est. |
| 215 | Oman | 3.47 | July 2010 est. |
| 216 | Libya | 3.40 | July 2010 est. |
| 217 | Gaza Strip | 3.36 | July 2010 est. |
| 218 | Saudi Arabia | 3.34 | July 2010 est. |
| 219 | Brunei | 3.32 | July 2010 est. |
| 220 | Northern Mariana Islands | 3.17 | July 2010 est. |
| 221 | Sint Maarten | 3.00 | 2009 |
| 222 | Jordan | 2.66 | July 2010 est. |
| 223 | Qatar | 2.44 | July 2010 est. |
| 224 | Kuwait | 2.29 | July 2010 est. |
| 225 | United Arab Emirates | 2.08 | July 2010 est. |
