CIA - The World Factbook --  DEATH RATE

Death rate compares the average annual number of deaths during a year per 1,000 population at midyear; also known as crude death rate.

| Rank | Country | (DEATHS/1,000 POPULATION) | Date of Information |
| 171 | Timor-Leste | 5.90 | 2017 est. |
| 172 | Cayman Islands | 5.80 | 2017 est. |
| 173 | El Salvador | 5.80 | 2017 est. |
| 174 | New Caledonia | 5.70 | 2017 est. |
| 175 | Antigua and Barbuda | 5.70 | 2017 est. |
| 176 | Nepal | 5.60 | 2017 est. |
| 177 | Colombia | 5.50 | 2017 est. |
| 178 | Bangladesh | 5.40 | 2017 est. |
| 179 | Wallis and Futuna | 5.40 | 2017 est. |
| 180 | Samoa | 5.30 | 2017 est. |
| 181 | Uzbekistan | 5.30 | 2017 est. |
| 182 | Mexico | 5.30 | 2017 est. |
| 183 | Iran | 5.30 | 2017 est. |
| 184 | Honduras | 5.30 | 2017 est. |
| 185 | Venezuela | 5.30 | 2017 est. |
| 186 | French Polynesia | 5.20 | 2017 est. |
| 187 | Israel | 5.20 | 2017 est. |
| 188 | Sint Maarten | 5.20 | 2017 est. |
| 189 | Nicaragua | 5.10 | 2017 est. |
| 190 | British Virgin Islands | 5.10 | 2017 est. |
| 191 | Ecuador | 5.10 | 2017 est. |
| 192 | Malaysia | 5.10 | 2017 est. |
| 193 | Lebanon | 5.00 | 2017 est. |
| 194 | Falkland Islands (Islas Malvinas) | 4.90 | 2012 est. |
| 195 | Morocco | 4.90 | 2017 est. |
| 196 | Tonga | 4.90 | 2017 est. |
| 197 | Panama | 4.90 | 2017 est. |
| 198 | Paraguay | 4.80 | 2017 est. |
| 199 | Northern Mariana Islands | 4.80 | 2017 est. |
| 200 | Guatemala | 4.70 | 2017 est. |
| 201 | Costa Rica | 4.70 | 2017 est. |
| 202 | Dominican Republic | 4.70 | 2017 est. |
| 203 | Egypt | 4.60 | 2017 est. |
| 204 | Anguilla | 4.60 | 2017 est. |
| 205 | Macau | 4.50 | 2017 est. |
| 206 | Algeria | 4.30 | 2017 est. |
| 207 | Micronesia, Federated States of | 4.20 | 2017 est. |
| 208 | Marshall Islands | 4.20 | 2017 est. |
| 209 | Maldives | 4.00 | 2017 est. |
| 210 | Vanuatu | 4.00 | 2017 est. |
| 211 | Syria | 4.00 | 2017 est. |
| 212 | Iraq | 3.80 | 2017 est. |
| 213 | Solomon Islands | 3.80 | 2017 est. |
| 214 | Brunei | 3.60 | 2017 est. |
| 215 | Libya | 3.60 | 2017 est. |
| 216 | West Bank | 3.50 | 2017 est. |
| 217 | Singapore | 3.50 | 2017 est. |
| 218 | Jordan | 3.40 | 2017 est. |
| 219 | Saudi Arabia | 3.40 | 2017 est. |
| 220 | Oman | 3.30 | 2017 est. |
| 221 | Turks and Caicos Islands | 3.20 | 2017 est. |
| 222 | Gaza Strip | 3.10 | 2017 est. |
| 223 | Bahrain | 2.80 | 2017 est. |
| 224 | Kuwait | 2.20 | 2017 est. |
| 225 | United Arab Emirates | 1.90 | 2017 est. |
| 226 | Qatar | 1.50 | 2017 est. |


