CIA - The World Factbook --  Manpower reaching militarily significant age annually   

This entry gives the number of males and females entering the military manpower pool (i.e., reaching age 16) in any given year and is a measure of the availability of military-age young adults.

| Rank | country | Manpower reaching militarily significant age annually | Date of Information |
| 114 | Niger | 172,180.00 | 2010 est. |
| 115 | Sri Lanka | 172,081.00 | 2010 est. |
| 116 | Guatemala | 168,959.00 | 2010 est. |
| 117 | Cambodia | 168,519.00 | 2010 est. |
| 118 | Cambodia | 166,418.00 | 2010 est. |
| 119 | Guatemala | 166,414.00 | 2010 est. |
| 120 | Sri Lanka | 166,358.00 | 2010 est. |
| 121 | Taiwan | 166,141.00 | 2010 est. |
| 122 | Senegal | 157,468.00 | 2010 est. |
| 123 | Senegal | 156,689.00 | 2010 est. |
| 124 | Zimbabwe | 155,117.00 | 2010 est. |
| 125 | Taiwan | 155,070.00 | 2010 est. |
| 126 | Mali | 154,762.00 | 2010 est. |
| 127 | Mali | 153,198.00 | 2010 est. |
| 128 | Zimbabwe | 152,875.00 | 2010 est. |
| 129 | Zambia | 151,586.00 | 2010 est. |
| 130 | Angola | 151,237.00 | 2010 est. |
| 131 | Zambia | 150,839.00 | 2010 est. |
| 132 | Ecuador | 150,296.00 | 2010 est. |
| 133 | Angola | 147,919.00 | 2010 est. |
| 134 | Ecuador | 145,184.00 | 2010 est. |
| 135 | Australia | 144,232.00 | 2010 est. |
| 136 | Chile | 143,778.00 | 2010 est. |
| 137 | Chile | 138,058.00 | 2010 est. |
| 138 | Australia | 136,525.00 | 2010 est. |
| 139 | Kazakhstan | 133,884.00 | 2010 est. |
| 140 | Kazakhstan | 127,415.00 | 2010 est. |
| 141 | Chad | 125,073.00 | 2010 est. |
| 142 | Chad | 125,069.00 | 2010 est. |
| 143 | Romania | 121,391.00 | 2010 est. |
| 144 | Romania | 115,258.00 | 2010 est. |
| 145 | Guinea | 114,353.00 | 2010 est. |
| 146 | Guinea | 111,873.00 | 2010 est. |
| 147 | Burundi | 111,829.00 | 2010 est. |
| 148 | Burundi | 111,802.00 | 2010 est. |
| 149 | Haiti | 110,514.00 | 2010 est. |
| 150 | Bolivia | 108,336.00 | 2010 est. |
| 151 | Haiti | 108,208.00 | 2010 est. |
| 152 | Benin | 105,468.00 | 2010 est. |
| 153 | Bolivia | 104,934.00 | 2010 est. |
| 154 | Netherlands | 104,694.00 | 2010 est. |
| 155 | Benin | 101,603.00 | 2010 est. |
| 156 | Somalia | 99,919.00 | 2010 est. |
| 157 | Netherlands | 99,874.00 | 2010 est. |
| 158 | Somalia | 99,771.00 | 2010 est. |
| 159 | Dominican Republic | 98,394.00 | 2010 est. |
| 160 | Rwanda | 98,164.00 | 2010 est. |
| 161 | Rwanda | 97,839.00 | 2010 est. |
| 162 | Tunisia | 96,697.00 | 2010 est. |
| 163 | Dominican Republic | 94,576.00 | 2010 est. |
| 164 | Honduras | 94,501.00 | 2010 est. |
| 165 | Honduras | 90,757.00 | 2010 est. |
| 166 | Tunisia | 90,599.00 | 2010 est. |
| 167 | Azerbaijan | 84,441.00 | 2010 est. |
| 168 | Azerbaijan | 78,905.00 | 2010 est. |
| 169 | Laos | 77,910.00 | 2010 est. |
| 170 | Laos | 77,761.00 | 2010 est. |
| 171 | Tajikistan | 77,585.00 | 2010 est. |
| 172 | Tajikistan | 75,201.00 | 2010 est. |
| 173 | Cuba | 74,084.00 | 2010 est. |
| 174 | Jordan | 73,554.00 | 2010 est. |
| 175 | Paraguay | 72,455.00 | 2010 est. |
| 176 | El Salvador | 71,292.00 | 2010 est. |
| 177 | Nicaragua | 71,171.00 | 2010 est. |
| 178 | Togo | 71,081.00 | 2010 est. |
| 179 | Paraguay | 70,910.00 | 2010 est. |
| 180 | Cuba | 70,445.00 | 2010 est. |
| 181 | Togo | 69,969.00 | 2010 est. |
| 182 | Jordan | 69,359.00 | 2010 est. |
| 183 | Nicaragua | 68,948.00 | 2010 est. |
| 184 | El Salvador | 68,821.00 | 2010 est. |
| 185 | Papua New Guinea | 66,139.00 | 2010 est. |
| 186 | Eritrea | 64,489.00 | 2010 est. |
| 187 | Eritrea | 64,476.00 | 2010 est. |
| 188 | Papua New Guinea | 64,244.00 | 2010 est. |
| 189 | Portugal | 62,628.00 | 2010 est. |
| 190 | Israel | 61,613.00 | 2010 est. |
| 191 | Belgium | 60,726.00 | 2010 est. |
| 192 | Libya | 59,842.00 | 2010 est. |
| 193 | Sweden | 58,937.00 | 2010 est. |
| 194 | Hungary | 58,894.00 | 2010 est. |
| 195 | Israel | 58,679.00 | 2010 est. |
| 196 | Belgium | 57,882.00 | 2010 est. |
| 197 | Libya | 57,357.00 | 2010 est. |
| 198 | Sierra Leone | 56,307.00 | 2010 est. |
| 199 | Kyrgyzstan | 56,269.00 | 2010 est. |
| 200 | Sweden | 56,225.00 | 2010 est. |
| 201 | Hungary | 55,922.00 | 2010 est. |
| 202 | Turkmenistan | 55,805.00 | 2010 est. |
| 203 | Belarus | 55,758.00 | 2010 est. |
| 204 | Portugal | 55,737.00 | 2010 est. |
| 205 | Czech Republic | 55,139.00 | 2010 est. |
| 206 | Turkmenistan | 54,908.00 | 2010 est. |
| 207 | Central African Republic | 54,024.00 | 2010 est. |
| 208 | Kyrgyzstan | 54,004.00 | 2010 est. |
| 209 | Sierra Leone | 53,349.00 | 2010 est. |
| 210 | Greece | 53,222.00 | 2010 est. |
| 211 | Central African Republic | 53,203.00 | 2010 est. |
| 212 | Belarus | 52,572.00 | 2010 est. |
| 213 | Czech Republic | 52,440.00 | 2010 est. |
| 214 | Greece | 49,828.00 | 2010 est. |
| 215 | Austria | 49,455.00 | 2010 est. |
| 216 | Congo, Republic of the | 48,365.00 | 2010 est. |
| 217 | Congo, Republic of the | 47,874.00 | 2010 est. |
| 218 | Austria | 47,046.00 | 2010 est. |
| 219 | Switzerland | 47,043.00 | 2010 est. |
| 220 | Serbia | 43,925.00 | 2010 est. |
| 221 | Switzerland | 43,033.00 | 2010 est. |
| 222 | Costa Rica | 42,486.00 | 2010 est. |
| 223 | Hong Kong | 41,717.00 | 2010 est. |
| 224 | Serbia | 41,342.00 | 2010 est. |
| 225 | Costa Rica | 40,745.00 | 2010 est. |
| 226 | Hong Kong | 38,240.00 | 2010 est. |
| 227 | Lebanon | 37,856.00 | 2010 est. |
| 228 | Denmark | 37,831.00 | 2010 est. |
| 229 | Lebanon | 36,072.00 | 2010 est. |
| 230 | Mauritania | 36,035.00 | 2010 est. |
| 231 | Denmark | 35,930.00 | 2010 est. |
| 232 | Bulgaria | 35,604.00 | 2010 est. |
| 233 | Mauritania | 35,322.00 | 2010 est. |
| 234 | Liberia | 35,264.00 | 2010 est. |
| 235 | Albania | 35,249.00 | 2010 est. |
| 236 | Bulgaria | 34,199.00 | 2010 est. |
| 237 | Slovakia | 33,915.00 | 2010 est. |
| 238 | Liberia | 33,411.00 | 2010 est. |
| 239 | Finland | 33,297.00 | 2010 est. |
| 240 | Jamaica | 32,723.00 | 2010 est. |
| 241 | Slovakia | 32,448.00 | 2010 est. |
| 242 | Finland | 32,233.00 | 2010 est. |
| 243 | Jamaica | 32,098.00 | 2010 est. |
| 244 | Norway | 32,045.00 | 2010 est. |
| 245 | Albania | 31,855.00 | 2010 est. |
| 246 | Oman | 31,827.00 | 2010 est. |
| 247 | Panama | 31,398.00 | 2010 est. |
| 248 | New Zealand | 30,956.00 | 2010 est. |
| 249 | Puerto Rico | 30,616.00 | 2010 est. |
| 250 | Norway | 30,610.00 | 2010 est. |
| 251 | West Bank | 30,547.00 | 2010 est. |
| 252 | Georgia | 30,314.00 | 2010 est. |
| 253 | Panama | 30,182.00 | 2010 est. |
| 254 | Oman | 30,148.00 | 2010 est. |
| 255 | Moldova | 30,012.00 | 2010 est. |
| 256 | Mongolia | 29,240.00 | 2010 est. |
| 257 | New Zealand | 29,236.00 | 2010 est. |
| 258 | Puerto Rico | 29,196.00 | 2010 est. |
| 259 | West Bank | 29,062.00 | 2010 est. |
| 260 | Moldova | 28,450.00 | 2010 est. |
| 261 | Georgia | 28,299.00 | 2010 est. |
| 262 | Mongolia | 28,156.00 | 2010 est. |
| 263 | Ireland | 27,987.00 | 2010 est. |
| 264 | Croatia | 27,670.00 | 2010 est. |
| 265 | Uruguay | 27,631.00 | 2010 est. |
| 266 | Singapore | 27,430.00 | 2010 est. |
| 267 | United Arab Emirates | 27,256.00 | 2010 est. |
| 268 | Uruguay | 26,703.00 | 2010 est. |
| 269 | Croatia | 26,503.00 | 2010 est. |
| 270 | Ireland | 26,240.00 | 2010 est. |
| 271 | Namibia | 26,152.00 | 2010 est. |
| 272 | Bosnia and Herzegovina | 26,134.00 | 2010 est. |
| 273 | Singapore | 25,918.00 | 2010 est. |
| 274 | Namibia | 25,790.00 | 2010 est. |
| 275 | Armenia | 24,611.00 | 2010 est. |
| 276 | Bosnia and Herzegovina | 24,518.00 | 2010 est. |
| 277 | United Arab Emirates | 24,305.00 | 2010 est. |
| 278 | Botswana | 23,496.00 | 2010 est. |
| 279 | Botswana | 22,944.00 | 2010 est. |
| 280 | Armenia | 22,682.00 | 2010 est. |
| 281 | Lithuania | 21,606.00 | 2010 est. |
| 282 | Gambia, The | 20,858.00 | 2010 est. |
| 283 | Gambia, The | 20,762.00 | 2010 est. |
| 284 | Lithuania | 20,536.00 | 2010 est. |
| 285 | Lesotho | 20,400.00 | 2010 est. |
| 286 | Kuwait | 19,787.00 | 2010 est. |
| 287 | Lesotho | 19,435.00 | 2010 est. |
| 288 | Kuwait | 19,038.00 | 2010 est. |
| 289 | Gaza Strip | 18,931.00 | 2010 est. |
| 290 | Gaza Strip | 18,010.00 | 2010 est. |
| 291 | Guinea-Bissau | 17,523.00 | 2010 est. |
| 292 | Guinea-Bissau | 17,300.00 | 2010 est. |
| 293 | Gabon | 17,283.00 | 2010 est. |
| 294 | Gabon | 17,276.00 | 2010 est. |
| 295 | Swaziland | 16,024.00 | 2010 est. |
| 296 | Swaziland | 15,630.00 | 2010 est. |
| 297 | Macedonia | 15,338.00 | 2010 est. |
| 298 | Macedonia | 14,445.00 | 2010 est. |
| 299 | Timor-Leste | 12,795.00 | 2010 est. |
| 300 | Timor-Leste | 12,443.00 | 2010 est. |
| 301 | Latvia | 11,536.00 | 2010 est. |
| 302 | Latvia | 11,058.00 | 2010 est. |
| 303 | Mauritius | 10,565.00 | 2010 est. |
| 304 | Mauritius | 10,447.00 | 2010 est. |
| 305 | Slovenia | 9,979.00 | 2010 est. |
| 306 | Slovenia | 9,610.00 | 2010 est. |
| 307 | Fiji | 9,131.00 | 2010 est. |
| 308 | Guyana | 8,842.00 | 2010 est. |
| 309 | Fiji | 8,776.00 | 2010 est. |
| 310 | Trinidad and Tobago | 8,572.00 | 2010 est. |
| 311 | Comoros | 8,519.00 | 2010 est. |
| 312 | Djibouti | 8,503.00 | 2010 est. |
| 313 | Comoros | 8,498.00 | 2010 est. |
| 314 | Guyana | 8,452.00 | 2010 est. |
| 315 | Cyprus | 8,317.00 | 2010 est. |
| 316 | Djibouti | 8,260.00 | 2010 est. |
| 317 | Trinidad and Tobago | 7,966.00 | 2010 est. |
| 318 | Cyprus | 7,542.00 | 2010 est. |
| 319 | Bhutan | 7,432.00 | 2010 est. |
| 320 | Solomon Islands | 7,256.00 | 2010 est. |
| 321 | Equatorial Guinea | 7,186.00 | 2010 est. |
| 322 | Bhutan | 7,153.00 | 2010 est. |
| 323 | Solomon Islands | 6,995.00 | 2010 est. |
| 324 | Estonia | 6,945.00 | 2010 est. |
| 325 | Equatorial Guinea | 6,920.00 | 2010 est. |
| 326 | Bahrain | 6,590.00 | 2010 est. |
| 327 | Estonia | 6,564.00 | 2010 est. |
| 328 | Bahrain | 6,475.00 | 2010 est. |
| 329 | Qatar | 6,403.00 | 2010 est. |
| 330 | Cape Verde | 6,077.00 | 2010 est. |
| 331 | Cape Verde | 6,075.00 | 2010 est. |
| 332 | Western Sahara | 5,376.00 | 2010 est. |
| 333 | Western Sahara | 5,280.00 | 2010 est. |
| 334 | Qatar | 5,144.00 | 2010 est. |
| 335 | Macau | 4,488.00 | 2010 est. |
| 336 | Maldives | 4,369.00 | 2010 est. |
| 337 | Suriname | 4,056.00 | 2010 est. |
| 338 | Suriname | 4,046.00 | 2010 est. |
| 339 | Macau | 3,900.00 | 2010 est. |
| 340 | Maldives | 3,765.00 | 2010 est. |
| 341 | Montenegro | 3,741.00 | 2010 est. |
| 342 | Belize | 3,678.00 | 2010 est. |
| 343 | Belize | 3,543.00 | 2010 est. |
| 344 | Brunei | 3,509.00 | 2010 est. |
| 345 | Brunei | 3,427.00 | 2010 est. |
| 346 | Montenegro | 3,407.00 | 2010 est. |
| 347 | Luxembourg | 3,211.00 | 2010 est. |
| 348 | Luxembourg | 3,057.00 | 2010 est. |
| 349 | Bahamas, The | 2,840.00 | 2010 est. |
| 350 | Bahamas, The | 2,758.00 | 2010 est. |
| 351 | Mayotte | 2,627.00 | 2010 est. |
| 352 | Mayotte | 2,619.00 | 2010 est. |
| 353 | French Polynesia | 2,592.00 | 2010 est. |
| 354 | Malta | 2,570.00 | 2010 est. |
| 355 | French Polynesia | 2,481.00 | 2010 est. |
| 356 | Malta | 2,410.00 | 2010 est. |
| 357 | Vanuatu | 2,346.00 | 2010 est. |
| 358 | Iceland | 2,318.00 | 2010 est. |
| 359 | Iceland | 2,263.00 | 2010 est. |
| 360 | Vanuatu | 2,249.00 | 2010 est. |
| 361 | Samoa | 2,219.00 | 2010 est. |
| 362 | New Caledonia | 2,138.00 | 2010 est. |
| 363 | New Caledonia | 2,061.00 | 2010 est. |
| 364 | Samoa | 2,058.00 | 2010 est. |
| 365 | Sao Tome and Principe | 1,997.00 | 2010 est. |
| 366 | Sao Tome and Principe | 1,922.00 | 2010 est. |
| 367 | Barbados | 1,897.00 | 2010 est. |
| 368 | Barbados | 1,884.00 | 2010 est. |
| 369 | Saint Lucia | 1,627.00 | 2010 est. |
| 370 | Saint Lucia | 1,521.00 | 2010 est. |
| 371 | Tonga | 1,448.00 | 2010 est. |
| 372 | Tonga | 1,392.00 | 2010 est. |
| 373 | Micronesia, Federated States of | 1,270.00 | 2010 est. |
| 374 | Micronesia, Federated States of | 1,221.00 | 2010 est. |
| 375 | Kiribati | 1,107.00 | 2010 est. |
| 376 | Kiribati | 1,083.00 | 2010 est. |
| 377 | Grenada | 1,026.00 | 2010 est. |
| 378 | Saint Vincent and the Grenadines | 990.00 | 2010 est. |
| 379 | Grenada | 987.00 | 2010 est. |
| 380 | Saint Vincent and the Grenadines | 979.00 | 2010 est. |
| 381 | Virgin Islands | 849.00 | 2010 est. |
| 382 | American Samoa | 810.00 | 2010 est. |
| 383 | Virgin Islands | 805.00 | 2010 est. |
| 384 | American Samoa | 796.00 | 2010 est. |
| 385 | Antigua and Barbuda | 763.00 | 2010 est. |
| 386 | Antigua and Barbuda | 758.00 | 2010 est. |
| 387 | Aruba | 738.00 | 2010 est. |
| 388 | Dominica | 729.00 | 2010 est. |
| 389 | Aruba | 715.00 | 2010 est. |
| 390 | Seychelles | 704.00 | 2010 est. |
| 391 | Dominica | 688.00 | 2010 est. |
| 392 | Seychelles | 672.00 | 2010 est. |
| 393 | Marshall Islands | 602.00 | 2010 est. |
| 394 | Jersey | 594.00 | 2010 est. |
| 395 | Marshall Islands | 580.00 | 2010 est. |
| 396 | Jersey | 555.00 | 2010 est. |
| 397 | Greenland | 511.00 | 2010 est. |
| 398 | Greenland | 484.00 | 2010 est. |
| 399 | Isle of Man | 469.00 | 2010 est. |
| 400 | Isle of Man | 449.00 | 2010 est. |
| 401 | Bermuda | 436.00 | 2010 est. |
| 402 | Northern Mariana Islands | 430.00 | 2010 est. |
| 403 | Saint Kitts and Nevis | 430.00 | 2010 est. |
| 404 | Saint Kitts and Nevis | 402.00 | 2010 est. |
| 405 | Bermuda | 397.00 | 2010 est. |
| 406 | Andorra | 396.00 | 2010 est. |
| 407 | Faroe Islands | 379.00 | 2010 est. |
| 408 | Faroe Islands | 368.00 | 2010 est. |
| 409 | Andorra | 350.00 | 2010 est. |
| 410 | Guernsey | 350.00 | 2010 est. |
| 411 | Cayman Islands | 347.00 | 2010 est. |
| 412 | Guernsey | 347.00 | 2010 est. |
| 413 | Northern Mariana Islands | 346.00 | 2010 est. |
| 414 | Cayman Islands | 326.00 | 2010 est. |
| 415 | Gibraltar | 250.00 | 2010 est. |
| 416 | Gibraltar | 233.00 | 2010 est. |
| 417 | Turks and Caicos Islands | 229.00 | 2010 est. |
| 418 | Turks and Caicos Islands | 223.00 | 2010 est. |
| 419 | Palau | 218.00 | 2010 est. |
| 420 | Palau | 212.00 | 2010 est. |
| 421 | Liechtenstein | 209.00 | 2010 est. |
| 422 | Liechtenstein | 208.00 | 2010 est. |
| 423 | Wallis and Futuna | 178.00 | 2010 est. |
| 424 | San Marino | 176.00 | 2010 est. |
| 425 | British Virgin Islands | 174.00 | 2010 est. |
| 426 | Nauru | 174.00 | 2010 est. |
| 427 | Saint Martin | 172.00 | 2010 est. |
| 428 | Nauru | 168.00 | 2010 est. |
| 429 | British Virgin Islands | 167.00 | 2010 est. |
| 430 | Saint Martin | 165.00 | 2010 est. |
| 431 | San Marino | 164.00 | 2010 est. |
| 432 | Wallis and Futuna | 153.00 | 2010 est. |
| 433 | Monaco | 147.00 | 2010 est. |
| 434 | Cook Islands | 136.00 | 2010 est. |
| 435 | Monaco | 133.00 | 2010 est. |
| 436 | Tuvalu | 120.00 | 2010 est. |
| 437 | Cook Islands | 115.00 | 2010 est. |
| 438 | Anguilla | 111.00 | 2010 est. |
| 439 | Anguilla | 111.00 | 2010 est. |
| 440 | Tuvalu | 110.00 | 2010 est. |
| 441 | Saint Helena, Ascension, and Tristan da Cunha | 48.00 | 2010 est. |
| 442 | Saint Helena, Ascension, and Tristan da Cunha | 47.00 | 2010 est. |
| 443 | Montserrat | 38.00 | 2010 est. |
| 444 | Montserrat | 36.00 | 2010 est. |
| 445 | Saint Pierre and Miquelon | 36.00 | 2010 est. |
| 446 | Saint Pierre and Miquelon | 34.00 | 2010 est. |
| 447 | Saint Barthelemy | 21.00 | 2010 est. |
| 448 | Saint Barthelemy | 21.00 | 2010 est. |
