CIA - The World Factbook --  Sanitation facility access   

This entry provides information about access to improved or unimproved sanitation facilities available to segments of the population of a country. improved sanitation - use of any of the following facilities: flush or pour-flush to a piped sewer system, septic tank or pit latrine; ventilated improved pit (VIP) latrine; pit latrine with slab; or a composting toilet. unimproved sanitation - use of any of the following facilities: flush or pour-flush not piped to a sewer system, septic tank or pit latrine; pit latrine without a slab or open pit; bucket; hanging toilet or hanging latrine; shared facilities of any type; no facilities; or bush or field.

| Rank | country | (% of population) | Date of Information |
| 59 | Uzbekistan | 100.00 | 2010 est. |
| 60 | Uzbekistan | 100.00 | 2010 est. |
| 61 | Uzbekistan | 100.00 | 2010 est. |
| 62 | British Virgin Islands | 100.00 | 2010 est. |
| 63 | British Virgin Islands | 100.00 | 2010 est. |
| 64 | British Virgin Islands | 100.00 | 2010 est. |
| 65 | Andorra | 100.00 | 2010 est. |
| 66 | Andorra | 100.00 | 2010 est. |
| 67 | Andorra | 100.00 | 2010 est. |
| 68 | Australia | 100.00 | 2010 est. |
| 69 | Australia | 100.00 | 2010 est. |
| 70 | Australia | 100.00 | 2010 est. |
| 71 | Austria | 100.00 | 2010 est. |
| 72 | Austria | 100.00 | 2010 est. |
| 73 | Austria | 100.00 | 2010 est. |
| 74 | Bahrain | 100.00 | 2010 est. |
| 75 | Barbados | 100.00 | 2010 est. |
| 76 | Barbados | 100.00 | 2010 est. |
| 77 | Barbados | 100.00 | 2010 est. |
| 78 | Belgium | 100.00 | 2010 est. |
| 79 | Belgium | 100.00 | 2010 est. |
| 80 | Belgium | 100.00 | 2010 est. |
| 81 | Bahamas, The | 100.00 | 2010 est. |
| 82 | Bahamas, The | 100.00 | 2010 est. |
| 83 | Bahamas, The | 100.00 | 2010 est. |
| 84 | Bulgaria | 100.00 | 2010 est. |
| 85 | Bulgaria | 100.00 | 2010 est. |
| 86 | Bulgaria | 100.00 | 2010 est. |
| 87 | Canada | 100.00 | 2010 est. |
| 88 | Canada | 100.00 | 2010 est. |
| 89 | Cook Islands | 100.00 | 2010 est. |
| 90 | Cook Islands | 100.00 | 2010 est. |
| 91 | Cook Islands | 100.00 | 2010 est. |
| 92 | Cyprus | 100.00 | 2010 est. |
| 93 | Cyprus | 100.00 | 2010 est. |
| 94 | Cyprus | 100.00 | 2010 est. |
| 95 | Denmark | 100.00 | 2010 est. |
| 96 | Denmark | 100.00 | 2010 est. |
| 97 | Denmark | 100.00 | 2010 est. |
| 98 | Ireland | 100.00 | 2010 est. |
| 99 | Finland | 100.00 | 2010 est. |
| 100 | Finland | 100.00 | 2010 est. |
| 101 | Finland | 100.00 | 2010 est. |
| 102 | France | 100.00 | 2010 est. |
| 103 | France | 100.00 | 2010 est. |
| 104 | France | 100.00 | 2010 est. |
| 105 | Greenland | 100.00 | 2010 est. |
| 106 | Greenland | 100.00 | 2010 est. |
| 107 | Greenland | 100.00 | 2010 est. |
| 108 | Germany | 100.00 | 2010 est. |
| 109 | Germany | 100.00 | 2010 est. |
| 110 | Germany | 100.00 | 2010 est. |
| 111 | Hungary | 100.00 | 2010 est. |
| 112 | Hungary | 100.00 | 2010 est. |
| 113 | Hungary | 100.00 | 2010 est. |
| 114 | Iceland | 100.00 | 2010 est. |
| 115 | Iceland | 100.00 | 2010 est. |
| 116 | Iceland | 100.00 | 2010 est. |
| 117 | Iran | 100.00 | 2010 est. |
| 118 | Iran | 100.00 | 2010 est. |
| 119 | Iran | 100.00 | 2010 est. |
| 120 | Israel | 100.00 | 2010 est. |
| 121 | Israel | 100.00 | 2010 est. |
| 122 | Israel | 100.00 | 2010 est. |
| 123 | Japan | 100.00 | 2010 est. |
| 124 | Japan | 100.00 | 2010 est. |
| 125 | Japan | 100.00 | 2010 est. |
| 126 | Korea, South | 100.00 | 2010 est. |
| 127 | Korea, South | 100.00 | 2010 est. |
| 128 | Korea, South | 100.00 | 2010 est. |
| 129 | Turkmenistan | 99.00 | 2010 est. |
| 130 | Canada | 99.00 | 2010 est. |
| 131 | Uruguay | 99.00 | 2010 est. |
| 132 | Slovakia | 99.00 | 2010 est. |
| 133 | Oman | 99.00 | 2010 est. |
| 134 | French Polynesia | 99.00 | 2010 est. |
| 135 | Guam | 99.00 | 2010 est. |
| 136 | Guam | 99.00 | 2010 est. |
| 137 | Greece | 99.00 | 2010 est. |
| 138 | Croatia | 99.00 | 2010 est. |
| 139 | Croatia | 99.00 | 2010 est. |
| 140 | Ireland | 99.00 | 2010 est. |
| 141 | Czech Republic | 99.00 | 2010 est. |
| 142 | Anguilla | 99.00 | 2008 est. |
| 143 | Anguilla | 99.00 | 2008 est. |
| 144 | Bosnia and Herzegovina | 99.00 | 2010 est. |
| 145 | United States | 99.00 | 2010 est. |
| 146 | Samoa | 98.00 | 2010 est. |
| 147 | Solomon Islands | 98.00 | 2000 est. |
| 148 | Samoa | 98.00 | 2010 est. |
| 149 | Turks and Caicos Islands | 98.00 | 2000 est. |
| 150 | Tonga | 98.00 | 2010 est. |
| 151 | Turkmenistan | 98.00 | 2010 est. |
| 152 | Seychelles | 98.00 | 2010 est. |
| 153 | Kazakhstan | 98.00 | 2010 est. |
| 154 | Lebanon | 98.00 | 2000 est. |
| 155 | Maldives | 98.00 | 2010 est. |
| 156 | French Polynesia | 98.00 | 2010 est. |
| 157 | Guam | 98.00 | 2010 est. |
| 158 | Greece | 98.00 | 2010 est. |
| 159 | Croatia | 98.00 | 2010 est. |
| 160 | Jordan | 98.00 | 2010 est. |
| 161 | Jordan | 98.00 | 2010 est. |
| 162 | Jordan | 98.00 | 2010 est. |
| 163 | Chile | 98.00 | 2010 est. |
| 164 | Ireland | 98.00 | 2010 est. |
| 165 | Czech Republic | 98.00 | 2010 est. |
| 166 | Antigua and Barbuda | 98.00 | 2000 est. |
| 167 | United Arab Emirates | 98.00 | 2010 est. |
| 168 | United Arab Emirates | 98.00 | 2010 est. |
| 169 | Algeria | 98.00 | 2010 est. |
| 170 | Samoa | 98.00 | 2010 est. |
| 171 | Togo | 97.00 | 2010 est. |
| 172 | Belarus | 97.00 | 2010 est. |
| 173 | Turkmenistan | 97.00 | 2010 est. |
| 174 | Kazakhstan | 97.00 | 2010 est. |
| 175 | Kazakhstan | 97.00 | 2010 est. |
| 176 | Libya | 97.00 | 2010 est. |
| 177 | Libya | 97.00 | 2010 est. |
| 178 | Maldives | 97.00 | 2010 est. |
| 179 | Maldives | 97.00 | 2010 est. |
| 180 | French Polynesia | 97.00 | 2010 est. |
| 181 | Grenada | 97.00 | 2010 est. |
| 182 | Grenada | 97.00 | 2010 est. |
| 183 | Greece | 97.00 | 2010 est. |
| 184 | Egypt | 97.00 | 2010 est. |
| 185 | Czech Republic | 97.00 | 2010 est. |
| 186 | Turkey | 97.00 | 2010 est. |
| 187 | Wallis and Futuna | 96.00 | 2008 est. |
| 188 | Eritrea | 96.00 | 2008 est. |
| 189 | Syria | 96.00 | 2010 est. |
| 190 | Thailand | 96.00 | 2010 est. |
| 191 | Thailand | 96.00 | 2010 est. |
| 192 | Turks and Caicos Islands | 96.00 | 2000 est. |
| 193 | Tonga | 96.00 | 2010 est. |
| 194 | Tonga | 96.00 | 2010 est. |
| 195 | Tunisia | 96.00 | 2008 est. |
| 196 | Ukraine | 96.00 | 2010 est. |
| 197 | Saint Vincent and the Grenadines | 96.00 | 2010 est. |
| 198 | Malaysia | 96.00 | 2010 est. |
| 199 | Malaysia | 96.00 | 2010 est. |
| 200 | Niger | 96.00 | 2010 est. |
| 201 | Poland | 96.00 | 2008 est. |
| 202 | Serbia | 96.00 | 2010 est. |
| 203 | Saint Kitts and Nevis | 96.00 | 2010 est. |
| 204 | Saint Kitts and Nevis | 96.00 | 2010 est. |
| 205 | Saint Kitts and Nevis | 96.00 | 2010 est. |
| 206 | Libya | 96.00 | 2010 est. |
| 207 | Montserrat | 96.00 | 2010 est. |
| 208 | Montserrat | 96.00 | 2010 est. |
| 209 | Montserrat | 96.00 | 2010 est. |
| 210 | Georgia | 96.00 | 2010 est. |
| 211 | Grenada | 96.00 | 2010 est. |
| 212 | Chile | 96.00 | 2010 est. |
| 213 | Cayman Islands | 96.00 | 2010 est. |
| 214 | Cayman Islands | 96.00 | 2010 est. |
| 215 | Costa Rica | 96.00 | 2010 est. |
| 216 | Ecuador | 96.00 | 2010 est. |
| 217 | Estonia | 96.00 | 2010 est. |
| 218 | Wallis and Futuna | 96.00 | 2008 est. |
| 219 | Syria | 95.00 | 2010 est. |
| 220 | Benin | 95.00 | 2010 est. |
| 221 | Tajikistan | 95.00 | 2010 est. |
| 222 | Malaysia | 95.00 | 2010 est. |
| 223 | Mozambique | 95.00 | 2010 est. |
| 224 | Lithuania | 95.00 | 2000 est. |
| 225 | Oman | 95.00 | 2010 est. |
| 226 | Georgia | 95.00 | 2010 est. |
| 227 | Costa Rica | 95.00 | 2010 est. |
| 228 | Costa Rica | 95.00 | 2010 est. |
| 229 | Egypt | 95.00 | 2010 est. |
| 230 | Estonia | 95.00 | 2010 est. |
| 231 | Antigua and Barbuda | 95.00 | 2000 est. |
| 232 | United Arab Emirates | 95.00 | 2010 est. |
| 233 | Algeria | 95.00 | 2010 est. |
| 234 | Albania | 95.00 | 2010 est. |
| 235 | Armenia | 95.00 | 2010 est. |
| 236 | Bosnia and Herzegovina | 95.00 | 2010 est. |
| 237 | Thailand | 95.00 | 2010 est. |
| 238 | Tajikistan | 94.00 | 2010 est. |
| 239 | Chad | 94.00 | 2010 est. |
| 240 | Turks and Caicos Islands | 94.00 | 2000 est. |
| 241 | Ukraine | 94.00 | 2010 est. |
| 242 | Burkina Faso | 94.00 | 2010 est. |
| 243 | Vietnam | 94.00 | 2010 est. |
| 244 | Sierra Leone | 94.00 | 2010 est. |
| 245 | Somalia | 94.00 | 2010 est. |
| 246 | Kyrgyzstan | 94.00 | 2010 est. |
| 247 | Cuba | 94.00 | 2010 est. |
| 248 | Estonia | 94.00 | 2010 est. |
| 249 | Fiji | 94.00 | 2010 est. |
| 250 | Antigua and Barbuda | 94.00 | 2000 est. |
| 251 | Albania | 94.00 | 2010 est. |
| 252 | Tajikistan | 94.00 | 2010 est. |
| 253 | Yemen | 93.00 | 2010 est. |
| 254 | Sri Lanka | 93.00 | 2010 est. |
| 255 | Tokelau | 93.00 | 2010 est. |
| 256 | Tokelau | 93.00 | 2010 est. |
| 257 | Tanzania | 93.00 | 2010 est. |
| 258 | Venezuela | 93.00 | 2000 est. |
| 259 | Kyrgyzstan | 93.00 | 2010 est. |
| 260 | Kyrgyzstan | 93.00 | 2010 est. |
| 261 | Liberia | 93.00 | 2010 est. |
| 262 | Georgia | 93.00 | 2010 est. |
| 263 | Northern Mariana Islands | 93.00 | 2000 est. |
| 264 | Egypt | 93.00 | 2010 est. |
| 265 | Albania | 93.00 | 2010 est. |
| 266 | Belize | 93.00 | 2010 est. |
| 267 | Belarus | 93.00 | 2010 est. |
| 268 | Syria | 93.00 | 2010 est. |
| 269 | Trinidad and Tobago | 92.00 | 2010 est. |
| 270 | Trinidad and Tobago | 92.00 | 2010 est. |
| 271 | Trinidad and Tobago | 92.00 | 2010 est. |
| 272 | Serbia | 92.00 | 2010 est. |
| 273 | Montenegro | 92.00 | 2010 est. |
| 274 | Macedonia | 92.00 | 2010 est. |
| 275 | Sri Lanka | 92.00 | 2010 est. |
| 276 | Northern Mariana Islands | 92.00 | 2000 est. |
| 277 | Northern Mariana Islands | 92.00 | 2000 est. |
| 278 | Ecuador | 92.00 | 2010 est. |
| 279 | Argentina | 92.00 | 2000 est. |
| 280 | Bosnia and Herzegovina | 92.00 | 2010 est. |
| 281 | Ghana | 92.00 | 2010 est. |
| 282 | Niger | 91.00 | 2010 est. |
| 283 | Guinea-Bissau | 91.00 | 2010 est. |
| 284 | Mauritius | 91.00 | 2010 est. |
| 285 | Belarus | 91.00 | 2010 est. |
| 286 | Cuba | 91.00 | 2010 est. |
| 287 | Argentina | 91.00 | 2000 est. |
| 288 | Mauritania | 91.00 | 2010 est. |
| 289 | Turkey | 90.00 | 2010 est. |
| 290 | Tanzania | 90.00 | 2010 est. |
| 291 | Suriname | 90.00 | 2010 est. |
| 292 | Paraguay | 90.00 | 2010 est. |
| 293 | Poland | 90.00 | 2008 est. |
| 294 | Bolivia | 90.00 | 2010 est. |
| 295 | Haiti | 90.00 | 2010 est. |
| 296 | Djibouti | 90.00 | 2010 est. |
| 297 | Armenia | 90.00 | 2010 est. |
| 298 | Belize | 90.00 | 2010 est. |
| 299 | Montenegro | 90.00 | 2010 est. |
| 300 | Ukraine | 89.00 | 2010 est. |
| 301 | Venezuela | 89.00 | 2000 est. |
| 302 | Laos | 89.00 | 2010 est. |
| 303 | El Salvador | 89.00 | 2010 est. |
| 304 | Mauritius | 89.00 | 2010 est. |
| 305 | Guinea | 89.00 | 2010 est. |
| 306 | Cote d'Ivoire | 89.00 | 2010 est. |
| 307 | Moldova | 89.00 | 2010 est. |
| 308 | Tuvalu | 88.00 | 2010 est. |
| 309 | Serbia | 88.00 | 2010 est. |
| 310 | Romania | 88.00 | 2008 est. |
| 311 | Madagascar | 88.00 | 2010 est. |
| 312 | Sri Lanka | 88.00 | 2010 est. |
| 313 | Mauritius | 88.00 | 2010 est. |
| 314 | Guatemala | 88.00 | 2010 est. |
| 315 | Guyana | 88.00 | 2010 est. |
| 316 | Algeria | 88.00 | 2010 est. |
| 317 | Macedonia | 88.00 | 2010 est. |
| 318 | Togo | 87.00 | 2010 est. |
| 319 | Sierra Leone | 87.00 | 2010 est. |
| 320 | Lebanon | 87.00 | 2000 est. |
| 321 | Montenegro | 87.00 | 2010 est. |
| 322 | Mexico | 87.00 | 2010 est. |
| 323 | Chad | 87.00 | 2010 est. |
| 324 | Dominican Republic | 87.00 | 2010 est. |
| 325 | El Salvador | 87.00 | 2010 est. |
| 326 | Belize | 87.00 | 2010 est. |
| 327 | Benin | 87.00 | 2010 est. |
| 328 | Guatemala | 87.00 | 2010 est. |
| 329 | Sudan | 86.00 | 2010 est. |
| 330 | South Africa | 86.00 | 2010 est. |
| 331 | Korea, North | 86.00 | 2010 est. |
| 332 | Azerbaijan | 86.00 | 2010 est. |
| 333 | Mali | 86.00 | 2010 est. |
| 334 | Ghana | 86.00 | 2010 est. |
| 335 | Eritrea | 86.00 | 2008 est. |
| 336 | Lithuania | 86.00 | 2000 est. |
| 337 | Tunisia | 85.00 | 2008 est. |
| 338 | Tuvalu | 85.00 | 2010 est. |
| 339 | Mexico | 85.00 | 2010 est. |
| 340 | Madagascar | 85.00 | 2010 est. |
| 341 | Brazil | 85.00 | 2010 est. |
| 342 | Honduras | 85.00 | 2010 est. |
| 343 | Congo, Republic of the | 85.00 | 2010 est. |
| 344 | Angola | 85.00 | 2010 est. |
| 345 | Moldova | 85.00 | 2010 est. |
| 346 | Micronesia, Federated States of | 84.00 | 2000 est. |
| 347 | Ecuador | 84.00 | 2010 est. |
| 348 | Dominica | 84.00 | 2000 est. |
| 349 | Guyana | 84.00 | 2010 est. |
| 350 | Namibia | 83.00 | 2010 est. |
| 351 | Burkina Faso | 83.00 | 2010 est. |
| 352 | Suriname | 83.00 | 2010 est. |
| 353 | Marshall Islands | 83.00 | 2010 est. |
| 354 | Morocco | 83.00 | 2010 est. |
| 355 | Burma | 83.00 | 2010 est. |
| 356 | Haiti | 83.00 | 2010 est. |
| 357 | Chile | 83.00 | 2010 est. |
| 358 | Dominican Republic | 83.00 | 2010 est. |
| 359 | El Salvador | 83.00 | 2010 est. |
| 360 | Fiji | 83.00 | 2010 est. |
| 361 | Mozambique | 82.00 | 2010 est. |
| 362 | Latvia | 82.00 | 2000 est. |
| 363 | Liberia | 82.00 | 2010 est. |
| 364 | Moldova | 82.00 | 2010 est. |
| 365 | Macedonia | 82.00 | 2010 est. |
| 366 | Solomon Islands | 82.00 | 2000 est. |
| 367 | Guyana | 82.00 | 2010 est. |
| 368 | Jamaica | 82.00 | 2010 est. |
| 369 | Congo, Republic of the | 82.00 | 2010 est. |
| 370 | Colombia | 82.00 | 2010 est. |
| 371 | Azerbaijan | 82.00 | 2010 est. |
| 372 | Guinea | 82.00 | 2010 est. |
| 373 | Sao Tome and Principe | 81.00 | 2010 est. |
| 374 | Tuvalu | 81.00 | 2010 est. |
| 375 | Peru | 81.00 | 2010 est. |
| 376 | Angola | 81.00 | 2010 est. |
| 377 | Cuba | 81.00 | 2010 est. |
| 378 | Dominica | 81.00 | 2000 est. |
| 379 | Ethiopia | 81.00 | 2010 est. |
| 380 | Ghana | 81.00 | 2010 est. |
| 381 | Tanzania | 80.00 | 2010 est. |
| 382 | Poland | 80.00 | 2008 est. |
| 383 | Guinea-Bissau | 80.00 | 2010 est. |
| 384 | Korea, North | 80.00 | 2010 est. |
| 385 | Cambodia | 80.00 | 2010 est. |
| 386 | Congo, Republic of the | 80.00 | 2010 est. |
| 387 | Dominica | 80.00 | 2000 est. |
| 388 | Armenia | 80.00 | 2010 est. |
| 389 | Jamaica | 80.00 | 2010 est. |
| 390 | Mexico | 79.00 | 2010 est. |
| 391 | Philippines | 79.00 | 2010 est. |
| 392 | Brazil | 79.00 | 2010 est. |
| 393 | Madagascar | 79.00 | 2010 est. |
| 394 | Ethiopia | 79.00 | 2010 est. |
| 395 | South Africa | 79.00 | 2010 est. |
| 396 | Kiribati | 78.00 | 2000 est. |
| 397 | Latvia | 78.00 | 2000 est. |
| 398 | Azerbaijan | 78.00 | 2010 est. |
| 399 | Jamaica | 78.00 | 2010 est. |
| 400 | Mali | 78.00 | 2010 est. |
| 401 | Somalia | 77.00 | 2010 est. |
| 402 | Sierra Leone | 77.00 | 2010 est. |
| 403 | Honduras | 77.00 | 2010 est. |
| 404 | India | 77.00 | 2010 est. |
| 405 | Colombia | 77.00 | 2010 est. |
| 406 | Argentina | 77.00 | 2000 est. |
| 407 | Vietnam | 76.00 | 2010 est. |
| 408 | Lesotho | 76.00 | 2010 est. |
| 409 | Haiti | 76.00 | 2010 est. |
| 410 | Cote d'Ivoire | 76.00 | 2010 est. |
| 411 | Burma | 76.00 | 2010 est. |
| 412 | Congo, Democratic Republic of the | 76.00 | 2010 est. |
| 413 | Congo, Democratic Republic of the | 76.00 | 2010 est. |
| 414 | Congo, Democratic Republic of the | 76.00 | 2010 est. |
| 415 | Iraq | 76.00 | 2010 est. |
| 416 | Turkey | 75.00 | 2010 est. |
| 417 | Panama | 75.00 | 2008 est. |
| 418 | Benin | 75.00 | 2010 est. |
| 419 | Dominican Republic | 75.00 | 2010 est. |
| 420 | Botswana | 75.00 | 2010 est. |
| 421 | Marshall Islands | 75.00 | 2010 est. |
| 422 | Sudan | 74.00 | 2010 est. |
| 423 | Togo | 74.00 | 2010 est. |
| 424 | Sao Tome and Principe | 74.00 | 2010 est. |
| 425 | Philippines | 74.00 | 2010 est. |
| 426 | China | 74.00 | 2010 est. |
| 427 | Lesotho | 74.00 | 2010 est. |
| 428 | Mauritania | 74.00 | 2010 est. |
| 429 | Micronesia, Federated States of | 74.00 | 2000 est. |
| 430 | Russia | 74.00 | 2010 est. |
| 431 | Timor-Leste | 73.00 | 2010 est. |
| 432 | Nigeria | 73.00 | 2010 est. |
| 433 | Nepal | 73.00 | 2010 est. |
| 434 | Indonesia | 73.00 | 2010 est. |
| 435 | Cambodia | 73.00 | 2010 est. |
| 436 | Cabo Verde | 73.00 | 2010 est. |
| 437 | Bolivia | 73.00 | 2010 est. |
| 438 | Burma | 73.00 | 2010 est. |
| 439 | Bhutan | 73.00 | 2010 est. |
| 440 | Iraq | 73.00 | 2010 est. |
| 441 | Pakistan | 72.00 | 2010 est. |
| 442 | Central African Republic | 72.00 | 2010 est. |
| 443 | Romania | 72.00 | 2008 est. |
| 444 | Saint Lucia | 71.00 | 2010 est. |
| 445 | Paraguay | 71.00 | 2010 est. |
| 446 | Peru | 71.00 | 2010 est. |
| 447 | Papua New Guinea | 71.00 | 2010 est. |
| 448 | Korea, North | 71.00 | 2010 est. |
| 449 | Bhutan | 71.00 | 2010 est. |
| 450 | Liberia | 71.00 | 2010 est. |
| 451 | Mongolia | 71.00 | 2010 est. |
| 452 | Ethiopia | 71.00 | 2010 est. |
| 453 | Fiji | 71.00 | 2010 est. |
| 454 | Latvia | 71.00 | 2000 est. |
| 455 | Sao Tome and Principe | 70.00 | 2010 est. |
| 456 | Russia | 70.00 | 2010 est. |
| 457 | Senegal | 70.00 | 2010 est. |
| 458 | Morocco | 70.00 | 2010 est. |
| 459 | Chad | 70.00 | 2010 est. |
| 460 | Gabon | 70.00 | 2010 est. |
| 461 | Guatemala | 70.00 | 2010 est. |
| 462 | Comoros | 70.00 | 2010 est. |
| 463 | Afghanistan | 70.00 | 2010 est. |
| 464 | Gambia, The | 70.00 | 2010 est. |
| 465 | Nigeria | 69.00 | 2010 est. |
| 466 | Nepal | 69.00 | 2010 est. |
| 467 | Panama | 69.00 | 2008 est. |
| 468 | Cambodia | 69.00 | 2010 est. |
| 469 | Lithuania | 69.00 | 2000 est. |
| 470 | Honduras | 69.00 | 2010 est. |
| 471 | Solomon Islands | 69.00 | 2000 est. |
| 472 | Philippines | 69.00 | 2010 est. |
| 473 | Namibia | 68.00 | 2010 est. |
| 474 | Zimbabwe | 68.00 | 2010 est. |
| 475 | Vietnam | 68.00 | 2010 est. |
| 476 | Lesotho | 68.00 | 2010 est. |
| 477 | Kenya | 68.00 | 2010 est. |
| 478 | Guinea | 68.00 | 2010 est. |
| 479 | Kenya | 68.00 | 2010 est. |
| 480 | Kenya | 68.00 | 2010 est. |
| 481 | Gambia, The | 68.00 | 2010 est. |
| 482 | South Africa | 67.00 | 2010 est. |
| 483 | Kiribati | 67.00 | 2000 est. |
| 484 | Iraq | 67.00 | 2010 est. |
| 485 | Gabon | 67.00 | 2010 est. |
| 486 | Gabon | 67.00 | 2010 est. |
| 487 | Yemen | 66.00 | 2010 est. |
| 488 | Uganda | 66.00 | 2010 est. |
| 489 | Uganda | 66.00 | 2010 est. |
| 490 | Uganda | 66.00 | 2010 est. |
| 491 | Central African Republic | 66.00 | 2010 est. |
| 492 | Suriname | 66.00 | 2010 est. |
| 493 | Pakistan | 66.00 | 2010 est. |
| 494 | India | 66.00 | 2010 est. |
| 495 | Niger | 66.00 | 2010 est. |
| 496 | Saint Lucia | 65.00 | 2010 est. |
| 497 | Nigeria | 65.00 | 2010 est. |
| 498 | Nauru | 65.00 | 2010 est. |
| 499 | Bolivia | 65.00 | 2010 est. |
| 500 | Mali | 65.00 | 2010 est. |
| 501 | Gambia, The | 65.00 | 2010 est. |
| 502 | Nauru | 65.00 | 2010 est. |
| 503 | Swaziland | 64.00 | 2010 est. |
| 504 | Tunisia | 64.00 | 2008 est. |
| 505 | Vanuatu | 64.00 | 2010 est. |
| 506 | Comoros | 64.00 | 2010 est. |
| 507 | Cote d'Ivoire | 64.00 | 2010 est. |
| 508 | China | 64.00 | 2010 est. |
| 509 | Cameroon | 64.00 | 2010 est. |
| 510 | Mongolia | 64.00 | 2010 est. |
| 511 | Saint Lucia | 63.00 | 2010 est. |
| 512 | Timor-Leste | 63.00 | 2010 est. |
| 513 | Nicaragua | 63.00 | 2010 est. |
| 514 | Nicaragua | 63.00 | 2010 est. |
| 515 | Afghanistan | 63.00 | 2010 est. |
| 516 | Laos | 63.00 | 2010 est. |
| 517 | Colombia | 63.00 | 2010 est. |
| 518 | Djibouti | 63.00 | 2010 est. |
| 519 | Peru | 63.00 | 2010 est. |
| 520 | Botswana | 62.00 | 2010 est. |
| 521 | Mozambique | 62.00 | 2010 est. |
| 522 | Senegal | 61.00 | 2010 est. |
| 523 | Cabo Verde | 61.00 | 2010 est. |
| 524 | Indonesia | 61.00 | 2010 est. |
| 525 | Afghanistan | 60.00 | 2010 est. |
| 526 | Paraguay | 60.00 | 2010 est. |
| 527 | Zimbabwe | 60.00 | 2010 est. |
| 528 | Russia | 59.00 | 2010 est. |
| 529 | Botswana | 59.00 | 2010 est. |
| 530 | Micronesia, Federated States of | 59.00 | 2000 est. |
| 531 | Papua New Guinea | 59.00 | 2010 est. |
| 532 | India | 58.00 | 2010 est. |
| 533 | Angola | 58.00 | 2010 est. |
| 534 | Cameroon | 58.00 | 2010 est. |
| 535 | Namibia | 57.00 | 2010 est. |
| 536 | Swaziland | 57.00 | 2010 est. |
| 537 | Zambia | 57.00 | 2010 est. |
| 538 | Bangladesh | 57.00 | 2010 est. |
| 539 | Vanuatu | 57.00 | 2010 est. |
| 540 | Central African Republic | 57.00 | 2010 est. |
