CIA - The World Factbook --  Sanitation facility access   

| Rank | country | (% of population) | Date of Information |
| 1105 | Canada | 1.00 | 2012 est. |
| 1106 | Turkmenistan | 0.90 | 2012 est. |
| 1107 | Bahrain | 0.80 | 2012 est. |
| 1108 | Bahrain | 0.80 | 2012 est. |
| 1109 | Bahrain | 0.80 | 2012 est. |
| 1110 | Puerto Rico | 0.70 | 2012 est. |
| 1111 | Puerto Rico | 0.70 | 2012 est. |
| 1112 | Puerto Rico | 0.70 | 2012 est. |
| 1113 | Greece | 0.60 | 2012 est. |
| 1114 | Argentina | 0.60 | 2012 est. |
| 1115 | Tonga | 0.60 | 2012 est. |
| 1116 | Maldives | 0.40 | 2012 est. |
| 1117 | Slovakia | 0.40 | 2012 est. |
| 1118 | Ireland | 0.40 | 2012 est. |
| 1119 | Slovakia | 0.30 | 2012 est. |
| 1120 | Canada | 0.20 | 2012 est. |
| 1121 | Slovakia | 0.10 | 2012 est. |
| 1122 | Malta | 0.00 | 2012 est. |
| 1123 | New Caledonia | 0.00 | 2012 est. |
| 1124 | New Caledonia | 0.00 | 2012 est. |
| 1125 | New Caledonia | 0.00 | 2012 est. |
| 1126 | Niue | 0.00 | 2012 est. |
| 1127 | Niue | 0.00 | 2012 est. |
| 1128 | Niue | 0.00 | 2012 est. |
| 1129 | Netherlands | 0.00 | 2012 est. |
| 1130 | Netherlands | 0.00 | 2012 est. |
| 1131 | Netherlands | 0.00 | 2012 est. |
| 1132 | Norway | 0.00 | 2012 est. |
| 1133 | Norway | 0.00 | 2012 est. |
| 1134 | Norway | 0.00 | 2012 est. |
| 1135 | Portugal | 0.00 | 2012 est. |
| 1136 | Portugal | 0.00 | 2012 est. |
| 1137 | Portugal | 0.00 | 2012 est. |
| 1138 | Palau | 0.00 | 2012 est. |
| 1139 | Palau | 0.00 | 2012 est. |
| 1140 | Palau | 0.00 | 2012 est. |
| 1141 | Qatar | 0.00 | 2012 est. |
| 1142 | Qatar | 0.00 | 2012 est. |
| 1143 | Qatar | 0.00 | 2012 est. |
| 1144 | Saudi Arabia | 0.00 | 2012 est. |
| 1145 | Saudi Arabia | 0.00 | 2012 est. |
| 1146 | Saudi Arabia | 0.00 | 2012 est. |
| 1147 | Slovenia | 0.00 | 2012 est. |
| 1148 | Slovenia | 0.00 | 2012 est. |
| 1149 | Slovenia | 0.00 | 2012 est. |
| 1150 | Singapore | 0.00 | 2012 est. |
| 1151 | Singapore | 0.00 | 2012 est. |
| 1152 | Spain | 0.00 | 2012 est. |
| 1153 | Spain | 0.00 | 2012 est. |
| 1154 | Spain | 0.00 | 2012 est. |
| 1155 | Sweden | 0.00 | 2012 est. |
| 1156 | Sweden | 0.00 | 2012 est. |
| 1157 | Sweden | 0.00 | 2012 est. |
| 1158 | Switzerland | 0.00 | 2012 est. |
| 1159 | Switzerland | 0.00 | 2012 est. |
| 1160 | Switzerland | 0.00 | 2012 est. |
| 1161 | Turkmenistan | 0.00 | 2012 est. |
| 1162 | United Kingdom | 0.00 | 2012 est. |
| 1163 | United Kingdom | 0.00 | 2012 est. |
| 1164 | United Kingdom | 0.00 | 2012 est. |
| 1165 | United States | 0.00 | 2012 est. |
| 1166 | United States | 0.00 | 2012 est. |
| 1167 | United States | 0.00 | 2012 est. |
| 1168 | Uzbekistan | 0.00 | 2012 est. |
| 1169 | Uzbekistan | 0.00 | 2012 est. |
| 1170 | Uzbekistan | 0.00 | 2012 est. |
| 1171 | Andorra | 0.00 | 2012 est. |
| 1172 | Andorra | 0.00 | 2012 est. |
| 1173 | Andorra | 0.00 | 2012 est. |
| 1174 | Australia | 0.00 | 2012 est. |
| 1175 | Australia | 0.00 | 2012 est. |
| 1176 | Australia | 0.00 | 2012 est. |
| 1177 | Austria | 0.00 | 2012 est. |
| 1178 | Austria | 0.00 | 2012 est. |
| 1179 | Austria | 0.00 | 2012 est. |
| 1180 | Belgium | 0.00 | 2012 est. |
| 1181 | Belgium | 0.00 | 2012 est. |
| 1182 | Belgium | 0.00 | 2012 est. |
| 1183 | Bulgaria | 0.00 | 2012 est. |
| 1184 | Bulgaria | 0.00 | 2012 est. |
| 1185 | Bulgaria | 0.00 | 2012 est. |
| 1186 | Canada | 0.00 | 2012 est. |
| 1187 | Chile | 0.00 | 2012 est. |
| 1188 | Cyprus | 0.00 | 2012 est. |
| 1189 | Cyprus | 0.00 | 2012 est. |
| 1190 | Cyprus | 0.00 | 2012 est. |
| 1191 | Denmark | 0.00 | 2012 est. |
| 1192 | Denmark | 0.00 | 2012 est. |
| 1193 | Denmark | 0.00 | 2012 est. |
| 1194 | Czech Republic | 0.00 | 2012 est. |
| 1195 | Czech Republic | 0.00 | 2012 est. |
| 1196 | Czech Republic | 0.00 | 2012 est. |
| 1197 | Finland | 0.00 | 2012 est. |
| 1198 | Finland | 0.00 | 2012 est. |
| 1199 | Finland | 0.00 | 2012 est. |
| 1200 | France | 0.00 | 2012 est. |
| 1201 | France | 0.00 | 2012 est. |
| 1202 | France | 0.00 | 2012 est. |
| 1203 | Greenland | 0.00 | 2012 est. |
| 1204 | Greenland | 0.00 | 2012 est. |
| 1205 | Greenland | 0.00 | 2012 est. |
| 1206 | Germany | 0.00 | 2012 est. |
| 1207 | Germany | 0.00 | 2012 est. |
| 1208 | Germany | 0.00 | 2012 est. |
| 1209 | Hungary | 0.00 | 2012 est. |
| 1210 | Hungary | 0.00 | 2012 est. |
| 1211 | Hungary | 0.00 | 2012 est. |
| 1212 | Iceland | 0.00 | 2012 est. |
| 1213 | Iceland | 0.00 | 2012 est. |
| 1214 | Iceland | 0.00 | 2012 est. |
| 1215 | Israel | 0.00 | 2012 est. |
| 1216 | Israel | 0.00 | 2012 est. |
| 1217 | Israel | 0.00 | 2012 est. |
| 1218 | Japan | 0.00 | 2012 est. |
| 1219 | Japan | 0.00 | 2012 est. |
| 1220 | Japan | 0.00 | 2012 est. |
| 1221 | Korea, South | 0.00 | 2012 est. |
| 1222 | Korea, South | 0.00 | 2012 est. |
| 1223 | Korea, South | 0.00 | 2012 est. |
| 1224 | Kuwait | 0.00 | 2012 est. |
| 1225 | Kuwait | 0.00 | 2012 est. |
| 1226 | Kuwait | 0.00 | 2012 est. |
| 1227 | Lebanon | 0.00 | 2005 est. |
| 1228 | Luxembourg | 0.00 | 2012 est. |
| 1229 | Luxembourg | 0.00 | 2012 est. |
| 1230 | Luxembourg | 0.00 | 2012 est. |
| 1231 | Monaco | 0.00 | 2012 est. |
| 1232 | Monaco | 0.00 | 2012 est. |
| 1233 | Malta | 0.00 | 2012 est. |
| 1234 | Malta | 0.00 | 2012 est. |


