CIA - The World Factbook --  Sex ratio   

This entry includes the number of males for each female in five age groups - at birth, under 15 years, 15-64 years, 65 years and over, and for the total population. Sex ratio at birth has recently emerged as an indicator of certain kinds of sex discrimination in some countries. For instance, high sex ratios at birth in some Asian countries are now attributed to sex-selective abortion and infanticide due to a strong preference for sons. This will affect future marriage patterns and fertility patterns. Eventually, it could cause unrest among young adult males who are unable to find partners.

| Rank | country | (male(s)/female) | Date of Information |
| 65 | Taiwan | 1.08 | 2011 est. |
| 66 | India | 1.08 | 2011 est. |
| 67 | Jersey | 1.08 | 2011 est. |
| 68 | Montenegro | 1.08 | 2011 est. |
| 69 | Taiwan | 1.08 | 2011 est. |
| 70 | Singapore | 1.08 | 2011 est. |
| 71 | Switzerland | 1.08 | 2011 est. |
| 72 | Samoa | 1.08 | 2011 est. |
| 73 | Isle of Man | 1.08 | 2011 est. |
| 74 | Cyprus | 1.08 | 2011 est. |
| 75 | Macedonia | 1.08 | 2011 est. |
| 76 | Singapore | 1.08 | 2011 est. |
| 77 | Macedonia | 1.08 | 2011 est. |
| 78 | Hong Kong | 1.08 | 2011 est. |
| 79 | Bosnia and Herzegovina | 1.07 | 2011 est. |
| 80 | Montenegro | 1.07 | 2011 est. |
| 81 | Faroe Islands | 1.07 | 2011 est. |
| 82 | Cook Islands | 1.07 | 2011 est. |
| 83 | Cook Islands | 1.07 | 2011 est. |
| 84 | Luxembourg | 1.07 | 2011 est. |
| 85 | India | 1.07 | 2011 est. |
| 86 | Pakistan | 1.07 | 2011 est. |
| 87 | Serbia | 1.07 | 2011 est. |
| 88 | British Virgin Islands | 1.07 | 2011 est. |
| 89 | Samoa | 1.07 | 2011 est. |
| 90 | Turks and Caicos Islands | 1.07 | 2011 est. |
| 91 | Tunisia | 1.07 | 2011 est. |
| 92 | Gibraltar | 1.07 | 2011 est. |
| 93 | French Polynesia | 1.07 | 2011 est. |
| 94 | Faroe Islands | 1.07 | 2011 est. |
| 95 | Bosnia and Herzegovina | 1.07 | 2011 est. |
| 96 | Tunisia | 1.07 | 2011 est. |
| 97 | Andorra | 1.07 | 2011 est. |
| 98 | Ireland | 1.07 | 2011 est. |
| 99 | Korea, South | 1.07 | 2011 est. |
| 100 | Malaysia | 1.07 | 2011 est. |
| 101 | Suriname | 1.07 | 2011 est. |
| 102 | Portugal | 1.07 | 2011 est. |
| 103 | Andorra | 1.07 | 2011 est. |
| 104 | Slovenia | 1.07 | 2011 est. |
| 105 | Luxembourg | 1.07 | 2011 est. |
| 106 | Ukraine | 1.07 | 2011 est. |
| 107 | Spain | 1.07 | 2011 est. |
| 108 | Serbia | 1.07 | 2011 est. |
| 109 | Palau | 1.06 | 2011 est. |
| 110 | Greece | 1.06 | 2011 est. |
| 111 | Estonia | 1.06 | 2011 est. |
| 112 | Belarus | 1.06 | 2011 est. |
| 113 | Northern Mariana Islands | 1.06 | 2011 est. |
| 114 | Poland | 1.06 | 2011 est. |
| 115 | Sweden | 1.06 | 2011 est. |
| 116 | Samoa | 1.06 | 2011 est. |
| 117 | Trinidad and Tobago | 1.06 | 2011 est. |
| 118 | Tuvalu | 1.06 | 2011 est. |
| 119 | Ukraine | 1.06 | 2011 est. |
| 120 | Uzbekistan | 1.06 | 2011 est. |
| 121 | Saint Vincent and the Grenadines | 1.06 | 2011 est. |
| 122 | Russia | 1.06 | 2011 est. |
| 123 | Saint Pierre and Miquelon | 1.06 | 2011 est. |
| 124 | Andorra | 1.06 | 2011 est. |
| 125 | American Samoa | 1.06 | 2011 est. |
| 126 | European Union | 1.06 | 2011 est. |
| 127 | Estonia | 1.06 | 2011 est. |
| 128 | Burma | 1.06 | 2011 est. |
| 129 | Belarus | 1.06 | 2011 est. |
| 130 | Bulgaria | 1.06 | 2011 est. |
| 131 | Brunei | 1.06 | 2011 est. |
| 132 | China | 1.06 | 2011 est. |
| 133 | China | 1.06 | 2011 est. |
| 134 | Czech Republic | 1.06 | 2011 est. |
| 135 | French Polynesia | 1.06 | 2011 est. |
| 136 | Gibraltar | 1.06 | 2011 est. |
| 137 | Greece | 1.06 | 2011 est. |
| 138 | Colombia | 1.06 | 2011 est. |
| 139 | Cuba | 1.06 | 2011 est. |
| 140 | Cuba | 1.06 | 2011 est. |
| 141 | Cyprus | 1.06 | 2011 est. |
| 142 | Kosovo | 1.06 | 2011 est. |
| 143 | Lithuania | 1.06 | 2011 est. |
| 144 | Libya | 1.06 | 2011 est. |
| 145 | Moldova | 1.06 | 2011 est. |
| 146 | Gaza Strip | 1.06 | 2011 est. |
| 147 | Gaza Strip | 1.06 | 2011 est. |
| 148 | Croatia | 1.06 | 2011 est. |
| 149 | Hungary | 1.06 | 2011 est. |
| 150 | Italy | 1.06 | 2011 est. |
| 151 | Japan | 1.06 | 2011 est. |
| 152 | Jersey | 1.06 | 2011 est. |
| 153 | Jordan | 1.06 | 2011 est. |
| 154 | Jordan | 1.06 | 2011 est. |
| 155 | Romania | 1.06 | 2011 est. |
| 156 | Russia | 1.06 | 2011 est. |
| 157 | Oman | 1.06 | 2011 est. |
| 158 | Malaysia | 1.06 | 2011 est. |
| 159 | Nigeria | 1.06 | 2011 est. |
| 160 | Slovenia | 1.06 | 2011 est. |
| 161 | Spain | 1.06 | 2011 est. |
| 162 | Sweden | 1.06 | 2011 est. |
| 163 | Syria | 1.06 | 2011 est. |
| 164 | Saint Barthelemy | 1.06 | 2011 est. |
| 165 | Pakistan | 1.06 | 2011 est. |
| 166 | Poland | 1.06 | 2011 est. |
| 167 | Papua New Guinea | 1.06 | 2011 est. |
| 168 | Papua New Guinea | 1.06 | 2011 est. |
| 169 | Palau | 1.06 | 2011 est. |
| 170 | Qatar | 1.06 | 2011 est. |
| 171 | West Bank | 1.06 | 2011 est. |
| 172 | Moldova | 1.06 | 2011 est. |
| 173 | Italy | 1.06 | 2011 est. |
| 174 | Czech Republic | 1.06 | 2011 est. |
| 175 | Virgin Islands | 1.06 | 2011 est. |
| 176 | Malta | 1.06 | 2011 est. |
| 177 | Kazakhstan | 1.06 | 2011 est. |
| 178 | Lithuania | 1.06 | 2011 est. |
| 179 | Hungary | 1.06 | 2011 est. |
| 180 | Ireland | 1.06 | 2011 est. |
| 181 | Japan | 1.06 | 2011 est. |
| 182 | Qatar | 1.06 | 2011 est. |
| 183 | Canada | 1.06 | 2011 est. |
| 184 | Australia | 1.06 | 2011 est. |
| 185 | Saint Lucia | 1.06 | 2011 est. |
| 186 | Denmark | 1.06 | 2011 est. |
| 187 | Germany | 1.06 | 2011 est. |
| 188 | Croatia | 1.06 | 2011 est. |
| 189 | Switzerland | 1.05 | 2011 est. |
| 190 | Norway | 1.05 | 2011 est. |
| 191 | Thailand | 1.05 | 2011 est. |
| 192 | Latvia | 1.05 | 2011 est. |
| 193 | Kyrgyzstan | 1.05 | 2011 est. |
| 194 | Turks and Caicos Islands | 1.05 | 2011 est. |
| 195 | United Kingdom | 1.05 | 2011 est. |
| 196 | Argentina | 1.05 | 2011 est. |
| 197 | Netherlands | 1.05 | 2011 est. |
| 198 | Slovakia | 1.05 | 2011 est. |
| 199 | Austria | 1.05 | 2011 est. |
| 200 | France | 1.05 | 2011 est. |
| 201 | Samoa | 1.05 | 2011 est. |
| 202 | Greenland | 1.05 | 2011 est. |
| 203 | Trinidad and Tobago | 1.05 | 2011 est. |
| 204 | Thailand | 1.05 | 2011 est. |
| 205 | Tajikistan | 1.05 | 2011 est. |
| 206 | Timor-Leste | 1.05 | 2011 est. |
| 207 | Turkey | 1.05 | 2011 est. |
| 208 | Turkey | 1.05 | 2011 est. |
| 209 | Turkmenistan | 1.05 | 2011 est. |
| 210 | United Kingdom | 1.05 | 2011 est. |
| 211 | Uzbekistan | 1.05 | 2011 est. |
| 212 | Venezuela | 1.05 | 2011 est. |
| 213 | Saudi Arabia | 1.05 | 2011 est. |
| 214 | Seychelles | 1.05 | 2011 est. |
| 215 | Slovakia | 1.05 | 2011 est. |
| 216 | Libya | 1.05 | 2011 est. |
| 217 | Libya | 1.05 | 2011 est. |
| 218 | Macau | 1.05 | 2011 est. |
| 219 | Mongolia | 1.05 | 2011 est. |
| 220 | Gaza Strip | 1.05 | 2011 est. |
| 221 | Honduras | 1.05 | 2011 est. |
| 222 | Indonesia | 1.05 | 2011 est. |
| 223 | Isle of Man | 1.05 | 2011 est. |
| 224 | Iran | 1.05 | 2011 est. |
| 225 | Iran | 1.05 | 2011 est. |
| 226 | Israel | 1.05 | 2011 est. |
| 227 | Israel | 1.05 | 2011 est. |
| 228 | Iraq | 1.05 | 2011 est. |
| 229 | Jamaica | 1.05 | 2011 est. |
| 230 | Romania | 1.05 | 2011 est. |
| 231 | Philippines | 1.05 | 2011 est. |
| 232 | Puerto Rico | 1.05 | 2011 est. |
| 233 | Monaco | 1.05 | 2011 est. |
| 234 | Morocco | 1.05 | 2011 est. |
| 235 | Mauritius | 1.05 | 2011 est. |
| 236 | Malta | 1.05 | 2011 est. |
| 237 | Oman | 1.05 | 2011 est. |
| 238 | Oman | 1.05 | 2011 est. |
| 239 | Maldives | 1.05 | 2011 est. |
| 240 | Mexico | 1.05 | 2011 est. |
| 241 | New Caledonia | 1.05 | 2011 est. |
| 242 | Vanuatu | 1.05 | 2011 est. |
| 243 | Vanuatu | 1.05 | 2011 est. |
| 244 | Nigeria | 1.05 | 2011 est. |
| 245 | Netherlands | 1.05 | 2011 est. |
| 246 | Kiribati | 1.05 | 2011 est. |
| 247 | Saint Helena, Ascension, and Tristan da Cunha | 1.05 | 2011 est. |
| 248 | Saint Lucia | 1.05 | 2011 est. |
| 249 | Sudan | 1.05 | 2011 est. |
| 250 | Sudan | 1.05 | 2011 est. |
| 251 | Syria | 1.05 | 2011 est. |
| 252 | Nicaragua | 1.05 | 2011 est. |
| 253 | New Zealand | 1.05 | 2011 est. |
| 254 | Paraguay | 1.05 | 2011 est. |
| 255 | Pakistan | 1.05 | 2011 est. |
| 256 | Papua New Guinea | 1.05 | 2011 est. |
| 257 | Marshall Islands | 1.05 | 2011 est. |
| 258 | British Virgin Islands | 1.05 | 2011 est. |
| 259 | British Virgin Islands | 1.05 | 2011 est. |
| 260 | British Virgin Islands | 1.05 | 2011 est. |
| 261 | West Bank | 1.05 | 2011 est. |
| 262 | West Bank | 1.05 | 2011 est. |
| 263 | Yemen | 1.05 | 2011 est. |
| 264 | Albania | 1.05 | 2011 est. |
| 265 | Angola | 1.05 | 2011 est. |
| 266 | Argentina | 1.05 | 2011 est. |
| 267 | Australia | 1.05 | 2011 est. |
| 268 | Austria | 1.05 | 2011 est. |
| 269 | Anguilla | 1.05 | 2011 est. |
| 270 | European Union | 1.05 | 2011 est. |
| 271 | Egypt | 1.05 | 2011 est. |
| 272 | Egypt | 1.05 | 2011 est. |
| 273 | El Salvador | 1.05 | 2011 est. |
| 274 | El Salvador | 1.05 | 2011 est. |
| 275 | Belize | 1.05 | 2011 est. |
| 276 | Bolivia | 1.05 | 2011 est. |
| 277 | Benin | 1.05 | 2011 est. |
| 278 | Solomon Islands | 1.05 | 2011 est. |
| 279 | Brazil | 1.05 | 2011 est. |
| 280 | Bhutan | 1.05 | 2011 est. |
| 281 | Bulgaria | 1.05 | 2011 est. |
| 282 | Canada | 1.05 | 2011 est. |
| 283 | Curacao | 1.05 | 2010 |
| 284 | Chile | 1.05 | 2011 est. |
| 285 | Chile | 1.05 | 2011 est. |
| 286 | Antigua and Barbuda | 1.05 | 2011 est. |
| 287 | United Arab Emirates | 1.05 | 2011 est. |
| 288 | United Arab Emirates | 1.05 | 2011 est. |
| 289 | Afghanistan | 1.05 | 2011 est. |
| 290 | Afghanistan | 1.05 | 2011 est. |
| 291 | Afghanistan | 1.05 | 2011 est. |
| 292 | Afghanistan | 1.05 | 2011 est. |
| 293 | Algeria | 1.05 | 2011 est. |
| 294 | Fiji | 1.05 | 2011 est. |
| 295 | Micronesia, Federated States of | 1.05 | 2011 est. |
| 296 | French Polynesia | 1.05 | 2011 est. |
| 297 | France | 1.05 | 2011 est. |
| 298 | Grenada | 1.05 | 2011 est. |
| 299 | Guernsey | 1.05 | 2011 est. |
| 300 | Greenland | 1.05 | 2011 est. |
| 301 | Germany | 1.05 | 2011 est. |
| 302 | Guatemala | 1.05 | 2011 est. |
| 303 | Guyana | 1.05 | 2011 est. |
| 304 | Colombia | 1.05 | 2011 est. |
| 305 | Costa Rica | 1.05 | 2011 est. |
| 306 | Costa Rica | 1.05 | 2011 est. |
| 307 | Cyprus | 1.05 | 2011 est. |
| 308 | Denmark | 1.05 | 2011 est. |
| 309 | Dominica | 1.05 | 2011 est. |
| 310 | Dominica | 1.05 | 2011 est. |
| 311 | Ecuador | 1.05 | 2011 est. |
| 312 | Lebanon | 1.05 | 2011 est. |
| 313 | Lebanon | 1.05 | 2011 est. |
| 314 | Latvia | 1.05 | 2011 est. |
| 315 | New Zealand | 1.05 | 2011 est. |
| 316 | Wallis and Futuna | 1.05 | 2011 est. |
| 317 | Cook Islands | 1.05 | 2011 est. |
| 318 | Brunei | 1.05 | 2011 est. |
| 319 | Korea, North | 1.05 | 2011 est. |
| 320 | Kuwait | 1.05 | 2011 est. |
| 321 | United States | 1.05 | 2011 est. |
| 322 | Peru | 1.05 | 2011 est. |
| 323 | Panama | 1.05 | 2011 est. |
| 324 | Cambodia | 1.05 | 2011 est. |
| 325 | Belgium | 1.05 | 2011 est. |
| 326 | Saint Pierre and Miquelon | 1.04 | 2011 est. |
| 327 | Tuvalu | 1.04 | 2011 est. |
| 328 | Albania | 1.04 | 2011 est. |
| 329 | American Samoa | 1.04 | 2011 est. |
| 330 | Botswana | 1.04 | 2011 est. |
| 331 | Belgium | 1.04 | 2011 est. |
| 332 | Bangladesh | 1.04 | 2011 est. |
| 333 | Belize | 1.04 | 2011 est. |
| 334 | Bolivia | 1.04 | 2011 est. |
| 335 | Burma | 1.04 | 2011 est. |
| 336 | Benin | 1.04 | 2011 est. |
| 337 | Solomon Islands | 1.04 | 2011 est. |
| 338 | Brazil | 1.04 | 2011 est. |
| 339 | Bhutan | 1.04 | 2011 est. |
| 340 | Chad | 1.04 | 2011 est. |
| 341 | Sri Lanka | 1.04 | 2011 est. |
| 342 | Sri Lanka | 1.04 | 2011 est. |
| 343 | Algeria | 1.04 | 2011 est. |
| 344 | Jordan | 1.04 | 2011 est. |
| 345 | Finland | 1.04 | 2011 est. |
| 346 | Finland | 1.04 | 2011 est. |
| 347 | Fiji | 1.04 | 2011 est. |
| 348 | French Polynesia | 1.04 | 2011 est. |
| 349 | Grenada | 1.04 | 2011 est. |
| 350 | Germany | 1.04 | 2011 est. |
| 351 | Guatemala | 1.04 | 2011 est. |
| 352 | Guyana | 1.04 | 2011 est. |
| 353 | Cyprus | 1.04 | 2011 est. |
| 354 | Dominica | 1.04 | 2011 est. |
| 355 | Dominican Republic | 1.04 | 2011 est. |
| 356 | Dominican Republic | 1.04 | 2011 est. |
| 357 | Dominican Republic | 1.04 | 2011 est. |
| 358 | Ecuador | 1.04 | 2011 est. |
| 359 | Kazakhstan | 1.04 | 2011 est. |
| 360 | Laos | 1.04 | 2011 est. |
| 361 | Libya | 1.04 | 2011 est. |
| 362 | Mongolia | 1.04 | 2011 est. |
| 363 | Gaza Strip | 1.04 | 2011 est. |
| 364 | Honduras | 1.04 | 2011 est. |
| 365 | Iceland | 1.04 | 2011 est. |
| 366 | Indonesia | 1.04 | 2011 est. |
| 367 | Cote d'Ivoire | 1.04 | 2011 est. |
| 368 | Iraq | 1.04 | 2011 est. |
| 369 | Philippines | 1.04 | 2011 est. |
| 370 | Puerto Rico | 1.04 | 2011 est. |
| 371 | Mauritius | 1.04 | 2011 est. |
| 372 | Maldives | 1.04 | 2011 est. |
| 373 | Mexico | 1.04 | 2011 est. |
| 374 | New Caledonia | 1.04 | 2011 est. |
| 375 | Vanuatu | 1.04 | 2011 est. |
| 376 | Vanuatu | 1.04 | 2011 est. |
| 377 | Vanuatu | 1.04 | 2011 est. |
| 378 | Nigeria | 1.04 | 2011 est. |
| 379 | Nigeria | 1.04 | 2011 est. |
| 380 | Norway | 1.04 | 2011 est. |
| 381 | Nepal | 1.04 | 2011 est. |
| 382 | Nepal | 1.04 | 2011 est. |
| 383 | Nauru | 1.04 | 2011 est. |
| 384 | Kyrgyzstan | 1.04 | 2011 est. |
| 385 | Kiribati | 1.04 | 2011 est. |
| 386 | Korea, South | 1.04 | 2011 est. |
| 387 | Kuwait | 1.04 | 2011 est. |
| 388 | Saint Helena, Ascension, and Tristan da Cunha | 1.04 | 2011 est. |
| 389 | Saint Helena, Ascension, and Tristan da Cunha | 1.04 | 2011 est. |
| 390 | Sudan | 1.04 | 2011 est. |
| 391 | Suriname | 1.04 | 2011 est. |
| 392 | Nicaragua | 1.04 | 2011 est. |
| 393 | Peru | 1.04 | 2011 est. |
| 394 | Panama | 1.04 | 2011 est. |
| 395 | Marshall Islands | 1.04 | 2011 est. |
| 396 | Marshall Islands | 1.04 | 2011 est. |
| 397 | Marshall Islands | 1.04 | 2011 est. |
| 398 | Saint Martin | 1.04 | 2011 est. |
| 399 | Virgin Islands | 1.04 | 2011 est. |
| 400 | West Bank | 1.04 | 2011 est. |
| 401 | Western Sahara | 1.04 | 2011 est. |
| 402 | Yemen | 1.04 | 2011 est. |
| 403 | Tajikistan | 1.04 | 2011 est. |
| 404 | Turks and Caicos Islands | 1.04 | 2011 est. |
| 405 | Tonga | 1.04 | 2011 est. |
| 406 | Timor-Leste | 1.04 | 2011 est. |
| 407 | United States | 1.04 | 2011 est. |
| 408 | Saudi Arabia | 1.04 | 2011 est. |
| 409 | Monaco | 1.04 | 2011 est. |
| 410 | Uruguay | 1.04 | 2011 est. |
| 411 | Montserrat | 1.03 | 2011 est. |
| 412 | Seychelles | 1.03 | 2011 est. |
| 413 | Saint Vincent and the Grenadines | 1.03 | 2011 est. |
| 414 | Anguilla | 1.03 | 2011 est. |
| 415 | Venezuela | 1.03 | 2011 est. |
| 416 | British Virgin Islands | 1.03 | 2011 est. |
| 417 | Namibia | 1.03 | 2011 est. |
| 418 | Namibia | 1.03 | 2011 est. |
| 419 | Swaziland | 1.03 | 2011 est. |
| 420 | Yemen | 1.03 | 2011 est. |
| 421 | Yemen | 1.03 | 2011 est. |
| 422 | Zambia | 1.03 | 2011 est. |
| 423 | Zimbabwe | 1.03 | 2011 est. |
| 424 | Tonga | 1.03 | 2011 est. |
| 425 | Togo | 1.03 | 2011 est. |
| 426 | Sao Tome and Principe | 1.03 | 2011 est. |
| 427 | Sao Tome and Principe | 1.03 | 2011 est. |
| 428 | Timor-Leste | 1.03 | 2011 est. |
| 429 | Timor-Leste | 1.03 | 2011 est. |
| 430 | Tanzania | 1.03 | 2011 est. |
| 431 | Uganda | 1.03 | 2011 est. |
| 432 | United Kingdom | 1.03 | 2011 est. |
| 433 | Burkina Faso | 1.03 | 2011 est. |
| 434 | Uruguay | 1.03 | 2011 est. |
| 435 | Saint Vincent and the Grenadines | 1.03 | 2011 est. |
| 436 | Rwanda | 1.03 | 2011 est. |
| 437 | Saudi Arabia | 1.03 | 2011 est. |
| 438 | Saint Pierre and Miquelon | 1.03 | 2011 est. |
| 439 | Saint Kitts and Nevis | 1.03 | 2011 est. |
| 440 | Seychelles | 1.03 | 2011 est. |
| 441 | Senegal | 1.03 | 2011 est. |
| 442 | Sierra Leone | 1.03 | 2011 est. |
| 443 | Somalia | 1.03 | 2011 est. |
| 444 | Sudan | 1.03 | 2011 est. |
| 445 | Syria | 1.03 | 2011 est. |
| 446 | Syria | 1.03 | 2011 est. |
| 447 | Paraguay | 1.03 | 2011 est. |
| 448 | Papua New Guinea | 1.03 | 2011 est. |
| 449 | Guinea-Bissau | 1.03 | 2011 est. |
| 450 | Mali | 1.03 | 2011 est. |
| 451 | Morocco | 1.03 | 2011 est. |
| 452 | Mauritania | 1.03 | 2011 est. |
| 453 | Malta | 1.03 | 2011 est. |
| 454 | Niger | 1.03 | 2011 est. |
| 455 | Norway | 1.03 | 2011 est. |
| 456 | Korea, North | 1.03 | 2011 est. |
| 457 | Liberia | 1.03 | 2011 est. |
| 458 | Liberia | 1.03 | 2011 est. |
| 459 | Lesotho | 1.03 | 2011 est. |
| 460 | Madagascar | 1.03 | 2011 est. |
| 461 | Iceland | 1.03 | 2011 est. |
| 462 | Israel | 1.03 | 2011 est. |
| 463 | Italy | 1.03 | 2011 est. |
| 464 | Cote d'Ivoire | 1.03 | 2011 est. |
| 465 | Cote d'Ivoire | 1.03 | 2011 est. |
| 466 | Iraq | 1.03 | 2011 est. |
| 467 | Iraq | 1.03 | 2011 est. |
| 468 | Jamaica | 1.03 | 2011 est. |
| 469 | Jordan | 1.03 | 2011 est. |
| 470 | Micronesia, Federated States of | 1.03 | 2011 est. |
| 471 | Gambia, The | 1.03 | 2011 est. |
| 472 | Gabon | 1.03 | 2011 est. |
| 473 | Ghana | 1.03 | 2011 est. |
| 474 | Guernsey | 1.03 | 2011 est. |
| 475 | Greenland | 1.03 | 2011 est. |
| 476 | Guinea | 1.03 | 2011 est. |
| 477 | Comoros | 1.03 | 2011 est. |
| 478 | Central African Republic | 1.03 | 2011 est. |
| 479 | Cape Verde | 1.03 | 2011 est. |
| 480 | Djibouti | 1.03 | 2011 est. |
| 481 | Dominican Republic | 1.03 | 2011 est. |
| 482 | Egypt | 1.03 | 2011 est. |
| 483 | Egypt | 1.03 | 2011 est. |
| 484 | Equatorial Guinea | 1.03 | 2011 est. |
| 485 | Equatorial Guinea | 1.03 | 2011 est. |
| 486 | Eritrea | 1.03 | 2011 est. |
| 487 | Ethiopia | 1.03 | 2011 est. |
| 488 | Bahamas, The | 1.03 | 2011 est. |
| 489 | Bahamas, The | 1.03 | 2011 est. |
| 490 | Belize | 1.03 | 2011 est. |
| 491 | Burundi | 1.03 | 2011 est. |
| 492 | Chad | 1.03 | 2011 est. |
| 493 | Congo, Republic of the | 1.03 | 2011 est. |
| 494 | Congo, Democratic Republic of the | 1.03 | 2011 est. |
| 495 | Cameroon | 1.03 | 2011 est. |
| 496 | Antigua and Barbuda | 1.03 | 2011 est. |
| 497 | Angola | 1.03 | 2011 est. |
| 498 | American Samoa | 1.03 | 2011 est. |
| 499 | Australia | 1.03 | 2011 est. |
| 500 | Botswana | 1.03 | 2011 est. |
| 501 | Bahrain | 1.03 | 2011 est. |
| 502 | Trinidad and Tobago | 1.03 | 2011 est. |
| 503 | Saint Barthelemy | 1.03 | 2011 est. |
| 504 | Aruba | 1.02 | 2011 est. |
| 505 | Zimbabwe | 1.02 | 2011 est. |
| 506 | Trinidad and Tobago | 1.02 | 2011 est. |
| 507 | Turkey | 1.02 | 2011 est. |
| 508 | Turkey | 1.02 | 2011 est. |
| 509 | Taiwan | 1.02 | 2011 est. |
| 510 | Taiwan | 1.02 | 2011 est. |
| 511 | Turkmenistan | 1.02 | 2011 est. |
| 512 | Saint Vincent and the Grenadines | 1.02 | 2011 est. |
| 513 | Saint Kitts and Nevis | 1.02 | 2011 est. |
| 514 | South Africa | 1.02 | 2011 est. |
| 515 | South Africa | 1.02 | 2011 est. |
| 516 | Saint Helena, Ascension, and Tristan da Cunha | 1.02 | 2011 est. |
| 517 | Slovenia | 1.02 | 2011 est. |
| 518 | Sweden | 1.02 | 2011 est. |
| 519 | Switzerland | 1.02 | 2011 est. |
| 520 | Panama | 1.02 | 2011 est. |
| 521 | Panama | 1.02 | 2011 est. |
| 522 | Macedonia | 1.02 | 2011 est. |
| 523 | Niger | 1.02 | 2011 est. |
| 524 | Netherlands | 1.02 | 2011 est. |
| 525 | Kenya | 1.02 | 2011 est. |
| 526 | Haiti | 1.02 | 2011 est. |
| 527 | Iceland | 1.02 | 2011 est. |
| 528 | Iran | 1.02 | 2011 est. |
| 529 | Iran | 1.02 | 2011 est. |
| 530 | Cote d'Ivoire | 1.02 | 2011 est. |
| 531 | Japan | 1.02 | 2011 est. |
| 532 | Finland | 1.02 | 2011 est. |
| 533 | French Polynesia | 1.02 | 2011 est. |
| 534 | Ghana | 1.02 | 2011 est. |
| 535 | Gibraltar | 1.02 | 2011 est. |
| 536 | Grenada | 1.02 | 2011 est. |
