CIA - The World Factbook --  Electricity - from fossil fuels   

Electricity â€“ from fossil fuels measures the capacity of plants that generate electricity by burning fossil fuels (such as coal, petroleum products, and natural gas), expressed as a share of the country's total generating capacity.

| Rank | country | (% of total installed capacity) | Date of Information |
| 70 | Cyprus | 94.2 | 2010 est. |
| 71 | Estonia | 93.4 | 2010 est. |
| 72 | Iraq | 92.0 | 2013 est. |
| 73 | Malaysia | 91.7 | 2010 est. |
| 74 | South Africa | 90.8 | 2010 est. |
| 75 | Dominican Republic | 90.6 | 2010 est. |
| 76 | Falkland Islands (Islas Malvinas) | 90.0 | 2010 est. |
| 77 | Vanuatu | 89.3 | 2010 est. |
| 78 | Syria | 89.2 | 2010 est. |
| 79 | Poland | 89.2 | 2010 est. |
| 80 | Thailand | 89.0 | 2012 est. |
| 81 | Aruba | 88.7 | 2010 est. |
| 82 | Kazakhstan | 88.2 | 2010 est. |
| 83 | Lebanon | 87.9 | 2010 est. |
| 84 | Egypt | 87.6 | 2010 est. |
| 85 | Burkina Faso | 87.3 | 2010 est. |
| 86 | Indonesia | 87.0 | 2011 est. |
| 87 | Iran | 86.2 | 2010 est. |
| 88 | Netherlands | 85.1 | 2012 est. |
| 89 | Saint Vincent and the Grenadines | 85.1 | 2010 est. |
| 90 | Uzbekistan | 85.1 | 2010 est. |
| 91 | Azerbaijan | 84.5 | 2010 est. |
| 92 | Comoros | 83.3 | 2010 est. |
| 93 | Haiti | 79.0 | 2011 est. |
| 94 | Australia | 78.7 | 2010 est. |
| 95 | Taiwan | 77.2 | 2011 est. |
| 96 | New Caledonia | 76.8 | 2010 est. |
| 97 | Mexico | 76.2 | 2010 est. |
| 98 | Ireland | 76.2 | 2010 est. |
| 99 | United Kingdom | 76.0 | 2012 est. |
| 100 | Mauritius | 75.7 | 2010 est. |
| 101 | United States | 75.3 | 2010 est. |
| 102 | French Polynesia | 74.7 | 2010 est. |
| 103 | Korea, South | 74.5 | 2010 est. |
| 104 | Hungary | 72.0 | 2011 est. |
| 105 | Samoa | 70.6 | 2010 est. |
| 106 | Lithuania | 70.6 | 2010 est. |
| 107 | Greece | 69.5 | 2010 est. |
| 108 | Morocco | 69.3 | 2010 est. |
| 109 | China | 69.1 | 2013 est. |
| 110 | Guinea | 68.4 | 2010 est. |
| 111 | Pakistan | 68.3 | 2010 est. |
| 112 | Russia | 67.7 | 2012 est. |
| 113 | Nigeria | 67.1 | 2010 est. |
| 114 | Philippines | 66.9 | 2010 est. |
| 115 | Zimbabwe | 66.6 | 2010 est. |
| 116 | Macedonia | 66.4 | 2013 est. |
| 117 | Argentina | 66.2 | 2010 est. |
| 118 | India | 65.8 | 31 March 2012 est. |
| 119 | Madagascar | 65.6 | 2010 est. |
| 120 | Italy | 65.0 | 2011 est. |
| 121 | Turkey | 64.9 | 2010 est. |
| 122 | Faroe Islands | 64.9 | 2010 est. |
| 123 | Ukraine | 64.1 | 2010 est. |
| 124 | Honduras | 63.7 | 2010 est. |
| 125 | Bolivia | 63.6 | 2012 est. |
| 126 | Czech Republic | 63.6 | 2012 est. |
| 127 | Japan | 63.5 | 2010 est. |
| 128 | Mauritania | 63.1 | 2010 est. |
| 129 | Denmark | 63.0 | 2010 est. |
| 130 | Chile | 62.0 | 2010 est. |
| 131 | Andorra | 61.3 | NA |
| 132 | Papua New Guinea | 61.1 | 2010 est. |
| 133 | Peru | 60.1 | 2010 est. |
| 134 | Swaziland | 59.7 | 2010 est. |
| 135 | Gabon | 59.0 | 2010 est. |
| 136 | Nicaragua | 57.6 | 2013 est. |
| 137 | Serbia | 57.5 | 2013 est. |
| 138 | Sao Tome and Principe | 57.1 | 2010 est. |
| 139 | Angola | 56.9 | 2010 est. |
| 140 | Guatemala | 56.5 | 2010 est. |
| 141 | Armenia | 55.6 | 2010 est. |
| 142 | Ecuador | 55.3 | 2010 est. |
| 143 | Romania | 55.1 | 2012 est. |
| 144 | Vietnam | 55.0 | 2012 est. |
| 145 | Suriname | 53.9 | 2010 est. |
| 146 | Sri Lanka | 53.8 | 2011 est. |
| 147 | Burma | 53.3 | 2010 est. |
| 148 | Panama | 52.6 | 2010 est. |
| 149 | El Salvador | 52.6 | 2010 est. |
| 150 | Rwanda | 52.4 | 2010 est. |
| 151 | Finland | 52.3 | 2010 est. |
| 152 | Congo, Republic of the | 51.2 | 2012 est. |
| 153 | Belize | 51.1 | 2010 est. |
| 154 | Germany | 51.0 | 2012 est. |
| 155 | Cote d'Ivoire | 50.6 | 2010 est. |
| 156 | Fiji | 49.0 | 2010 est. |
| 157 | Portugal | 49.0 | 2010 est. |
| 158 | Spain | 48.7 | 2010 est. |
| 159 | Mali | 48.4 | 2010 est. |
| 160 | Korea, North | 47.4 | 2011 est. |
| 161 | Sierra Leone | 47.1 | 2010 est. |
| 162 | Croatia | 45.9 | 2010 est. |
| 163 | Bulgaria | 45.7 | 2010 est. |
| 164 | Belgium | 43.6 | 2010 est. |
| 165 | Bosnia and Herzegovina | 43.3 | 2012 est. |
| 166 | Central African Republic | 43.2 | 2010 est. |
| 167 | Slovakia | 42.2 | 2010 est. |
| 168 | Kenya | 41.9 | 2010 est. |
| 169 | Ghana | 40.6 | 2010 est. |
| 170 | Uruguay | 39.8 | 2010 est. |
| 171 | Georgia | 37.2 | 2010 est. |
| 172 | Slovenia | 36.6 | 2012 est. |
| 173 | Venezuela | 35.7 | 2012 est. |
| 174 | Tanzania | 33.2 | 2010 est. |
| 175 | Colombia | 32.9 | 2010 est. |
| 176 | Costa Rica | 32.4 | 2010 est. |
| 177 | Namibia | 31.8 | 2013 est. |
| 178 | New Zealand | 31.7 | 2010 est. |
| 179 | Canada | 31.7 | 2010 est. |
| 180 | Uganda | 31.5 | 2010 est. |
| 181 | Sudan | 30.7 | 2010 est. |
| 182 | South Sudan | 30.7 | 2010 est. |
| 183 | Luxembourg | 28.3 | 2010 est. |
| 184 | Cameroon | 27.8 | 2010 est. |
| 185 | Austria | 27.5 | 2012 est. |
| 186 | Latvia | 27.2 | 2010 est. |
| 187 | Montenegro | 24.2 | 2010 est. |
| 188 | Afghanistan | 23.5 | 2010 est. |
| 189 | France | 22.1 | 2010 est. |
| 190 | Togo | 21.2 | 2010 est. |
| 191 | Kyrgyzstan | 20.1 | 2010 est. |
| 192 | Dominica | 19.6 | 2010 est. |
| 193 | Brazil | 19.6 | 2010 est. |
| 194 | Sweden | 13.0 | 2010 est. |
| 195 | Ethiopia | 9.9 | 2010 est. |
| 196 | Tajikistan | 9.0 | 2013 est. |
| 197 | Nepal | 7.9 | 2010 est. |
| 198 | Albania | 5.6 | 2012 est. |
| 199 | Iceland | 4.7 | 2010 est. |
| 200 | Switzerland | 3.1 | 2010 est. |
| 201 | Laos | 2.6 | 2010 est. |
| 202 | Norway | 2.0 | 2010 est. |
| 203 | Burundi | 1.9 | 2010 est. |
| 204 | Congo, Democratic Republic of the | 1.4 | 2010 est. |
| 205 | Bhutan | 1.1 | 2010 est. |
| 206 | Zambia | 0.4 | 2010 est. |
| 207 | Malawi | 0.3 | 2010 est. |
| 208 | Paraguay | 0.1 | 2010 est. |
| 209 | Mozambique | 0.1 | 2012 est. |
| 210 | Lesotho | 0.0 | 2010 est. |


