CIA - The World Factbook --  Drinking water source   

| Rank | country | (% of population) | Date of Information |
| 1102 | Barbados | 0.20 | 2012 est. |
| 1103 | Barbados | 0.20 | 2012 est. |
| 1104 | Barbados | 0.20 | 2012 est. |
| 1105 | Armenia | 0.20 | 2012 est. |
| 1106 | Estonia | 0.20 | 2012 est. |
| 1107 | Slovenia | 0.20 | 2012 est. |
| 1108 | Portugal | 0.20 | 2012 est. |
| 1109 | Portugal | 0.20 | 2012 est. |
| 1110 | Mauritius | 0.20 | 2012 est. |
| 1111 | Cook Islands | 0.10 | 2012 est. |
| 1112 | Portugal | 0.10 | 2012 est. |
| 1113 | Uruguay | 0.10 | 2012 est. |
| 1114 | Cook Islands | 0.10 | 2012 est. |
| 1115 | Mauritius | 0.10 | 2012 est. |
| 1116 | Ireland | 0.10 | 2012 est. |
| 1117 | Spain | 0.10 | 2012 est. |
| 1118 | Czech Republic | 0.10 | 2012 est. |
| 1119 | Cook Islands | 0.10 | 2012 est. |
| 1120 | Lebanon | 0.00 | 2012 est. |
| 1121 | Lebanon | 0.00 | 2012 est. |
| 1122 | Lebanon | 0.00 | 2012 est. |
| 1123 | Slovakia | 0.00 | 2012 est. |
| 1124 | Slovakia | 0.00 | 2012 est. |
| 1125 | Slovakia | 0.00 | 2012 est. |
| 1126 | Luxembourg | 0.00 | 2012 est. |
| 1127 | Luxembourg | 0.00 | 2012 est. |
| 1128 | Luxembourg | 0.00 | 2012 est. |
| 1129 | Malta | 0.00 | 2012 est. |
| 1130 | Malta | 0.00 | 2012 est. |
| 1131 | Malta | 0.00 | 2012 est. |
| 1132 | Malaysia | 0.00 | 2012 est. |
| 1133 | Netherlands | 0.00 | 2012 est. |
| 1134 | Netherlands | 0.00 | 2012 est. |
| 1135 | Netherlands | 0.00 | 2012 est. |
| 1136 | Norway | 0.00 | 2012 est. |
| 1137 | Norway | 0.00 | 2012 est. |
| 1138 | Norway | 0.00 | 2012 est. |
| 1139 | New Zealand | 0.00 | 2012 est. |
| 1140 | New Zealand | 0.00 | 2012 est. |
| 1141 | New Zealand | 0.00 | 2012 est. |
| 1142 | Paraguay | 0.00 | 2012 est. |
| 1143 | Poland | 0.00 | 2012 est. |
| 1144 | Qatar | 0.00 | 2012 est. |
| 1145 | Qatar | 0.00 | 2012 est. |
| 1146 | Qatar | 0.00 | 2012 est. |
| 1147 | Singapore | 0.00 | 2012 est. |
| 1148 | Singapore | 0.00 | 2012 est. |
| 1149 | Spain | 0.00 | 2012 est. |
| 1150 | Spain | 0.00 | 2012 est. |
| 1151 | Sweden | 0.00 | 2012 est. |
| 1152 | Sweden | 0.00 | 2012 est. |
| 1153 | Sweden | 0.00 | 2012 est. |
| 1154 | Switzerland | 0.00 | 2012 est. |
| 1155 | Switzerland | 0.00 | 2012 est. |
| 1156 | Switzerland | 0.00 | 2012 est. |
| 1157 | Tunisia | 0.00 | 2012 est. |
| 1158 | Turkey | 0.00 | 2012 est. |
| 1159 | United Kingdom | 0.00 | 2012 est. |
| 1160 | United Kingdom | 0.00 | 2012 est. |
| 1161 | United Kingdom | 0.00 | 2012 est. |
| 1162 | Virgin Islands | 0.00 | 2012 est. |
| 1163 | Virgin Islands | 0.00 | 2012 est. |
| 1164 | Virgin Islands | 0.00 | 2012 est. |
| 1165 | United Arab Emirates | 0.00 | 2012 est. |
| 1166 | Armenia | 0.00 | 2012 est. |
| 1167 | Andorra | 0.00 | 2012 est. |
| 1168 | Andorra | 0.00 | 2012 est. |
| 1169 | Andorra | 0.00 | 2012 est. |
| 1170 | American Samoa | 0.00 | 2012 est. |
| 1171 | American Samoa | 0.00 | 2012 est. |
| 1172 | American Samoa | 0.00 | 2012 est. |
| 1173 | Australia | 0.00 | 2012 est. |
| 1174 | Australia | 0.00 | 2012 est. |
| 1175 | Australia | 0.00 | 2012 est. |
| 1176 | Austria | 0.00 | 2012 est. |
| 1177 | Austria | 0.00 | 2012 est. |
| 1178 | Austria | 0.00 | 2012 est. |
| 1179 | Bahrain | 0.00 | 2012 est. |
| 1180 | Bahrain | 0.00 | 2012 est. |
| 1181 | Bahrain | 0.00 | 2012 est. |
| 1182 | Belgium | 0.00 | 2012 est. |
| 1183 | Belgium | 0.00 | 2012 est. |
| 1184 | Belgium | 0.00 | 2012 est. |
| 1185 | Belize | 0.00 | 2012 est. |
| 1186 | Canada | 0.00 | 2012 est. |
| 1187 | Cyprus | 0.00 | 2012 est. |
| 1188 | Cyprus | 0.00 | 2012 est. |
| 1189 | Cyprus | 0.00 | 2012 est. |
| 1190 | Denmark | 0.00 | 2012 est. |
| 1191 | Denmark | 0.00 | 2012 est. |
| 1192 | Denmark | 0.00 | 2012 est. |
| 1193 | Djibouti | 0.00 | 2012 est. |
| 1194 | Egypt | 0.00 | 2012 est. |
| 1195 | Ireland | 0.00 | 2012 est. |
| 1196 | Finland | 0.00 | 2012 est. |
| 1197 | Finland | 0.00 | 2012 est. |
| 1198 | Finland | 0.00 | 2012 est. |
| 1199 | Fiji | 0.00 | 2012 est. |
| 1200 | French Polynesia | 0.00 | 2012 est. |
| 1201 | French Polynesia | 0.00 | 2012 est. |
| 1202 | French Polynesia | 0.00 | 2012 est. |
| 1203 | France | 0.00 | 2012 est. |
| 1204 | France | 0.00 | 2012 est. |
| 1205 | France | 0.00 | 2012 est. |
| 1206 | Georgia | 0.00 | 2012 est. |
| 1207 | Greenland | 0.00 | 2012 est. |
| 1208 | Greenland | 0.00 | 2012 est. |
| 1209 | Greenland | 0.00 | 2012 est. |
| 1210 | Germany | 0.00 | 2012 est. |
| 1211 | Germany | 0.00 | 2012 est. |
| 1212 | Germany | 0.00 | 2012 est. |
| 1213 | Greece | 0.00 | 2012 est. |
| 1214 | Hungary | 0.00 | 2012 est. |
| 1215 | Hungary | 0.00 | 2012 est. |
| 1216 | Hungary | 0.00 | 2012 est. |
| 1217 | Iceland | 0.00 | 2012 est. |
| 1218 | Iceland | 0.00 | 2012 est. |
| 1219 | Iceland | 0.00 | 2012 est. |
| 1220 | Israel | 0.00 | 2012 est. |
| 1221 | Israel | 0.00 | 2012 est. |
| 1222 | Israel | 0.00 | 2012 est. |
| 1223 | Italy | 0.00 | 2012 est. |
| 1224 | Italy | 0.00 | 2012 est. |
| 1225 | Italy | 0.00 | 2012 est. |
| 1226 | Japan | 0.00 | 2012 est. |
| 1227 | Japan | 0.00 | 2012 est. |
| 1228 | Japan | 0.00 | 2012 est. |


