CIA - The World Factbook --  Drinking water source   

This entry provides information about access to improved or unimproved drinking water sources available to segments of the population of a country. improved drinking water - use of any of the following sources: piped water into dwelling, yard, or plot; public tap or standpipe; tubewell or borehole; protected dug well; protected spring; or rainwater collection. unimproved drinking water - use of any of the following sources: unprotected dug well; unprotected spring; cart with small tank or drum; tanker truck; surface water, which includes rivers, dams, lakes, ponds, streams, canals or irrigation channels; or bottled water.

| Rank | country | (% of population) | Date of Information |
| 113 | Barbados | 100.00 | 2010 est. |
| 114 | Barbados | 100.00 | 2010 est. |
| 115 | Barbados | 100.00 | 2010 est. |
| 116 | Belgium | 100.00 | 2010 est. |
| 117 | Belgium | 100.00 | 2010 est. |
| 118 | Belgium | 100.00 | 2010 est. |
| 119 | Bosnia and Herzegovina | 100.00 | 2010 est. |
| 120 | Belarus | 100.00 | 2010 est. |
| 121 | Belarus | 100.00 | 2010 est. |
| 122 | Brazil | 100.00 | 2010 est. |
| 123 | Bhutan | 100.00 | 2010 est. |
| 124 | Bulgaria | 100.00 | 2010 est. |
| 125 | Bulgaria | 100.00 | 2010 est. |
| 126 | Bulgaria | 100.00 | 2010 est. |
| 127 | Canada | 100.00 | 2010 est. |
| 128 | Canada | 100.00 | 2010 est. |
| 129 | Costa Rica | 100.00 | 2010 est. |
| 130 | Cyprus | 100.00 | 2010 est. |
| 131 | Cyprus | 100.00 | 2010 est. |
| 132 | Cyprus | 100.00 | 2010 est. |
| 133 | Denmark | 100.00 | 2010 est. |
| 134 | Denmark | 100.00 | 2010 est. |
| 135 | Denmark | 100.00 | 2010 est. |
| 136 | Egypt | 100.00 | 2010 est. |
| 137 | Ireland | 100.00 | 2010 est. |
| 138 | Ireland | 100.00 | 2010 est. |
| 139 | Ireland | 100.00 | 2010 est. |
| 140 | Czech Republic | 100.00 | 2010 est. |
| 141 | Czech Republic | 100.00 | 2010 est. |
| 142 | Czech Republic | 100.00 | 2010 est. |
| 143 | Finland | 100.00 | 2010 est. |
| 144 | Finland | 100.00 | 2010 est. |
| 145 | Finland | 100.00 | 2010 est. |
| 146 | Fiji | 100.00 | 2010 est. |
| 147 | French Polynesia | 100.00 | 2010 est. |
| 148 | French Polynesia | 100.00 | 2010 est. |
| 149 | French Polynesia | 100.00 | 2010 est. |
| 150 | France | 100.00 | 2010 est. |
| 151 | France | 100.00 | 2010 est. |
| 152 | France | 100.00 | 2010 est. |
| 153 | Georgia | 100.00 | 2010 est. |
| 154 | Greenland | 100.00 | NA |
| 155 | Greenland | 100.00 | NA |
| 156 | Greenland | 100.00 | NA |
| 157 | Germany | 100.00 | 2010 est. |
| 158 | Germany | 100.00 | 2010 est. |
| 159 | Germany | 100.00 | 2010 est. |
| 160 | Guam | 100.00 | 2010 est. |
| 161 | Tunisia | 99.00 | 2008 est. |
| 162 | Canada | 99.00 | 2010 est. |
| 163 | United States | 99.00 | 2010 est. |
| 164 | Vietnam | 99.00 | 2010 est. |
| 165 | Namibia | 99.00 | 2010 est. |
| 166 | Portugal | 99.00 | 2010 est. |
| 167 | Portugal | 99.00 | 2010 est. |
| 168 | Serbia | 99.00 | 2010 est. |
| 169 | Serbia | 99.00 | 2010 est. |
| 170 | Marshall Islands | 99.00 | 2010 est. |
| 171 | Russia | 99.00 | 2010 est. |
| 172 | Saint Kitts and Nevis | 99.00 | 2010 est. |
| 173 | Saint Kitts and Nevis | 99.00 | 2010 est. |
| 174 | Saint Kitts and Nevis | 99.00 | 2010 est. |
| 175 | South Africa | 99.00 | 2010 est. |
| 176 | Slovenia | 99.00 | 2010 est. |
| 177 | Slovenia | 99.00 | 2010 est. |
| 178 | Montenegro | 99.00 | 2010 est. |
| 179 | Macedonia | 99.00 | 2010 est. |
| 180 | Mauritius | 99.00 | 2010 est. |
| 181 | Mauritius | 99.00 | 2010 est. |
| 182 | Malaysia | 99.00 | 2010 est. |
| 183 | Paraguay | 99.00 | 2010 est. |
| 184 | Kyrgyzstan | 99.00 | 2010 est. |
| 185 | Korea, North | 99.00 | 2010 est. |
| 186 | Kuwait | 99.00 | 2010 est. |
| 187 | Kuwait | 99.00 | 2010 est. |
| 188 | Kuwait | 99.00 | 2010 est. |
| 189 | Kazakhstan | 99.00 | 2010 est. |
| 190 | Latvia | 99.00 | 2010 est. |
| 191 | Moldova | 99.00 | 2010 est. |
| 192 | Egypt | 99.00 | 2010 est. |
| 193 | Egypt | 99.00 | 2010 est. |
| 194 | Estonia | 99.00 | 2010 est. |
| 195 | Greece | 99.00 | 2010 est. |
| 196 | Croatia | 99.00 | 2010 est. |
| 197 | Sri Lanka | 99.00 | 2010 est. |
| 198 | Chile | 99.00 | 2010 est. |
| 199 | Colombia | 99.00 | 2010 est. |
| 200 | Cook Islands | 99.00 | 2000 est. |
| 201 | Djibouti | 99.00 | 2010 est. |
| 202 | Armenia | 99.00 | 2010 est. |
| 203 | Botswana | 99.00 | 2010 est. |
| 204 | Belize | 99.00 | 2010 est. |
| 205 | Bosnia and Herzegovina | 99.00 | 2010 est. |
| 206 | Belarus | 99.00 | 2010 est. |
| 207 | Turkey | 99.00 | 2010 est. |
| 208 | Zimbabwe | 98.00 | 2010 est. |
| 209 | Brazil | 98.00 | 2010 est. |
| 210 | Tuvalu | 98.00 | 2010 est. |
| 211 | Ukraine | 98.00 | 2010 est. |
| 212 | Ukraine | 98.00 | 2010 est. |
| 213 | Ukraine | 98.00 | 2010 est. |
| 214 | Uzbekistan | 98.00 | 2010 est. |
| 215 | British Virgin Islands | 98.00 | 2010 est. |
| 216 | British Virgin Islands | 98.00 | 2010 est. |
| 217 | British Virgin Islands | 98.00 | 2010 est. |
| 218 | Serbia | 98.00 | 2010 est. |
| 219 | Saint Lucia | 98.00 | 2010 est. |
| 220 | Trinidad and Tobago | 98.00 | 2010 est. |
| 221 | Montenegro | 98.00 | 2010 est. |
| 222 | Morocco | 98.00 | 2010 est. |
| 223 | Maldives | 98.00 | 2010 est. |
| 224 | Vanuatu | 98.00 | 2010 est. |
| 225 | Nicaragua | 98.00 | 2010 est. |
| 226 | Jamaica | 98.00 | 2010 est. |
| 227 | Jordan | 98.00 | 2010 est. |
| 228 | Korea, North | 98.00 | 2010 est. |
| 229 | Korea, South | 98.00 | 2010 est. |
| 230 | Estonia | 98.00 | 2010 est. |
| 231 | Fiji | 98.00 | 2010 est. |
| 232 | Georgia | 98.00 | 2010 est. |
| 233 | Guatemala | 98.00 | 2010 est. |
| 234 | Guyana | 98.00 | 2010 est. |
| 235 | China | 98.00 | 2010 est. |
| 236 | Northern Mariana Islands | 98.00 | 2010 est. |
| 237 | Northern Mariana Islands | 98.00 | 2010 est. |
| 238 | Armenia | 98.00 | 2010 est. |
| 239 | Argentina | 98.00 | 2008 est. |
| 240 | Bahamas, The | 98.00 | 2000 est. |
| 241 | Belize | 98.00 | 2010 est. |
| 242 | Belize | 98.00 | 2010 est. |
| 243 | Bosnia and Herzegovina | 98.00 | 2010 est. |
| 244 | Tuvalu | 98.00 | 2010 est. |
| 245 | Tokelau | 97.00 | 2010 est. |
| 246 | Argentina | 97.00 | 2008 est. |
| 247 | Tuvalu | 97.00 | 2010 est. |
| 248 | Turkmenistan | 97.00 | 2000 est. |
| 249 | Romania | 97.00 | 2000 est. |
| 250 | Russia | 97.00 | 2010 est. |
| 251 | Saudi Arabia | 97.00 | 2010 est. |
| 252 | Thailand | 97.00 | 2010 est. |
| 253 | Maldives | 97.00 | 2010 est. |
| 254 | Mexico | 97.00 | 2010 est. |
| 255 | Suriname | 97.00 | 2010 est. |
| 256 | Panama | 97.00 | 2008 est. |
| 257 | Jordan | 97.00 | 2010 est. |
| 258 | Korea, North | 97.00 | 2010 est. |
| 259 | Estonia | 97.00 | 2010 est. |
| 260 | Ethiopia | 97.00 | 2010 est. |
| 261 | Grenada | 97.00 | 2000 est. |
| 262 | Croatia | 97.00 | 2010 est. |
| 263 | India | 97.00 | 2010 est. |
| 264 | Iran | 97.00 | 2010 est. |
| 265 | Comoros | 97.00 | 2010 est. |
| 266 | Northern Mariana Islands | 97.00 | 2010 est. |
| 267 | Costa Rica | 97.00 | 2010 est. |
| 268 | Armenia | 97.00 | 2010 est. |
| 269 | Tokelau | 97.00 | 2010 est. |
| 270 | Thailand | 96.00 | 2010 est. |
| 271 | Bhutan | 96.00 | 2010 est. |
| 272 | Samoa | 96.00 | 2010 est. |
| 273 | Samoa | 96.00 | 2010 est. |
| 274 | Palau | 96.00 | 2010 est. |
| 275 | Saint Lucia | 96.00 | 2010 est. |
| 276 | Montenegro | 96.00 | 2010 est. |
| 277 | Mexico | 96.00 | 2010 est. |
| 278 | Pakistan | 96.00 | 2010 est. |
| 279 | Latvia | 96.00 | 2010 est. |
| 280 | Moldova | 96.00 | 2010 est. |
| 281 | Georgia | 96.00 | 2010 est. |
| 282 | Iran | 96.00 | 2010 est. |
| 283 | Chile | 96.00 | 2010 est. |
| 284 | Cayman Islands | 96.00 | 2010 est. |
| 285 | Cayman Islands | 96.00 | 2010 est. |
| 286 | Cuba | 96.00 | 2010 est. |
| 287 | Dominica | 96.00 | 2000 est. |
| 288 | Ecuador | 96.00 | 2010 est. |
| 289 | Albania | 96.00 | 2010 est. |
| 290 | Botswana | 96.00 | 2010 est. |
| 291 | Bahamas, The | 96.00 | 2000 est. |
| 292 | Bolivia | 96.00 | 2010 est. |
| 293 | Samoa | 96.00 | 2010 est. |
| 294 | Thailand | 95.00 | 2010 est. |
| 295 | Albania | 95.00 | 2010 est. |
| 296 | Burkina Faso | 95.00 | 2010 est. |
| 297 | Vietnam | 95.00 | 2010 est. |
| 298 | Saint Lucia | 95.00 | 2010 est. |
| 299 | Kazakhstan | 95.00 | 2010 est. |
| 300 | Malawi | 95.00 | 2010 est. |
| 301 | Fiji | 95.00 | 2010 est. |
| 302 | Gabon | 95.00 | 2010 est. |
| 303 | Honduras | 95.00 | 2010 est. |
| 304 | Congo, Republic of the | 95.00 | 2010 est. |
| 305 | Cameroon | 95.00 | 2010 est. |
| 306 | Comoros | 95.00 | 2010 est. |
| 307 | Cook Islands | 95.00 | 2000 est. |
| 308 | Dominica | 95.00 | 2000 est. |
| 309 | Antigua and Barbuda | 95.00 | 2000 est. |
| 310 | Uganda | 95.00 | 2010 est. |
| 311 | Tunisia | 94.00 | 2008 est. |
| 312 | United States | 94.00 | 2010 est. |
| 313 | Venezuela | 94.00 | 2000 est. |
| 314 | Marshall Islands | 94.00 | 2010 est. |
| 315 | Trinidad and Tobago | 94.00 | 2010 est. |
| 316 | El Salvador | 94.00 | 2010 est. |
| 317 | Bhutan | 94.00 | 2010 est. |
| 318 | Grenada | 94.00 | 2000 est. |
| 319 | Guyana | 94.00 | 2010 est. |
| 320 | Cuba | 94.00 | 2010 est. |
| 321 | Ecuador | 94.00 | 2010 est. |
| 322 | Albania | 94.00 | 2010 est. |
| 323 | Solomon Islands | 94.00 | 2000 est. |
| 324 | Micronesia, Federated States of | 94.00 | 2000 est. |
| 325 | Vietnam | 93.00 | 2010 est. |
| 326 | Burma | 93.00 | 2010 est. |
| 327 | Panama | 93.00 | 2008 est. |
| 328 | Philippines | 93.00 | 2010 est. |
| 329 | Senegal | 93.00 | 2010 est. |
| 330 | Somalia | 93.00 | 2010 est. |
| 331 | Syria | 93.00 | 2010 est. |
| 332 | Trinidad and Tobago | 93.00 | 2010 est. |
| 333 | Oman | 93.00 | 2010 est. |
| 334 | Nepal | 93.00 | 2010 est. |
| 335 | Jamaica | 93.00 | 2010 est. |
| 336 | Lithuania | 93.00 | 2000 est. |
| 337 | Moldova | 93.00 | 2010 est. |
| 338 | Grenada | 93.00 | 2000 est. |
| 339 | Guyana | 93.00 | 2010 est. |
| 340 | Namibia | 93.00 | 2010 est. |
| 341 | Tajikistan | 92.00 | 2010 est. |
| 342 | Botswana | 92.00 | 2010 est. |
| 343 | Marshall Islands | 92.00 | 2010 est. |
| 344 | Philippines | 92.00 | 2010 est. |
| 345 | Philippines | 92.00 | 2010 est. |
| 346 | Russia | 92.00 | 2010 est. |
| 347 | Suriname | 92.00 | 2010 est. |
| 348 | Pakistan | 92.00 | 2010 est. |
| 349 | Jordan | 92.00 | 2010 est. |
| 350 | Lithuania | 92.00 | 2000 est. |
| 351 | Micronesia, Federated States of | 92.00 | 2000 est. |
| 352 | Micronesia, Federated States of | 92.00 | 2000 est. |
| 353 | Gambia, The | 92.00 | 2010 est. |
| 354 | Guatemala | 92.00 | 2010 est. |
| 355 | Indonesia | 92.00 | 2010 est. |
| 356 | India | 92.00 | 2010 est. |
| 357 | Iran | 92.00 | 2010 est. |
| 358 | Colombia | 92.00 | 2010 est. |
| 359 | Central African Republic | 92.00 | 2010 est. |
| 360 | Dominica | 92.00 | 2000 est. |
| 361 | Venezuela | 92.00 | 2000 est. |
| 362 | Timor-Leste | 91.00 | 2010 est. |
| 363 | Antigua and Barbuda | 91.00 | 2000 est. |
| 364 | Guinea-Bissau | 91.00 | 2010 est. |
| 365 | South Africa | 91.00 | 2010 est. |
| 366 | Mexico | 91.00 | 2010 est. |
| 367 | Peru | 91.00 | 2010 est. |
| 368 | Cote d'Ivoire | 91.00 | 2010 est. |
| 369 | Iraq | 91.00 | 2010 est. |
| 370 | Lesotho | 91.00 | 2010 est. |
| 371 | Ghana | 91.00 | 2010 est. |
| 372 | Sri Lanka | 91.00 | 2010 est. |
| 373 | China | 91.00 | 2010 est. |
| 374 | Comoros | 91.00 | 2010 est. |
| 375 | Costa Rica | 91.00 | 2010 est. |
| 376 | Swaziland | 91.00 | 2010 est. |
| 377 | Namibia | 90.00 | 2010 est. |
| 378 | Syria | 90.00 | 2010 est. |
| 379 | Vanuatu | 90.00 | 2010 est. |
| 380 | Kyrgyzstan | 90.00 | 2010 est. |
| 381 | Cabo Verde | 90.00 | 2010 est. |
| 382 | Guinea | 90.00 | 2010 est. |
| 383 | India | 90.00 | 2010 est. |
| 384 | Sri Lanka | 90.00 | 2010 est. |
| 385 | Kazakhstan | 90.00 | 2010 est. |
| 386 | Togo | 89.00 | 2010 est. |
| 387 | Sao Tome and Principe | 89.00 | 2010 est. |
| 388 | Sao Tome and Principe | 89.00 | 2010 est. |
| 389 | Oman | 89.00 | 2010 est. |
| 390 | Antigua and Barbuda | 89.00 | 2000 est. |
| 391 | Pakistan | 89.00 | 2010 est. |
| 392 | Gambia, The | 89.00 | 2010 est. |
| 393 | Cuba | 89.00 | 2010 est. |
| 394 | Ecuador | 89.00 | 2010 est. |
| 395 | Nepal | 89.00 | 2010 est. |
| 396 | Sao Tome and Principe | 88.00 | 2010 est. |
| 397 | Nepal | 88.00 | 2010 est. |
| 398 | Nauru | 88.00 | 2010 est. |
| 399 | Nauru | 88.00 | 2010 est. |
| 400 | Jamaica | 88.00 | 2010 est. |
| 401 | Bolivia | 88.00 | 2010 est. |
| 402 | Liberia | 88.00 | 2010 est. |
| 403 | El Salvador | 88.00 | 2010 est. |
| 404 | Cabo Verde | 88.00 | 2010 est. |
| 405 | Djibouti | 88.00 | 2010 est. |
| 406 | Azerbaijan | 88.00 | 2010 est. |
| 407 | Korea, South | 88.00 | 2010 est. |
| 408 | Zambia | 87.00 | 2010 est. |
| 409 | Uzbekistan | 87.00 | 2010 est. |
| 410 | Papua New Guinea | 87.00 | 2010 est. |
| 411 | Sierra Leone | 87.00 | 2010 est. |
| 412 | Mali | 87.00 | 2010 est. |
| 413 | Cambodia | 87.00 | 2010 est. |
| 414 | Gabon | 87.00 | 2010 est. |
| 415 | Guatemala | 87.00 | 2010 est. |
| 416 | Honduras | 87.00 | 2010 est. |
| 417 | Cook Islands | 87.00 | 2000 est. |
| 418 | Dominican Republic | 87.00 | 2010 est. |
| 419 | Vanuatu | 87.00 | 2010 est. |
| 420 | Syria | 86.00 | 2010 est. |
| 421 | Paraguay | 86.00 | 2010 est. |
| 422 | Bahamas, The | 86.00 | 2000 est. |
| 423 | Dominican Republic | 86.00 | 2010 est. |
| 424 | Ghana | 86.00 | 2010 est. |
| 425 | Palau | 85.00 | 2010 est. |
| 426 | Nicaragua | 85.00 | 2010 est. |
| 427 | Peru | 85.00 | 2010 est. |
| 428 | Kyrgyzstan | 85.00 | 2010 est. |
| 429 | Gambia, The | 85.00 | 2010 est. |
| 430 | Brazil | 85.00 | 2010 est. |
| 431 | China | 85.00 | 2010 est. |
| 432 | Cabo Verde | 85.00 | 2010 est. |
| 433 | Algeria | 85.00 | 2010 est. |
| 434 | Bangladesh | 85.00 | 2010 est. |
| 435 | Haiti | 85.00 | 2010 est. |
| 436 | Tunisia | 84.00 | 2008 est. |
| 437 | Benin | 84.00 | 2010 est. |
| 438 | Dominican Republic | 84.00 | 2010 est. |
| 439 | Romania | 84.00 | 2000 est. |
| 440 | Turkmenistan | 83.00 | 2000 est. |
| 441 | Panama | 83.00 | 2008 est. |
| 442 | Palau | 83.00 | 2010 est. |
| 443 | Burundi | 83.00 | 2010 est. |
| 444 | Morocco | 83.00 | 2010 est. |
| 445 | Algeria | 83.00 | 2010 est. |
| 446 | Burma | 83.00 | 2010 est. |
| 447 | Malawi | 83.00 | 2010 est. |
| 448 | Kenya | 82.00 | 2010 est. |
| 449 | Indonesia | 82.00 | 2010 est. |
| 450 | Mongolia | 82.00 | 2010 est. |
| 451 | Uzbekistan | 81.00 | 2010 est. |
| 452 | Bangladesh | 81.00 | 2010 est. |
| 453 | Lithuania | 81.00 | 2000 est. |
| 454 | Suriname | 81.00 | 2010 est. |
| 455 | Zimbabwe | 80.00 | 2010 est. |
| 456 | Malawi | 80.00 | 2010 est. |
| 457 | Cote d'Ivoire | 80.00 | 2010 est. |
| 458 | Bangladesh | 80.00 | 2010 est. |
| 459 | Azerbaijan | 80.00 | 2010 est. |
| 460 | Argentina | 80.00 | 2008 est. |
| 461 | Ghana | 80.00 | 2010 est. |
| 462 | Tanzania | 79.00 | 2010 est. |
| 463 | Burkina Faso | 79.00 | 2010 est. |
| 464 | South Africa | 79.00 | 2010 est. |
| 465 | Iraq | 79.00 | 2010 est. |
| 466 | Honduras | 79.00 | 2010 est. |
| 467 | Congo, Democratic Republic of the | 79.00 | 2010 est. |
| 468 | Algeria | 79.00 | 2010 est. |
| 469 | Oman | 78.00 | 2010 est. |
| 470 | Burma | 78.00 | 2010 est. |
| 471 | Afghanistan | 78.00 | 2010 |
| 472 | Lesotho | 78.00 | 2010 est. |
| 473 | Mozambique | 77.00 | 2010 est. |
| 474 | Cameroon | 77.00 | 2010 est. |
| 475 | Laos | 77.00 | 2010 est. |
| 476 | Kiribati | 77.00 | 2000 est. |
| 477 | El Salvador | 76.00 | 2010 est. |
| 478 | Rwanda | 76.00 | 2010 est. |
| 479 | Benin | 75.00 | 2010 est. |
| 480 | Chile | 75.00 | 2010 est. |
| 481 | Venezuela | 74.00 | 2000 est. |
| 482 | Nigeria | 74.00 | 2010 est. |
| 483 | Indonesia | 74.00 | 2010 est. |
| 484 | Eritrea | 74.00 | 2008 est. |
| 485 | Guinea | 74.00 | 2010 est. |
| 486 | Madagascar | 74.00 | 2010 est. |
| 487 | Burkina Faso | 73.00 | 2010 est. |
| 488 | Congo, Democratic Republic of the | 73.00 | 2010 est. |
| 489 | Lesotho | 73.00 | 2010 est. |
| 490 | Liberia | 73.00 | 2010 est. |
| 491 | Turkmenistan | 72.00 | 2000 est. |
| 492 | Uganda | 72.00 | 2010 est. |
| 493 | Burundi | 72.00 | 2010 est. |
| 494 | Senegal | 72.00 | 2010 est. |
| 495 | Colombia | 72.00 | 2010 est. |
| 496 | Yemen | 72.00 | 2010 est. |
| 497 | Swaziland | 71.00 | 2010 est. |
| 498 | Somalia | 71.00 | 2010 est. |
| 499 | Mozambique | 71.00 | 2010 est. |
| 500 | Burundi | 71.00 | 2010 est. |
| 501 | Azerbaijan | 71.00 | 2010 est. |
| 502 | Bolivia | 71.00 | 2010 est. |
| 503 | Congo, Republic of the | 71.00 | 2010 est. |
| 504 | Romania | 70.00 | 2000 est. |
| 505 | Solomon Islands | 70.00 | 2000 est. |
| 506 | Chad | 70.00 | 2010 est. |
| 507 | Zimbabwe | 69.00 | 2010 est. |
| 508 | Haiti | 69.00 | 2010 est. |
| 509 | Timor-Leste | 69.00 | 2010 est. |
| 510 | Uganda | 68.00 | 2010 est. |
| 511 | Nicaragua | 68.00 | 2010 est. |
| 512 | Benin | 68.00 | 2010 est. |
| 513 | Congo, Republic of the | 68.00 | 2010 est. |
| 514 | Cote d'Ivoire | 68.00 | 2010 est. |
| 515 | Papua New Guinea | 67.00 | 2010 est. |
| 516 | Central African Republic | 67.00 | 2010 est. |
| 517 | Laos | 67.00 | 2010 est. |
| 518 | Sudan | 67.00 | 2010 est. |
| 519 | Somalia | 66.00 | 2010 est. |
| 520 | Ethiopia | 66.00 | 2010 est. |
| 521 | Madagascar | 66.00 | 2010 est. |
| 522 | Paraguay | 66.00 | 2010 est. |
| 523 | Swaziland | 65.00 | 2010 est. |
| 524 | Rwanda | 65.00 | 2010 est. |
| 525 | Solomon Islands | 65.00 | 2000 est. |
| 526 | Peru | 65.00 | 2010 est. |
| 527 | Guinea | 65.00 | 2010 est. |
| 528 | Sierra Leone | 65.00 | 2010 est. |
| 529 | Tajikistan | 64.00 | 2010 est. |
| 530 | Cambodia | 64.00 | 2010 est. |
| 531 | Mali | 64.00 | 2010 est. |
| 532 | Guinea-Bissau | 64.00 | 2010 est. |
| 533 | Rwanda | 63.00 | 2010 est. |
| 534 | Kiribati | 62.00 | 2000 est. |
| 535 | Angola | 62.00 | 2010 est. |
| 536 | Laos | 62.00 | 2010 est. |
| 537 | Zambia | 61.00 | 2010 est. |
| 538 | Togo | 61.00 | 2010 est. |
| 539 | Eritrea | 61.00 | 2008 est. |
| 540 | Niger | 61.00 | 2010 est. |
| 541 | Morocco | 61.00 | 2010 est. |
| 542 | Togo | 60.00 | 2010 est. |
| 543 | Timor-Leste | 60.00 | 2010 est. |
