CIA - The World Factbook --  GDP - per capita (PPP)   

GDP - per capita (PPP) compares GDP on a purchasing power parity basis divided by population as of 1 July for the same year.

| Rank | country | GDP - per capita (PPP) | Date of Information |
| 123 | Dominican Republic | $ 9,700 | 2013 est. |
| 124 | Cook Islands | $ 9,100 | 2005 est. |
| 125 | Maldives | $ 9,100 | 2013 est. |
| 126 | Jamaica | $ 9,000 | 2013 est. |
| 127 | Belize | $ 8,800 | 2013 est. |
| 128 | Marshall Islands | $ 8,700 | 2013 est. |
| 129 | Guyana | $ 8,500 | 2013 est. |
| 130 | Montserrat | $ 8,500 | 2006 est. |
| 131 | Bosnia and Herzegovina | $ 8,300 | 2013 est. |
| 132 | Namibia | $ 8,200 | 2013 est. |
| 133 | Tonga | $ 8,200 | 2013 est. |
| 134 | American Samoa | $ 8,000 | 2007 est. |
| 135 | Saint Helena, Ascension, and Tristan da Cunha | $ 7,800 | FY09/10 est. |
| 136 | Kosovo | $ 7,600 | 2013 est. |
| 137 | El Salvador | $ 7,500 | 2013 est. |
| 138 | Algeria | $ 7,500 | 2013 est. |
| 139 | Ukraine | $ 7,400 | 2013 est. |
| 140 | Micronesia, Federated States of | $ 7,300 | 2013 est. |
| 141 | Iraq | $ 7,100 | 2013 est. |
| 142 | Bhutan | $ 7,000 | 2013 est. |
| 143 | Paraguay | $ 6,800 | 2013 est. |
| 144 | Egypt | $ 6,600 | 2013 est. |
| 145 | Sri Lanka | $ 6,500 | 2013 est. |
| 146 | Kiribati | $ 6,400 | 2013 est. |
| 147 | Angola | $ 6,300 | 2013 est. |
| 148 | Armenia | $ 6,300 | 2013 est. |
| 149 | Samoa | $ 6,200 | 2013 est. |
| 150 | Georgia | $ 6,100 | 2013 est. |
| 151 | Jordan | $ 6,100 | 2013 est. |
| 152 | Mongolia | $ 5,900 | 2013 est. |
| 153 | Niue | $ 5,800 | 2003 est. |
| 154 | Swaziland | $ 5,700 | 2013 est. |
| 155 | Bolivia | $ 5,500 | 2013 est. |
| 156 | Morocco | $ 5,500 | 2013 est. |
| 157 | Guatemala | $ 5,300 | 2013 est. |
| 158 | Indonesia | $ 5,200 | 2013 est. |
| 159 | Syria | $ 5,100 | 2011 est. |
| 160 | Nauru | $ 5,000 | 2005 est. |
| 161 | Fiji | $ 4,900 | 2013 est. |
| 162 | Vanuatu | $ 4,800 | 2013 est. |
| 163 | Congo, Republic of the | $ 4,800 | 2013 est. |
| 164 | Honduras | $ 4,800 | 2013 est. |
| 165 | Philippines | $ 4,700 | 2013 est. |
| 166 | Nicaragua | $ 4,500 | 2013 est. |
| 167 | Cabo Verde | $ 4,400 | 2013 est. |
| 168 | Vietnam | $ 4,000 | 2013 est. |
| 169 | India | $ 4,000 | 2013 est. |
| 170 | Wallis and Futuna | $ 3,800 | 2004 est. |
| 171 | Uzbekistan | $ 3,800 | 2013 est. |
| 172 | Moldova | $ 3,800 | 2013 est. |
| 173 | Ghana | $ 3,500 | 2013 est. |
| 174 | Tuvalu | $ 3,500 | 2013 est. |
| 175 | Solomon Islands | $ 3,400 | 2013 est. |
| 176 | Laos | $ 3,100 | 2013 est. |
| 177 | Pakistan | $ 3,100 | 2013 est. |
| 178 | West Bank | $ 2,900 | 2008 est. |
| 179 | Papua New Guinea | $ 2,900 | 2013 est. |
| 180 | Nigeria | $ 2,800 | 2013 est. |
| 181 | Djibouti | $ 2,700 | 2013 est. |
| 182 | Sudan | $ 2,600 | 2013 est. |
| 183 | Cambodia | $ 2,600 | 2013 est. |
| 184 | Western Sahara | $ 2,500 | 2007 est. |
| 185 | Kyrgyzstan | $ 2,500 | 2013 est. |
| 186 | Chad | $ 2,500 | 2013 est. |
| 187 | Yemen | $ 2,500 | 2013 est. |
| 188 | Cameroon | $ 2,400 | 2013 est. |
| 189 | Tajikistan | $ 2,300 | 2013 est. |
| 190 | Mauritania | $ 2,200 | 2013 est. |
| 191 | Sao Tome and Principe | $ 2,200 | 2013 est. |
| 192 | Lesotho | $ 2,200 | 2013 est. |
| 193 | Senegal | $ 2,100 | 2013 est. |
| 194 | Bangladesh | $ 2,100 | 2013 est. |
| 195 | Gambia, The | $ 2,000 | 2013 est. |
| 196 | Zambia | $ 1,800 | 2013 est. |
| 197 | Kenya | $ 1,800 | 2013 est. |
| 198 | Korea, North | $ 1,800 | 2011 est. |
| 199 | Cote d'Ivoire | $ 1,800 | 2013 est. |
| 200 | Tanzania | $ 1,700 | 2013 est. |
| 201 | Burma | $ 1,700 | 2013 est. |
| 202 | Benin | $ 1,600 | 2013 est. |
| 203 | Burkina Faso | $ 1,500 | 2013 est. |
| 204 | Uganda | $ 1,500 | 2013 est. |
| 205 | Nepal | $ 1,500 | 2013 est. |
| 206 | Rwanda | $ 1,500 | 2013 est. |
| 207 | South Sudan | $ 1,400 | 2013 est. |
| 208 | Sierra Leone | $ 1,400 | 2013 est. |
| 209 | Haiti | $ 1,300 | 2013 est. |
| 210 | Comoros | $ 1,300 | 2013 est. |
| 211 | Ethiopia | $ 1,300 | 2013 est. |
| 212 | Eritrea | $ 1,200 | 2013 est. |
| 213 | Mozambique | $ 1,200 | 2013 est. |
| 214 | Guinea-Bissau | $ 1,200 | 2013 est. |
| 215 | Afghanistan | $ 1,100 | 2013 est. |
| 216 | Mali | $ 1,100 | 2013 est. |
| 217 | Togo | $ 1,100 | 2013 est. |
| 218 | Guinea | $ 1,100 | 2013 est. |
| 219 | Tokelau | $ 1,000 | 1993 est. |
| 220 | Madagascar | $ 1,000 | 2013 est. |
| 221 | Malawi | $ 900 | 2013 est. |
| 222 | Niger | $ 800 | 2013 est. |
| 223 | Liberia | $ 700 | 2013 est. |
| 224 | Central African Republic | $ 700 | 2013 est. |
| 225 | Burundi | $ 600 | 2013 est. |
| 226 | Somalia | $ 600 | 2010 est. |
| 227 | Zimbabwe | $ 600 | 2013 est. |
| 228 | Congo, Democratic Republic of the | $ 400 | 2013 est. |


