CIA - The World Factbook --  GDP - per capita (PPP)   

This entry shows GDP on a purchasing power parity basis divided by population as of 1 July for the same year.

| Rank | country | GDP - per capita (PPP) | Date of Information |
| 62 | Greece | $ 24,300 | 2012 est. |
| 63 | Slovakia | $ 24,100 | 2012 est. |
| 64 | Portugal | $ 23,000 | 2012 est. |
| 65 | French Polynesia | $ 22,000 | 2006 est. |
| 66 | Estonia | $ 21,700 | 2012 est. |
| 67 | Lithuania | $ 21,400 | 2012 est. |
| 68 | Poland | $ 20,600 | 2012 est. |
| 69 | Timor-Leste | $ 20,100 | 2012 est. |
| 70 | Trinidad and Tobago | $ 19,800 | 2012 est. |
| 71 | Hungary | $ 19,500 | 2012 est. |
| 72 | Chile | $ 18,200 | 2012 est. |
| 73 | Gabon | $ 18,100 | 2012 est. |
| 74 | Latvia | $ 18,100 | 2012 est. |
| 75 | Argentina | $ 17,900 | 2012 est. |
| 76 | Antigua and Barbuda | $ 17,800 | 2012 est. |
| 77 | Croatia | $ 17,600 | 2012 est. |
| 78 | Russia | $ 17,500 | 2012 est. |
| 79 | Malaysia | $ 16,800 | 2012 est. |
| 80 | Puerto Rico | $ 16,300 | 2010 est. |
| 81 | Saint Kitts and Nevis | $ 16,100 | 2012 est. |
| 82 | Uruguay | $ 15,900 | 2012 est. |
| 83 | Botswana | $ 15,700 | 2012 est. |
| 84 | Lebanon | $ 15,600 | 2012 est. |
| 85 | Belarus | $ 15,500 | 2012 est. |
| 86 | Mexico | $ 15,400 | 2012 est. |
| 87 | Mauritius | $ 15,400 | 2012 est. |
| 88 | Panama | $ 15,400 | 2012 est. |
| 89 | Sint Maarten | $ 15,400 | 2008 est. |
| 90 | Curacao | $ 15,000 | 2004 est. |
| 91 | Turkey | $ 14,800 | 2012 est. |
| 92 | Virgin Islands | $ 14,500 | 2004 est. |
| 93 | Bulgaria | $ 14,100 | 2012 est. |
| 94 | Dominica | $ 14,000 | 2012 est. |
| 95 | Northern Mariana Islands | $ 13,600 | 2010 est. |
| 96 | Grenada | $ 13,500 | 2012 est. |
| 97 | Kazakhstan | $ 13,500 | 2012 est. |
| 98 | Venezuela | $ 13,500 | 2012 est. |
| 99 | Saint Lucia | $ 13,000 | 2012 est. |
| 100 | Iran | $ 13,000 | 2012 est. |
| 101 | Romania | $ 12,700 | 2012 est. |
| 102 | Costa Rica | $ 12,500 | 2012 est. |
| 103 | Suriname | $ 12,300 | 2012 est. |
| 104 | Anguilla | $ 12,200 | 2008 est. |
| 105 | Libya | $ 11,900 | 2012 est. |
| 106 | Saint Vincent and the Grenadines | $ 11,800 | 2012 est. |
| 107 | Brazil | $ 11,700 | 2012 est. |
| 108 | Montenegro | $ 11,600 | 2012 est. |
| 109 | South Africa | $ 11,300 | 2012 est. |
| 110 | Colombia | $ 10,700 | 2012 est. |
| 111 | Serbia | $ 10,700 | 2012 est. |
| 112 | Peru | $ 10,600 | 2012 est. |
| 113 | Macedonia | $ 10,500 | 2012 est. |
| 114 | Palau | $ 10,500 | 2011 est. |
| 115 | Azerbaijan | $ 10,400 | 2012 est. |
| 116 | Cuba | $ 10,200 | 2010 est. |
| 117 | Ecuador | $ 10,200 | 2012 est. |
| 118 | Tunisia | $ 9,700 | 2012 est. |
| 119 | Dominican Republic | $ 9,500 | 2012 est. |
| 120 | Thailand | $ 9,500 | 2012 est. |
| 121 | Cook Islands | $ 9,100 | 2005 est. |
| 122 | China | $ 9,100 | 2012 est. |
| 123 | Maldives | $ 8,900 | 2012 est. |
| 124 | Jamaica | $ 8,900 | 2012 est. |
| 125 | Belize | $ 8,700 | 2012 est. |
| 126 | Marshall Islands | $ 8,600 | 2012 est. |
| 127 | Turkmenistan | $ 8,600 | 2012 est. |
| 128 | Montserrat | $ 8,500 | 2006 est. |
| 129 | Bosnia and Herzegovina | $ 8,100 | 2012 est. |
| 130 | Tonga | $ 8,000 | 2012 est. |
| 131 | Albania | $ 8,000 | 2012 est. |
| 132 | Guyana | $ 8,000 | 2012 est. |
| 133 | American Samoa | $ 8,000 | 2007 est. |
| 134 | Namibia | $ 7,800 | 2012 est. |
| 135 | Saint Helena, Ascension, and Tristan da Cunha | $ 7,800 | FY09/10 est. |
| 136 | El Salvador | $ 7,300 | 2012 est. |
| 137 | Ukraine | $ 7,300 | 2012 est. |
| 138 | Algeria | $ 7,300 | 2012 est. |
| 139 | Micronesia, Federated States of | $ 7,100 | 2012 est. |
| 140 | Iraq | $ 7,000 | 2012 est. |
| 141 | Bhutan | $ 6,600 | 2012 est. |
| 142 | Egypt | $ 6,500 | 2012 est. |
| 143 | Samoa | $ 6,200 | 2012 est. |
| 144 | Kiribati | $ 6,200 | 2012 est. |
| 145 | Angola | $ 6,100 | 2012 est. |
| 146 | Paraguay | $ 6,100 | 2012 est. |
| 147 | Jordan | $ 6,000 | 2012 est. |
| 148 | Sri Lanka | $ 6,000 | 2012 est. |
| 149 | Armenia | $ 5,900 | 2012 est. |
| 150 | Georgia | $ 5,800 | 2012 est. |
| 151 | Niue | $ 5,800 | 2003 est. |
| 152 | Swaziland | $ 5,700 | 2012 est. |
| 153 | Mongolia | $ 5,300 | 2012 est. |
| 154 | Morocco | $ 5,200 | 2012 est. |
| 155 | Guatemala | $ 5,200 | 2012 est. |
| 156 | Syria | $ 5,100 | 2011 est. |
| 157 | Nauru | $ 5,000 | 2005 est. |
| 158 | Bolivia | $ 5,000 | 2012 est. |
| 159 | Indonesia | $ 4,900 | 2012 est. |
| 160 | Vanuatu | $ 4,800 | 2012 est. |
| 161 | Honduras | $ 4,700 | 2012 est. |
| 162 | Fiji | $ 4,700 | 2012 est. |
| 163 | Congo, Republic of the | $ 4,600 | 2012 est. |
| 164 | Nicaragua | $ 4,400 | 2012 est. |
| 165 | Cabo Verde | $ 4,400 | 2012 est. |
| 166 | Philippines | $ 4,400 | 2012 est. |
| 167 | Vietnam | $ 3,800 | 2012 est. |
| 168 | India | $ 3,800 | 2012 est. |
| 169 | Wallis and Futuna | $ 3,800 | 2004 est. |
| 170 | Uzbekistan | $ 3,500 | 2012 est. |
| 171 | Moldova | $ 3,400 | 2012 est. |
| 172 | Tuvalu | $ 3,400 | 2012 est. |
| 173 | Ghana | $ 3,300 | 2012 est. |
| 174 | Solomon Islands | $ 3,300 | 2012 est. |
| 175 | Pakistan | $ 3,100 | 2012 est. |
| 176 | West Bank | $ 2,900 | 2008 est. |
| 177 | Laos | $ 2,800 | 2012 est. |
| 178 | Papua New Guinea | $ 2,700 | 2012 est. |
| 179 | Nigeria | $ 2,700 | 2012 est. |
| 180 | Djibouti | $ 2,600 | 2012 est. |
| 181 | Sudan | $ 2,500 | 2012 est. |
| 182 | Chad | $ 2,500 | 2012 est. |
| 183 | Western Sahara | $ 2,500 | 2007 est. |
| 184 | Kyrgyzstan | $ 2,400 | 2012 est. |
| 185 | Cambodia | $ 2,400 | 2012 est. |
| 186 | Cameroon | $ 2,300 | 2012 est. |
| 187 | Yemen | $ 2,300 | 2012 est. |
| 188 | Tajikistan | $ 2,200 | 2012 est. |
| 189 | Sao Tome and Principe | $ 2,100 | 2012 est. |
| 190 | Mauritania | $ 2,100 | 2012 est. |
| 191 | Lesotho | $ 2,100 | 2012 est. |
| 192 | Bangladesh | $ 2,000 | 2012 est. |
| 193 | Senegal | $ 2,000 | 2012 est. |
| 194 | Gambia, The | $ 1,900 | 2012 est. |
| 195 | Korea, North | $ 1,800 | 2011 est. |
| 196 | Kenya | $ 1,800 | 2012 est. |
| 197 | Cote d'Ivoire | $ 1,700 | 2012 est. |
| 198 | Zambia | $ 1,700 | 2012 est. |
| 199 | Tanzania | $ 1,600 | 2012 est. |
| 200 | Benin | $ 1,600 | 2012 est. |
| 201 | Burma | $ 1,600 | 2012 est. |
| 202 | Nepal | $ 1,500 | 2012 est. |
| 203 | Rwanda | $ 1,400 | 2012 est. |
| 204 | Burkina Faso | $ 1,400 | 2012 est. |
| 205 | Uganda | $ 1,400 | 2012 est. |
| 206 | Sierra Leone | $ 1,300 | 2012 est. |
| 207 | Ethiopia | $ 1,300 | 2012 est. |
| 208 | Comoros | $ 1,300 | 2012 est. |
| 209 | Mozambique | $ 1,200 | 2012 est. |
| 210 | Haiti | $ 1,200 | 2012 est. |
| 211 | Guinea-Bissau | $ 1,200 | 2012 est. |
| 212 | South Sudan | $ 1,100 | 2012 est. |
| 213 | Togo | $ 1,100 | 2012 est. |
| 214 | Mali | $ 1,100 | 2012 est. |
| 215 | Guinea | $ 1,100 | 2012 est. |
| 216 | Afghanistan | $ 1,100 | 2012 est. |
| 217 | Tokelau | $ 1,000 | 1993 est. |
| 218 | Madagascar | $ 900 | 2012 est. |
| 219 | Central African Republic | $ 900 | 2012 est. |
| 220 | Malawi | $ 800 | 2012 est. |
| 221 | Niger | $ 800 | 2012 est. |
| 222 | Liberia | $ 700 | 2012 est. |
| 223 | Eritrea | $ 700 | 2012 est. |
| 224 | Somalia | $ 600 | 2010 est. |
| 225 | Burundi | $ 600 | 2012 est. |
| 226 | Zimbabwe | $ 600 | 2012 est. |
| 227 | Congo, Democratic Republic of the | $ 400 | 2012 est. |
| 228 | San Marino | $ 0 | 2012 est. |
| 229 | Kosovo | $ 0 | 2012 est. |


