CIA - The World Factbook --  Birth rate   

This entry gives the average annual number of births during a year per 1,000 persons in the population at midyear; also known as crude birth rate. The birth rate is usually the dominant factor in determining the rate of population growth. It depends on both the level of fertility and the age structure of the population.

| Rank | country | (births/1,000 population) | Date of Information |
| 66 | Bolivia | 24.24 | 2012 est. |
| 67 | Egypt | 24.22 | 2012 est. |
| 68 | West Bank | 24.19 | 2012 est. |
| 69 | Kyrgyzstan | 23.90 | 2012 est. |
| 70 | Haiti | 23.87 | 2012 est. |
| 71 | Syria | 23.52 | 2012 est. |
| 72 | Tuvalu | 23.35 | 2012 est. |
| 73 | American Samoa | 22.90 | 2012 est. |
| 74 | Bangladesh | 22.53 | 2012 est. |
| 75 | Kiribati | 22.45 | 2012 est. |
| 76 | Samoa | 22.10 | 2012 est. |
| 77 | Botswana | 22.02 | 2012 est. |
| 78 | Micronesia, Federated States of | 21.85 | 2012 est. |
| 79 | Nepal | 21.85 | 2012 est. |
| 80 | Cape Verde | 21.21 | 2012 est. |
| 81 | Namibia | 21.11 | 2012 est. |
| 82 | Kuwait | 20.96 | 2012 est. |
| 83 | Malaysia | 20.74 | 2012 est. |
| 84 | Fiji | 20.70 | 2012 est. |
| 85 | Mongolia | 20.70 | 2012 est. |
| 86 | India | 20.60 | 2012 est. |
| 87 | Kazakhstan | 20.44 | 2012 est. |
| 88 | Northern Mariana Islands | 20.20 | 2012 est. |
| 89 | Venezuela | 19.88 | 2012 est. |
| 90 | Ecuador | 19.60 | 2012 est. |
| 91 | Turkmenistan | 19.55 | 2012 est. |
| 92 | Dominican Republic | 19.44 | 2012 est. |
| 93 | South Africa | 19.32 | 2012 est. |
| 94 | Saudi Arabia | 19.19 | 2012 est. |
| 95 | Panama | 19.17 | 2012 est. |
| 96 | Peru | 19.13 | 2012 est. |
| 97 | Nicaragua | 19.12 | 2012 est. |
| 98 | Burma | 19.11 | 2012 est. |
| 99 | Morocco | 18.97 | 2012 est. |
| 100 | Israel | 18.97 | 2012 est. |
| 101 | Jamaica | 18.89 | 2012 est. |
| 102 | Mexico | 18.87 | 2012 est. |
| 103 | Bhutan | 18.75 | 2012 est. |
| 104 | Iran | 18.52 | 2012 est. |
| 105 | Brunei | 17.74 | 2012 est. |
| 106 | Indonesia | 17.70 | 2012 est. |
| 107 | Turkey | 17.58 | 2012 est. |
| 108 | Guam | 17.50 | 2012 est. |
| 109 | Libya | 17.50 | 2012 est. |
| 110 | Turks and Caicos Islands | 17.44 | 2012 est. |
| 111 | Suriname | 17.44 | 2012 est. |
| 112 | El Salvador | 17.44 | 2012 est. |
| 113 | Argentina | 17.34 | 2012 est. |
| 114 | Uzbekistan | 17.33 | 2012 est. |
| 115 | Azerbaijan | 17.30 | 2012 est. |
| 116 | Tunisia | 17.28 | 2012 est. |
| 117 | Colombia | 17.23 | 2012 est. |
| 118 | Paraguay | 17.22 | 2012 est. |
| 119 | Sri Lanka | 17.04 | 2012 est. |
| 120 | Vietnam | 16.83 | 2012 est. |
| 121 | Grenada | 16.81 | 2012 est. |
| 122 | Guyana | 16.69 | 2012 est. |
| 123 | Costa Rica | 16.40 | 2012 est. |
| 124 | Antigua and Barbuda | 16.19 | 2012 est. |
| 125 | New Caledonia | 16.05 | 2012 est. |
| 126 | Bahamas, The | 15.95 | 2012 est. |
| 127 | French Polynesia | 15.92 | 2012 est. |
| 128 | Ireland | 15.81 | 2012 est. |
| 129 | United Arab Emirates | 15.76 | 2012 est. |
| 130 | Dominica | 15.60 | 2012 est. |
| 131 | Cook Islands | 15.22 | 2012 est. |
| 132 | Brazil | 15.20 | 2012 est. |
| 133 | Maldives | 15.12 | 2012 est. |
| 134 | Seychelles | 15.10 | 2012 est. |
| 135 | Lebanon | 14.92 | 2012 est. |
| 136 | Greenland | 14.58 | 2012 est. |
| 137 | Korea, North | 14.51 | 2012 est. |
| 138 | Saint Lucia | 14.42 | 2012 est. |
| 139 | Bahrain | 14.41 | 2012 est. |
| 140 | Saint Vincent and the Grenadines | 14.36 | 2012 est. |
| 141 | Chile | 14.30 | 2012 est. |
| 142 | Trinidad and Tobago | 14.25 | 2012 est. |
| 143 | Gibraltar | 14.22 | 2012 est. |
| 144 | Wallis and Futuna | 13.91 | 2012 est. |
| 145 | Saint Kitts and Nevis | 13.90 | 2012 est. |
| 146 | Mauritius | 13.78 | 2012 est. |
| 147 | United States | 13.70 | 2012 est. |
| 148 | New Zealand | 13.57 | 2012 est. |
| 149 | Uruguay | 13.40 | 2012 est. |
| 150 | Iceland | 13.23 | 2012 est. |
| 151 | Faroe Islands | 13.14 | 2012 est. |
| 152 | Armenia | 12.90 | 2012 est. |
| 153 | Anguilla | 12.90 | 2012 est. |
| 154 | Thailand | 12.81 | 2012 est. |
| 155 | Aruba | 12.76 | 2012 est. |
| 156 | France | 12.70 | 2012 est. |
| 157 | Moldova | 12.50 | 2012 est. |
| 158 | Albania | 12.38 | 2012 est. |
| 159 | China | 12.31 | 2012 est. |
| 160 | Russia | 12.30 | 2012 est. |
| 161 | Australia | 12.28 | 2012 est. |
| 162 | United Kingdom | 12.27 | 2012 est. |
| 163 | Barbados | 12.23 | 2012 est. |
| 164 | Cayman Islands | 12.21 | 2012 est. |
| 165 | Macedonia | 11.80 | 2012 est. |
| 166 | Luxembourg | 11.70 | 2012 est. |
| 167 | Montserrat | 11.62 | 2012 est. |
| 168 | Cyprus | 11.44 | 2012 est. |
| 169 | Bermuda | 11.42 | 2012 est. |
| 170 | Isle of Man | 11.36 | 2012 est. |
| 171 | Puerto Rico | 11.30 | 2012 est. |
| 172 | Jersey | 11.12 | 2012 est. |
| 173 | Belarus | 11.10 | 2012 est. |
| 174 | Virgin Islands | 10.90 | 2012 est. |
| 175 | Netherlands | 10.89 | 2012 est. |
| 176 | Montenegro | 10.89 | 2012 est. |
| 177 | Norway | 10.80 | 2012 est. |
| 178 | Palau | 10.79 | 2012 est. |
| 179 | Liechtenstein | 10.76 | 2012 est. |
| 180 | Georgia | 10.75 | 2012 est. |
| 181 | British Virgin Islands | 10.69 | 2012 est. |
| 182 | Saint Helena, Ascension, and Tristan da Cunha | 10.48 | 2012 est. |
| 183 | Estonia | 10.43 | 2012 est. |
| 184 | Switzerland | 10.40 | 2012 est. |
| 185 | Spain | 10.40 | 2012 est. |
| 186 | Slovakia | 10.38 | 2012 est. |
| 187 | Finland | 10.36 | 2012 est. |
| 188 | Malta | 10.31 | 2012 est. |
| 189 | Canada | 10.28 | 2012 est. |
| 190 | Sweden | 10.24 | 2012 est. |
| 191 | Qatar | 10.23 | 2012 est. |
| 192 | Denmark | 10.22 | 2012 est. |
| 193 | Guernsey | 10.04 | 2012 est. |
| 194 | Belgium | 10.03 | 2012 est. |
| 195 | Latvia | 9.97 | 2012 est. |
| 196 | Poland | 9.96 | 2012 est. |
| 197 | Cuba | 9.96 | 2012 est. |
| 198 | Portugal | 9.76 | 2012 est. |
| 199 | Ukraine | 9.59 | 2012 est. |
| 200 | Croatia | 9.57 | 2012 est. |
| 201 | Romania | 9.49 | 2012 est. |
| 202 | Hungary | 9.49 | 2012 est. |
| 203 | Lithuania | 9.34 | 2012 est. |
| 204 | Andorra | 9.26 | 2012 est. |
| 205 | Bulgaria | 9.20 | 2012 est. |
| 206 | Serbia | 9.17 | 2012 est. |
| 207 | Greece | 9.08 | 2012 est. |
| 208 | Italy | 9.06 | 2012 est. |
| 209 | Macau | 9.05 | 2012 est. |
| 210 | Bosnia and Herzegovina | 8.90 | 2012 est. |
| 211 | San Marino | 8.90 | 2012 est. |
| 212 | Slovenia | 8.76 | 2012 est. |
| 213 | Taiwan | 8.70 | 2012 est. |
| 214 | Austria | 8.69 | 2012 est. |
| 215 | Czech Republic | 8.62 | 2012 est. |
| 216 | Korea, South | 8.42 | 2012 est. |
| 217 | Japan | 8.39 | 2012 est. |
| 218 | Germany | 8.33 | 2012 est. |
| 219 | Saint Pierre and Miquelon | 8.06 | 2012 est. |
| 220 | Singapore | 7.72 | 2012 est. |
| 221 | Hong Kong | 7.54 | 2012 est. |
| 222 | Monaco | 6.85 | 2012 est. |
| 223 | Cocos (Keeling) Islands | -9.00 | NA |
| 224 | Christmas Island | -9.00 | NA |
| 225 | Niue | -9.00 | NA |
| 226 | Tokelau | -9.00 | NA |
| 227 | Pitcairn Islands | -9.00 | NA |
| 228 | Svalbard | -9.00 | NA |
| 229 | Norfolk Island | -9.00 | NA |
