CIA - The World Factbook --  ELECTRICITY - FROM OTHER RENEWABLE SOURCES

Electricity - from other renewable sources measures the capacity of plants that generate electricity by using renewable energy sources other than hydroelectric (including, for example, wind, waves, solar, and geothermal), expressed as a share of the country's total generating capacity.

| Rank | Country | (% OF TOTAL INSTALLED CAPACITY) | Date of Information |
| 86 | Tunisia | 1.3 | 2011 est. |
| 87 | Cook Islands | 1.1 | 2011 est. |
| 88 | Cambodia | 1.0 | 2011 est. |
| 89 | Ukraine | 0.6 | 2011 est. |
| 90 | South Africa | 0.6 | 2011 est. |
| 91 | Argentina | 0.4 | 2011 est. |
| 92 | Macedonia | 0.4 | 2013 est. |
| 93 | Colombia | 0.4 | 2011 est. |
| 94 | Senegal | 0.3 | 2011 est. |
| 95 | Rwanda | 0.3 | 2011 est. |
| 96 | Madagascar | 0.2 | 2011 est. |
| 97 | Cuba | 0.2 | 2011 est. |
| 98 | Iran | 0.2 | 2011 est. |
| 99 | Thailand | 0.2 | 2012 est. |
| 100 | Trinidad and Tobago | 0.2 | 2011 est. |
| 101 | Samoa | 0.2 | 2011 est. |
| 102 | Pakistan | 0.2 | 2011 est. |
| 103 | Sri Lanka | 0.1 | 2011 est. |
| 104 | Belarus | 0.1 | 2011 est. |
| 105 | Jordan | 0.1 | 2011 est. |
| 106 | Armenia | 0.1 | 2011 est. |
| 107 | Maldives | 0.1 | 2011 est. |
| 108 | Vietnam | 0.1 | 2012 est. |
| 109 | Mongolia | 0.1 | 2011 est. |
| 110 | Nepal | 0.0 | 2011 est. |
| 111 | Nauru | 0.0 | 2011 est. |
| 112 | Suriname | 0.0 | 2011 est. |
| 113 | Paraguay | 0.0 | 2011 est. |
| 114 | Peru | 0.0 | 2011 est. |
| 115 | Panama | 0.0 | 2011 est. |
| 116 | Guinea-Bissau | 0.0 | 2011 est. |
| 117 | Qatar | 0.0 | 2011 est. |
| 118 | Puerto Rico | 0.0 | 2011 est. |
| 119 | Russia | 0.0 | 2012 est. |
| 120 | Saudi Arabia | 0.0 | 2011 est. |
| 121 | Seychelles | 0.0 | 2011 est. |
| 122 | Saint Helena, Ascension, and Tristan da Cunha | 0.0 | 2011 est. |
| 123 | Sierra Leone | 0.0 | 2011 est. |
| 124 | Somalia | 0.0 | 2011 est. |
| 125 | Saint Lucia | 0.0 | 2011 est. |
| 126 | Syria | 0.0 | 2011 est. |
| 127 | Tajikistan | 0.0 | 2013 est. |
| 128 | Turks and Caicos Islands | 0.0 | 2011 est. |
| 129 | Tonga | 0.0 | 2011 est. |
| 130 | Togo | 0.0 | 2011 est. |
| 131 | Sao Tome and Principe | 0.0 | 2011 est. |
| 132 | Turkmenistan | 0.0 | 2011 est. |
| 133 | Tanzania | 0.0 | 2011 est. |
| 134 | Burkina Faso | 0.0 | 2011 est. |
| 135 | Uzbekistan | 0.0 | 2011 est. |
| 136 | Saint Vincent and the Grenadines | 0.0 | 2011 est. |
| 137 | Venezuela | 0.0 | 2012 est. |
| 138 | British Virgin Islands | 0.0 | 2011 est. |
| 139 | Virgin Islands | 0.0 | 2011 est. |
| 140 | Namibia | 0.0 | 2013 est. |
| 141 | West Bank | 0.0 | 2011 est. |
| 142 | Western Sahara | 0.0 | 2011 est. |
| 143 | Swaziland | 0.0 | 2011 est. |
| 144 | Yemen | 0.0 | 2011 est. |
| 145 | Zambia | 0.0 | 2011 est. |
| 146 | Zimbabwe | 0.0 | 2011 est. |
| 147 | Antigua and Barbuda | 0.0 | 2011 est. |
| 148 | United Arab Emirates | 0.0 | 2011 est. |
| 149 | Afghanistan | 0.0 | 2011 est. |
| 150 | Algeria | 0.0 | 2011 est. |
| 151 | Azerbaijan | 0.0 | 2011 est. |
| 152 | Albania | 0.0 | 2012 est. |
| 153 | Angola | 0.0 | 2011 est. |
| 154 | American Samoa | 0.0 | 2011 est. |
| 155 | Bahrain | 0.0 | 2011 est. |
| 156 | Barbados | 0.0 | 2011 est. |
| 157 | Botswana | 0.0 | 2011 est. |
| 158 | Bahamas, The | 0.0 | 2011 est. |
| 159 | Bangladesh | 0.0 | 2013 est. |
| 160 | Burma | 0.0 | 2011 est. |
| 161 | Benin | 0.0 | 2011 est. |
| 162 | Solomon Islands | 0.0 | 2011 est. |
| 163 | Bhutan | 0.0 | 2011 est. |
| 164 | Brunei | 0.0 | 2011 est. |
| 165 | Burundi | 0.0 | 2011 est. |
| 166 | Chad | 0.0 | 2011 est. |
| 167 | Congo, Republic of the | 0.0 | 2012 est. |
| 168 | Congo, Democratic Republic of the | 0.0 | 2011 est. |
| 169 | Cayman Islands | 0.0 | 2011 est. |
| 170 | Cameroon | 0.0 | 2011 est. |
| 171 | Comoros | 0.0 | 2011 est. |
| 172 | Central African Republic | 0.0 | 2011 est. |
| 173 | Djibouti | 0.0 | 2011 est. |
| 174 | Equatorial Guinea | 0.0 | 2011 est. |
| 175 | French Polynesia | 0.0 | 2011 est. |
| 176 | Gambia, The | 0.0 | 2011 est. |
| 177 | Gabon | 0.0 | 2011 est. |
| 178 | Georgia | 0.0 | 2011 est. |
| 179 | Ghana | 0.0 | 2011 est. |
| 180 | Gibraltar | 0.0 | 2011 est. |
| 181 | Greenland | 0.0 | 2011 est. |
| 182 | Guam | 0.0 | 2011 est. |
| 183 | Guinea | 0.0 | 2011 est. |
| 184 | Haiti | 0.0 | 2011 est. |
| 185 | Hong Kong | 0.0 | 2013 est. |
| 186 | Cote d'Ivoire | 0.0 | 2011 est. |
| 187 | Iraq | 0.0 | 2013 est. |
| 188 | Kyrgyzstan | 0.0 | 2011 est. |
| 189 | Korea, North | 0.0 | 2011 est. |
| 190 | Kiribati | 0.0 | 2011 est. |
| 191 | Kuwait | 0.0 | 2011 est. |
| 192 | Kazakhstan | 0.0 | 2011 est. |
| 193 | Laos | 0.0 | 2011 est. |
| 194 | Lebanon | 0.0 | 2011 est. |
| 195 | Liberia | 0.0 | 2011 est. |
| 196 | Lesotho | 0.0 | 2011 est. |
| 197 | Libya | 0.0 | 2011 est. |
| 198 | Macau | 0.0 | 2013 est. |
| 199 | Moldova | 0.0 | 2013 est. |
| 200 | Montserrat | 0.0 | 2011 est. |
| 201 | Malawi | 0.0 | 2011 est. |
| 202 | Montenegro | 0.0 | 2011 est. |
| 203 | Mali | 0.0 | 2011 est. |
| 204 | Mauritania | 0.0 | 2011 est. |
| 205 | Oman | 0.0 | 2011 est. |
| 206 | Malaysia | 0.0 | 2011 est. |
| 207 | Mozambique | 0.0 | 2011 est. |
| 208 | Niue | 0.0 | 2011 est. |
| 209 | Niger | 0.0 | 2011 est. |
| 210 | Nigeria | 0.0 | 2011 est. |


