CIA - The World Factbook --  Infant mortality rate   

This entry gives the number of deaths of infants under one year old in a given year per 1,000 live births in the same year; included is the total death rate, and deaths by sex, male and female. This rate is often used as an indicator of the level of health in a country.

| Rank | country | (deaths/1,000 live births) | Date of Information |
| 195 | Austria | 4.26 | 2012 est. |
| 196 | Denmark | 4.19 | 2012 est. |
| 197 | Slovenia | 4.12 | 2012 est. |
| 198 | Korea, South | 4.08 | 2012 est. |
| 199 | Israel | 4.07 | 2012 est. |
| 200 | Jersey | 3.94 | 2012 est. |
| 201 | Switzerland | 3.90 | 2012 est. |
| 202 | Ireland | 3.81 | 2012 est. |
| 203 | Andorra | 3.76 | 2012 est. |
| 204 | Netherlands | 3.73 | 2012 est. |
| 205 | Belarus | 3.70 | 2012 est. |
| 206 | Czech Republic | 3.70 | 2012 est. |
| 207 | Malta | 3.65 | 2012 est. |
| 208 | Guernsey | 3.52 | 2012 est. |
| 209 | Germany | 3.51 | 2012 est. |
| 210 | Norway | 3.50 | 2012 est. |
| 211 | Anguilla | 3.44 | 2012 est. |
| 212 | Finland | 3.40 | 2012 est. |
| 213 | France | 3.40 | 2012 est. |
| 214 | Spain | 3.37 | 2012 est. |
| 215 | Italy | 3.36 | 2012 est. |
| 216 | Iceland | 3.18 | 2012 est. |
| 217 | Macau | 3.17 | 2012 est. |
| 218 | Hong Kong | 2.90 | 2012 est. |
| 219 | Sweden | 2.74 | 2012 est. |
| 220 | Singapore | 2.65 | 2012 est. |
| 221 | Bermuda | 2.47 | 2012 est. |
| 222 | Japan | 2.21 | 2012 est. |
| 223 | Monaco | 1.80 | 2012 est. |
