CIA - The World Factbook --  CRUDE OIL - IMPORTS

Crude oil - imports is the total amount of crude oil imported, in barrels per day (bbl/day).

| Rank | Country | (BBL/DAY) | Date of Information |
| 190 | Somalia | 0 | 2014 est. |
| 191 | Saint Lucia | 0 | 2014 est. |
| 192 | Sudan | 0 | 2014 est. |
| 193 | Svalbard | 0 | 2012 est. |
| 194 | Tajikistan | 0 | 2014 est. |
| 195 | Turks and Caicos Islands | 0 | 2014 est. |
| 196 | Tonga | 0 | 2014 est. |
| 197 | Togo | 0 | 2014 est. |
| 198 | Sao Tome and Principe | 0 | 2014 est. |
| 199 | Timor-Leste | 0 | 2014 est. |
| 200 | Tuvalu | 0 | 2014 |
| 201 | Turkmenistan | 0 | 2014 est. |
| 202 | Tanzania | 0 | 2014 est. |
| 203 | Uganda | 0 | 2014 est. |
| 204 | Burkina Faso | 0 | 2014 est. |
| 205 | Saint Vincent and the Grenadines | 0 | 2014 est. |
| 206 | Venezuela | 0 | 2014 est. |
| 207 | British Virgin Islands | 0 | 2014 est. |
| 208 | Vietnam | 0 | 2014 est. |
| 209 | Virgin Islands | 0 | 2014 est. |
| 210 | Namibia | 0 | 2014 est. |
| 211 | West Bank | 0 | 2014 est. |
| 212 | Western Sahara | 0 | 2014 est. |
| 213 | Samoa | 0 | 2014 est. |
| 214 | Swaziland | 0 | 2014 est. |
| 215 | Yemen | 0 | 2014 est. |
| 216 | Zimbabwe | 0 | 2014 est. |


