CIA - The World Factbook --  Life expectancy at birth   

This entry contains the average number of years to be lived by a group of people born in the same year, if mortality at each age remains constant in the future. The entry includes total population as well as the male and female components. Life expectancy at birth is also a measure of overall quality of life in a country and summarizes the mortality at all ages. It can also be thought of as indicating the potential return on investment in human capital and is necessary for the calculation of various actuarial measures.

| Rank | country | (years) | Date of Information |
| 96 | Cook Islands | 75.15 | 2013 est. |
| 97 | Syria | 75.14 | 2013 est. |
| 98 | Saint Kitts and Nevis | 75.07 | 2013 est. |
| 99 | Colombia | 75.02 | 2013 est. |
| 100 | China | 74.99 | 2013 est. |
| 101 | Mauritius | 74.94 | 2013 est. |
| 102 | Maldives | 74.92 | 2013 est. |
| 103 | Serbia | 74.79 | 2013 est. |
| 104 | Barbados | 74.75 | 2013 est. |
| 105 | Oman | 74.72 | 2013 est. |
| 106 | American Samoa | 74.68 | 2013 est. |
| 107 | Solomon Islands | 74.66 | 2013 est. |
| 108 | Saint Vincent and the Grenadines | 74.62 | 2013 est. |
| 109 | Saudi Arabia | 74.58 | 2013 est. |
| 110 | Romania | 74.45 | 2013 est. |
| 111 | Gaza Strip | 74.40 | 2013 est. |
| 112 | Malaysia | 74.28 | 2013 est. |
| 113 | Venezuela | 74.23 | 2013 est. |
| 114 | Bulgaria | 74.08 | 2013 est. |
| 115 | Thailand | 74.05 | 2013 est. |
| 116 | Seychelles | 74.01 | 2013 est. |
| 117 | El Salvador | 73.93 | 2013 est. |
| 118 | Estonia | 73.82 | 2013 est. |
| 119 | Armenia | 73.75 | 2013 est. |
| 120 | Montserrat | 73.65 | 2013 est. |
| 121 | Grenada | 73.55 | 2013 est. |
| 122 | Jamaica | 73.44 | 2013 est. |
| 123 | Latvia | 73.19 | 2013 est. |
| 124 | Egypt | 73.19 | 2013 est. |
| 125 | Uzbekistan | 73.03 | 2013 est. |
| 126 | Turkey | 73.03 | 2013 est. |
| 127 | Brazil | 73.02 | 2013 est. |
| 128 | Peru | 72.98 | 2013 est. |
| 129 | Samoa | 72.94 | 2013 est. |
| 130 | Vietnam | 72.65 | 2013 est. |
| 131 | Nicaragua | 72.45 | 2013 est. |
| 132 | Vanuatu | 72.38 | 2013 est. |
| 133 | Palau | 72.33 | 2013 est. |
| 134 | Marshall Islands | 72.31 | 2013 est. |
| 135 | Philippines | 72.21 | 2013 est. |
| 136 | Micronesia, Federated States of | 72.07 | 2013 est. |
| 137 | Trinidad and Tobago | 71.96 | 2013 est. |
| 138 | Indonesia | 71.90 | 2013 est. |
| 139 | Fiji | 71.87 | 2013 est. |
| 140 | Belarus | 71.81 | 2013 est. |
| 141 | Bahamas, The | 71.69 | 2013 est. |
| 142 | Azerbaijan | 71.61 | 2013 est. |
| 143 | Greenland | 71.54 | 2013 est. |
| 144 | Guatemala | 71.46 | 2013 est. |
| 145 | Suriname | 71.41 | 2013 est. |
| 146 | Cabo Verde | 71.28 | 2013 est. |
| 147 | Iraq | 71.14 | 2013 est. |
| 148 | Honduras | 70.81 | 2013 est. |
| 149 | Iran | 70.62 | 2013 est. |
| 150 | Bangladesh | 70.36 | 2013 est. |
| 151 | Kazakhstan | 69.94 | 2013 est. |
| 152 | Russia | 69.85 | 2013 est. |
| 153 | Moldova | 69.82 | 2013 est. |
| 154 | Kyrgyzstan | 69.75 | 2013 est. |
| 155 | Korea, North | 69.51 | 2013 est. |
| 156 | Turkmenistan | 69.16 | 2013 est. |
| 157 | Mongolia | 68.95 | 2013 est. |
| 158 | Ukraine | 68.93 | 2013 est. |
| 159 | Bhutan | 68.44 | 2013 est. |
| 160 | Belize | 68.40 | 2013 est. |
| 161 | Bolivia | 68.22 | 2013 est. |
| 162 | Guyana | 67.68 | 2013 est. |
| 163 | India | 67.48 | 2013 est. |
| 164 | Timor-Leste | 67.06 | 2013 est. |
| 165 | Nepal | 66.86 | 2013 est. |
| 166 | Tajikistan | 66.72 | 2013 est. |
| 167 | Pakistan | 66.71 | 2013 est. |
| 168 | Papua New Guinea | 66.66 | 2013 est. |
| 169 | Nauru | 66.05 | 2013 est. |
| 170 | Burma | 65.60 | 2013 est. |
| 171 | Tuvalu | 65.47 | 2013 est. |
| 172 | Ghana | 65.32 | 2013 est. |
| 173 | Kiribati | 65.11 | 2013 est. |
| 174 | Madagascar | 64.85 | 2013 est. |
| 175 | Yemen | 64.47 | 2013 est. |
| 176 | Gambia, The | 64.09 | 2013 est. |
| 177 | Sao Tome and Principe | 63.86 | 2013 est. |
| 178 | Togo | 63.62 | 2013 est. |
| 179 | Cambodia | 63.41 | 2013 est. |
| 180 | Kenya | 63.29 | 2013 est. |
| 181 | Eritrea | 63.19 | 2013 est. |
| 182 | Laos | 63.14 | 2013 est. |
| 183 | Comoros | 63.12 | 2013 est. |
| 184 | Equatorial Guinea | 63.12 | 2013 est. |
| 185 | Sudan | 62.95 | 2013 est. |
| 186 | Haiti | 62.85 | 2013 est. |
| 187 | Djibouti | 61.99 | 2013 est. |
| 188 | Mauritania | 61.91 | 2013 est. |
| 189 | Western Sahara | 61.90 | 2013 est. |
| 190 | Tanzania | 60.76 | 2013 est. |
| 191 | Benin | 60.67 | 2013 est. |
| 192 | Senegal | 60.57 | 2013 est. |
| 193 | Ethiopia | 60.00 | 2013 est. |
| 194 | Burundi | 59.69 | 2013 est. |
| 195 | Guinea | 59.11 | 2013 est. |
| 196 | Rwanda | 58.85 | 2013 est. |
| 197 | Liberia | 57.81 | 2013 est. |
| 198 | Cote d'Ivoire | 57.66 | 2013 est. |
| 199 | Sierra Leone | 56.98 | 2013 est. |
| 200 | Congo, Democratic Republic of the | 56.14 | 2013 est. |
| 201 | Congo, Republic of the | 55.60 | 2013 est. |
| 202 | Cameroon | 55.02 | 2013 est. |
| 203 | Angola | 54.95 | 2013 est. |
| 204 | Mali | 54.55 | 2013 est. |
| 205 | Botswana | 54.47 | 2013 est. |
| 206 | Burkina Faso | 54.43 | 2013 est. |
| 207 | Niger | 54.34 | 2013 est. |
| 208 | Uganda | 53.98 | 2013 est. |
| 209 | Zimbabwe | 53.86 | 2013 est. |
| 210 | Malawi | 52.78 | 2013 est. |
| 211 | Nigeria | 52.46 | 2013 est. |
| 212 | Lesotho | 52.30 | 2013 est. |
| 213 | Mozambique | 52.29 | 2013 est. |
| 214 | Gabon | 52.15 | 2013 est. |
| 215 | Namibia | 52.03 | 2013 est. |
| 216 | Zambia | 51.51 | 2013 est. |
| 217 | Somalia | 51.19 | 2013 est. |
| 218 | Central African Republic | 50.90 | 2013 est. |
| 219 | Afghanistan | 50.11 | 2013 est. |
| 220 | Swaziland | 50.01 | 2013 est. |
| 221 | Guinea-Bissau | 49.50 | 2013 est. |
| 222 | South Africa | 49.48 | 2013 est. |
| 223 | Chad | 49.07 | 2013 est. |


