CIA - The World Factbook --  Natural gas - proved reserves   

Natural gas - proved reserves compares the stock of proved reserves of natural gas in cubic meters (cu m).

| Rank | country | (cu m) | Date of Information |
| 112 | Bermuda | 0 | 1 January 2013 est. |
| 113 | Belgium | 0 | 1 January 2013 est. |
| 114 | Bahamas, The | 0 | 1 January 2009 est. |
| 115 | Belize | 0 | 1 January 2013 est. |
| 116 | Bosnia and Herzegovina | 0 | 1 January 2013 est. |
| 117 | Solomon Islands | 0 | 1 January 2013 est. |
| 118 | Bhutan | 0 | 1 January 2013 est. |
| 119 | Burundi | 0 | 1 January 2013 est. |
| 120 | Cambodia | 0 | 1 January 2013 est. |
| 121 | Curacao | 0 | 1 January 2011 est. |
| 122 | Sri Lanka | 0 | 1 January 2013 est. |
| 123 | Cayman Islands | 0 | 1 January 2013 est. |
| 124 | Comoros | 0 | 1 January 2013 est. |
| 125 | Costa Rica | 0 | 1 January 2013 est. |
| 126 | Central African Republic | 0 | 1 January 2013 est. |
| 127 | Cabo Verde | 0 | 1 January 2013 est. |
| 128 | Cook Islands | 0 | 1 January 2013 est. |
| 129 | Cyprus | 0 | 1 January 2013 est. |
| 130 | Djibouti | 0 | 1 January 2013 est. |
| 131 | Dominica | 0 | 1 January 2013 est. |
| 132 | Dominican Republic | 0 | 1 January 2013 est. |
| 133 | Estonia | 0 | 1 January 2013 est. |
| 134 | Eritrea | 0 | 1 January 2013 est. |
| 135 | El Salvador | 0 | 1 January 2013 est. |
| 136 | Finland | 0 | 1 January 2013 est. |
| 137 | Fiji | 0 | 1 January 2013 est. |
| 138 | Falkland Islands (Islas Malvinas) | 0 | 1 January 2013 est. |
| 139 | Faroe Islands | 0 | 1 January 2013 est. |
| 140 | French Polynesia | 0 | 1 January 2013 est. |
| 141 | Gambia, The | 0 | 1 January 2013 est. |
| 142 | Gibraltar | 0 | 1 January 2013 est. |
| 143 | Grenada | 0 | 1 January 2013 est. |
| 144 | Greenland | 0 | 1 January 2013 est. |
| 145 | Guam | 0 | 1 January 2013 est. |
| 146 | Guinea | 0 | 1 January 2013 est. |
| 147 | Guyana | 0 | 1 January 2013 est. |
| 148 | Haiti | 0 | 1 January 2013 est. |
| 149 | Hong Kong | 0 | 1 January 2013 est. |
| 150 | Honduras | 0 | 1 January 2013 est. |
| 151 | Iceland | 0 | 1 January 2013 est. |
| 152 | Jamaica | 0 | 1 January 2013 est. |
| 153 | Kenya | 0 | 1 January 2013 est. |
| 154 | Korea, North | 0 | 1 January 2013 est. |
| 155 | Kiribati | 0 | 1 January 2013 est. |
| 156 | Laos | 0 | 1 January 2013 est. |
| 157 | Lebanon | 0 | 1 January 2013 est. |
| 158 | Latvia | 0 | 1 January 2013 est. |
| 159 | Lithuania | 0 | 1 January 2013 est. |
| 160 | Liberia | 0 | 1 January 2013 est. |
| 161 | Lesotho | 0 | 1 January 2013 est. |
| 162 | Luxembourg | 0 | 1 January 2013 est. |
| 163 | Macau | 0 | 1 January 2013 est. |
| 164 | Moldova | 0 | 1 January 2013 est. |
| 165 | Mongolia | 0 | 1 January 2013 est. |
| 166 | Montserrat | 0 | 1 January 2013 est. |
| 167 | Malawi | 0 | 1 January 2013 est. |
| 168 | Montenegro | 0 | 1 January 2013 est. |
| 169 | Macedonia | 0 | 1 January 2013 est. |
| 170 | Mali | 0 | 1 January 2013 est. |
| 171 | Mauritius | 0 | 1 January 2013 est. |
| 172 | Malta | 0 | July 5, 1905 est. |
| 173 | Maldives | 0 | 1 January 2013 est. |
| 174 | New Caledonia | 0 | 1 January 2013 est. |
| 175 | Niue | 0 | 1 January 2013 est. |
| 176 | Niger | 0 | 1 January 2013 est. |
| 177 | Vanuatu | 0 | 1 January 2013 est. |
| 178 | Nepal | 0 | 1 January 2013 est. |
| 179 | Nauru | 0 | 1 January 2013 est. |
| 180 | Suriname | 0 | 1 January 2011 est. |
| 181 | Nicaragua | 0 | 1 January 2013 est. |
| 182 | Paraguay | 0 | 1 January 2013 est. |
| 183 | Panama | 0 | 1 January 2013 est. |
| 184 | Portugal | 0 | 1 January 2013 est. |
| 185 | Guinea-Bissau | 0 | 1 January 2013 est. |
| 186 | Puerto Rico | 0 | 1 January 2013 est. |
| 187 | Saint Pierre and Miquelon | 0 | 1 January 2013 est. |
| 188 | Saint Kitts and Nevis | 0 | 1 January 2013 est. |
| 189 | Seychelles | 0 | 1 January 2013 est. |
| 190 |
| Senegal |
| 0 | NA | 191 | Saint Helena, Ascension, and Tristan da Cunha |
| 0 | 1 January 2013 est. | 192 | Sierra Leone |
| 0 | 1 January 2013 est. | 193 | Singapore |
| 0 | 1 January 2013 est. | 194 | Saint Lucia |
| 0 | 1 January 2013 est. | 195 | Sweden |
| 0 | 1 January 2013 est. | 196 | Switzerland |
| 0 | 1 January 2011 est. | 197 | Turks and Caicos Islands |
| 0 | 1 January 2013 est. | 198 | Tonga |
| 0 | 1 January 2013 est. | 199 | Togo |
| 0 | 1 January 2013 est. | 200 | Sao Tome and Principe |
| 0 | 1 January 2013 est. | 201 | Burkina Faso |
| 0 | 1 January 2013 est. | 202 | Uruguay |
| 0 | 1 January 2013 est. | 203 | Saint Vincent and the Grenadines |
| 0 | 1 January 2013 est. | 204 | British Virgin Islands |
| 0 | 1 January 2013 est. | 205 | Virgin Islands |
| 0 | 1 January 2013 est. | 206 | West Bank |
| 0 | 1 January 2013 est. | 207 | Western Sahara |
| 0 | 1 January 2013 est. | 208 | Samoa |
| 0 | 1 January 2013 est. | 209 | Swaziland |
| 0 | 1 January 2013 est. | 210 | Zambia |
| 0 | 1 January 2013 est. | 211 | Zimbabwe |
| 0 |
| 1 January 2013 est. |


