CIA - The World Factbook --  Oil - production   

This entry is the total oil produced in barrels per day (bbl/day). The discrepancy between the amount of oil produced and/or imported and the amount consumed and/or exported is due to the omission of stock changes, refinery gains, and other complicating factors.

| Rank | country | (bbl/day) | Date of Information |
| 39 | Denmark | 234,100 | 2010 est. |
| 40 | Gabon | 227,900 | 2010 est. |
| 41 | Turkmenistan | 216,000 | 2010 est. |
| 42 | South Africa | 192,100 | 2010 est. |
| 43 | Brunei | 159,400 | 2010 est. |
| 44 | Peru | 152,700 | 2011 est. |
| 45 | Italy | 151,800 | 2010 est. |
| 46 | Germany | 147,200 | 2010 est. |
| 47 | Trinidad and Tobago | 144,900 | 2010 est. |
| 48 | Japan | 131,800 | 2010 est. |
| 49 | Chad | 126,200 | 2010 est. |
| 50 | Romania | 107,100 | 2010 est. |
| 51 | Timor-Leste | 87,500 | 2010 est. |
| 52 | Uzbekistan | 87,000 | 2010 est. |
| 53 | France | 84,820 | 2010 est. |
| 54 | Tunisia | 83,720 | 2010 est. |
| 55 | Ukraine | 82,000 | 2010 est. |
| 56 | Cameroon | 65,330 | 2010 est. |
| 57 | Pakistan | 64,950 | 2010 est. |
| 58 | New Zealand | 60,480 | 2010 est. |
| 59 | Netherlands | 59,490 | 2010 est. |
| 60 | Turkey | 55,110 | 2010 est. |
| 61 | Cuba | 53,690 | 2010 est. |
| 62 | Korea, South | 48,400 | 2010 est. |
| 63 | Bahrain | 46,430 | 2010 est. |
| 64 | Cote d'Ivoire | 44,880 | 2010 est. |
| 65 | Bolivia | 44,660 | 2011 est. |
| 66 | Hungary | 34,480 | 2010 est. |
| 67 | Philippines | 33,110 | 2010 est. |
| 68 | Belarus | 31,010 | 2010 est. |
| 69 | Papua New Guinea | 30,570 | 2010 est. |
| 70 | Spain | 29,970 | 2010 est. |
| 71 | Austria | 29,590 | 2010 est. |
| 72 | Poland | 28,230 | 2010 est. |
| 73 | Uruguay | 28,000 | 2011 est. |
| 74 | Taiwan | 26,680 | 2010 est. |
| 75 | Serbia | 22,730 | 2011 est. |
| 76 | Burma | 21,120 | 2010 est. |
| 77 | Congo, Democratic Republic of the | 21,000 | 2010 est. |
| 78 | Virgin Islands | 17,440 | 2010 est. |
| 79 | El Salvador | 15,640 | 2010 est. |
| 80 | Suriname | 14,460 | 2010 est. |
| 81 | Croatia | 13,780 | 2010 est. |
| 82 | Guatemala | 13,070 | 2010 est. |
| 83 | Mauritania | 11,640 | 2010 est. |
| 84 | Belgium | 11,220 | 2010 est. |
| 85 | Albania | 10,930 | 2010 est. |
| 86 | Singapore | 10,910 | 2010 est. |
| 87 | Chile | 10,640 | 2010 est. |
| 88 | Czech Republic | 10,310 | 2010 est. |
| 89 | Ghana | 8,880 | 2010 est. |
| 90 | Finland | 8,718 | 2010 est. |
| 91 | Slovakia | 8,281 | 2010 est. |
| 92 | Greece | 7,946 | 2010 est. |
| 93 | Estonia | 7,642 | 2010 est. |
| 94 | Lithuania | 5,732 | 2010 est. |
| 95 | Bangladesh | 5,724 | 2010 est. |
| 96 | Sweden | 4,833 | 2010 est. |
| 97 | Portugal | 4,721 | 2010 est. |
| 98 | Belize | 4,252 | 2010 est. |
| 99 | Israel | 4,029 | 2010 est. |
| 100 | Morocco | 3,938 | 2010 est. |
| 101 | Switzerland | 3,488 | 2010 est. |
| 102 | Bulgaria | 2,925 | 2010 est. |
| 103 | Aruba | 2,477 | 2010 est. |
| 104 | Puerto Rico | 1,075 | 2010 est. |
| 105 | Georgia | 984 | 2010 est. |
| 106 | Kyrgyzstan | 946 | 2010 est. |
| 107 | Barbados | 739 | 2010 est. |
| 108 | Sri Lanka | 637 | 2010 est. |
| 109 | Jamaica | 506 | 2010 est. |
| 110 | Ireland | 431 | 2010 est. |
| 111 | Dominican Republic | 392 | 2010 est. |
| 112 | Nicaragua | 377 | 2010 est. |
| 113 | Costa Rica | 263 | 2010 est. |
| 114 | Tajikistan | 220 | 2010 est. |
| 115 | Zambia | 190 | 2010 est. |
| 116 | Kenya | 136 | 2010 est. |
| 117 | Korea, North | 118 | 2010 est. |
| 118 | Macedonia | 116 | 2010 est. |
| 119 | Somalia | 110 | 2010 est. |
| 120 | Jordan | 88 | 2010 est. |
| 121 | Senegal | 65 | 2010 est. |
| 122 | Bosnia and Herzegovina | 59 | 2010 est. |
| 123 | Sierra Leone | 25 | 2010 est. |
| 124 | Slovenia | 5 | 2010 est. |
| 125 | Panama | 0 | 2010 est. |
| 126 | Paraguay | 0 | 2010 est. |
| 127 | Rwanda | 0 | 2010 est. |
| 128 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2010 est. |
| 129 | Saint Kitts and Nevis | 0 | 2010 est. |
| 130 | Saint Lucia | 0 | 2010 est. |
| 131 | Saint Pierre and Miquelon | 0 | 2010 est. |
| 132 | Saint Vincent and the Grenadines | 0 | 2010 est. |
| 133 | Samoa | 0 | 2010 est. |
| 134 | Sao Tome and Principe | 0 | 2010 est. |
| 135 | Seychelles | 0 | 2010 est. |
| 136 | Solomon Islands | 0 | 2010 est. |
| 137 | Swaziland | 0 | 2010 est. |
| 138 | Tanzania | 0 | 2010 est. |
| 139 | Togo | 0 | 2010 est. |
| 140 | Tonga | 0 | 2010 est. |
| 141 | Turks and Caicos Islands | 0 | 2010 est. |
| 142 | Uganda | 0 | 2010 est. |
| 143 | Vanuatu | 0 | 2010 est. |
| 144 | West Bank | 0 | 2010 est. |
| 145 | Western Sahara | 0 | 2010 est. |
| 146 | Zimbabwe | 0 | 2010 est. |
| 147 | Afghanistan | 0 | 2010 est. |
| 148 | American Samoa | 0 | 2010 est. |
| 149 | Antigua and Barbuda | 0 | 2010 est. |
| 150 | Armenia | 0 | 2010 est. |
| 151 | Bahamas, The | 0 | 2010 est. |
| 152 | Benin | 0 | 2010 est. |
| 153 | Bermuda | 0 | 2010 est. |
| 154 | Bhutan | 0 | 2010 est. |
| 155 | Botswana | 0 | 2010 est. |
| 156 | British Virgin Islands | 0 | 2010 est. |
| 157 | Burkina Faso | 0 | 2010 est. |
| 158 | Burundi | 0 | 2010 est. |
| 159 | Cambodia | 0 | 2010 est. |
| 160 | Cape Verde | 0 | 2010 est. |
| 161 | Cayman Islands | 0 | 2010 est. |
| 162 | Central African Republic | 0 | 2010 est. |
| 163 | Comoros | 0 | 2010 est. |
| 164 | Cook Islands | 0 | 2010 est. |
| 165 | Cyprus | 0 | 2010 est. |
| 166 | Djibouti | 0 | 2010 est. |
| 167 | Dominica | 0 | 2010 est. |
| 168 | Eritrea | 0 | 2010 est. |
| 169 | Ethiopia | 0 | 2010 est. |
| 170 | Falkland Islands (Islas Malvinas) | 0 | 2010 est. |
| 171 | Faroe Islands | 0 | 2010 est. |
| 172 | Fiji | 0 | 2010 est. |
| 173 | French Polynesia | 0 | 2010 est. |
| 174 | Gambia, The | 0 | 2010 est. |
| 175 | Gibraltar | 0 | 2010 est. |
| 176 | Greenland | 0 | 2010 est. |
| 177 | Grenada | 0 | 2010 est. |
| 178 | Guinea | 0 | 2010 est. |
| 179 | Guinea-Bissau | 0 | 2010 est. |
| 180 | Guyana | 0 | 2010 est. |
| 181 | Haiti | 0 | 2010 est. |
| 182 | Honduras | 0 | 2010 est. |
| 183 | Hong Kong | 0 | 2011 est. |
| 184 | Iceland | 0 | 2010 est. |
| 185 | Kiribati | 0 | 2010 est. |
| 186 | Kosovo | 0 | 2007 |
| 187 | Laos | 0 | 2010 est. |
| 188 | Latvia | 0 | 2010 est. |
| 189 | Lebanon | 0 | 2010 est. |
| 190 | Lesotho | 0 | 2010 est. |
| 191 | Liberia | 0 | 2010 est. |
| 192 | Luxembourg | 0 | 2010 est. |
| 193 | Macau | 0 | 2010 est. |
| 194 | Madagascar | 0 | 2010 est. |
| 195 | Malawi | 0 | 2010 est. |
| 196 | Maldives | 0 | 2010 est. |
| 197 | Mali | 0 | 2010 est. |
| 198 | Malta | 0 | 2010 est. |
| 199 | Mauritius | 0 | 2010 est. |
| 200 | Moldova | 0 | 2010 est. |
| 201 | Mongolia | 0 | 2010 est. |
| 202 | Montenegro | 0 | 2010 est. |
| 203 | Montserrat | 0 | 2010 est. |
| 204 | Mozambique | 0 | 2010 est. |
| 205 | Namibia | 0 | 2010 est. |
| 206 | Nauru | 0 | 2010 est. |
| 207 | Nepal | 0 | 2010 est. |
| 208 | New Caledonia | 0 | 2010 est. |
| 209 | Niger | 0 | 2010 est. |
| 210 | Niue | 0 | 2010 est. |
