CIA - The World Factbook --  Exchange rates   

| Rank | country | Exchange rates | Date of Information |
| 278 | Angola | 91.91 | NA |
| 279 | Wallis and Futuna | 90.01 | NA |
| 280 | French Polynesia | 90.01 | NA |
| 281 | New Caledonia | 90.01 | NA |
| 282 | Jamaica | 88.75 | NA |
| 283 | Serbia | 87.99 | NA |
| 284 | Nepal | 87.96 | NA |
| 285 | Jamaica | 87.89 | NA |
| 286 | Japan | 87.78 | NA |
| 287 | Wallis and Futuna | 87.59 | NA |
| 288 | French Polynesia | 87.59 | NA |
| 289 | Jamaica | 87.20 | NA |
| 290 | Kenya | 86.73 | NA |
| 291 | Cabo Verde | 85.82 | NA |
| 292 | New Caledonia | 85.74 | NA |
| 293 | Serbia | 85.67 | NA |
| 294 | Iceland | 85.62 | NA |
| 295 | Nepal | 85.20 | NA |
| 296 | Pakistan | 85.19 | NA |
| 297 | Kenya | 84.53 | NA |
| 298 | Cabo Verde | 84.18 | NA |
| 299 | Cabo Verde | 83.26 | NA |
| 300 | Bangladesh | 81.86 | NA |
| 301 | Pakistan | 81.71 | NA |
| 302 | Japan | 79.79 | NA |
| 303 | Albania | 79.55 | NA |
| 304 | Cabo Verde | 79.38 | NA |
| 305 | Angola | 79.33 | NA |
| 306 | Kenya | 79.23 | NA |
| 307 | Algeria | 78.77 | NA |
| 308 | Bangladesh | 78.19 | NA |
| 309 | Serbia | 77.73 | NA |
| 310 | Liberia | 77.63 | NA |
| 311 | Algeria | 77.54 | NA |
| 312 | Nepal | 77.44 | NA |
| 313 | Kenya | 77.35 | NA |
| 314 | Angola | 75.02 | NA |
| 315 | Algeria | 74.39 | NA |
| 316 | Cabo Verde | 73.84 | NA |
| 317 | Liberia | 73.52 | NA |
| 318 | Nepal | 73.16 | NA |
| 319 | Algeria | 72.65 | NA |
| 320 | Jamaica | 72.24 | NA |
| 321 | Liberia | 71.40 | NA |
| 322 | Pakistan | 70.64 | NA |
| 323 | Bangladesh | 69.65 | NA |
| 324 | Bangladesh | 69.04 | NA |
| 325 | Bangladesh | 68.55 | NA |
| 326 | Kenya | 68.36 | NA |
| 327 | Serbia | 67.63 | NA |
| 328 | Nepal | 65.21 | NA |
| 329 | Syria | 64.39 | NA |
| 330 | Algeria | 63.25 | NA |
| 331 | Serbia | 62.90 | NA |
| 332 | India | 58.68 | NA |
| 333 | Bhutan | 56.61 | NA |
| 334 | Bhutan | 53.44 | NA |
| 335 | India | 53.44 | NA |
| 336 | Afghanistan | 50.92 | NA |
| 337 | Kyrgyzstan | 48.87 | NA |
| 338 | India | 48.41 | NA |
| 339 | Macedonia | 47.89 | NA |
| 340 | Philippines | 47.68 | NA |
| 341 | Kyrgyzstan | 47.01 | NA |
| 342 | Afghanistan | 46.75 | NA |
| 343 | Syria | 46.71 | NA |
| 344 | Bhutan | 46.68 | NA |
| 345 | Syria | 46.53 | NA |
| 346 | Macedonia | 46.49 | NA |
| 347 | Afghanistan | 46.45 | NA |
| 348 | Macedonia | 46.40 | NA |
| 349 | Kyrgyzstan | 45.96 | NA |
| 350 | Bhutan | 45.73 | NA |
| 351 | India | 45.73 | NA |
| 352 | Philippines | 45.11 | NA |
| 353 | Philippines | 44.44 | NA |
| 354 | Macedonia | 44.10 | NA |
| 355 | Haiti | 43.53 | NA |
| 356 | Bhutan | 43.51 | NA |
| 357 | India | 43.32 | NA |
| 358 | Kyrgyzstan | 42.91 | NA |
| 359 | Philippines | 42.69 | NA |
| 360 | Philippines | 42.23 | NA |
| 361 | Haiti | 42.02 | NA |
| 362 | Haiti | 41.95 | NA |
| 363 | Dominican Republic | 41.80 | NA |
| 364 | Macedonia | 41.41 | NA |
| 365 | Haiti | 39.80 | NA |
| 366 | Dominican Republic | 39.34 | NA |
| 367 | Haiti | 39.22 | NA |
| 368 | Dominican Republic | 37.31 | NA |
| 369 | Gambia, The | 36.59 | NA |
| 370 | Kyrgyzstan | 36.11 | NA |
| 371 | Dominican Republic | 36.03 | NA |
| 372 | Dominican Republic | 34.78 | NA |
| 373 | Thailand | 34.29 | NA |
| 374 | Mozambique | 33.96 | NA |
| 375 | Thailand | 33.37 | NA |
| 376 | Taiwan | 33.06 | NA |
| 377 | Gambia, The | 32.08 | NA |
| 378 | Mauritius | 31.96 | NA |
| 379 | Russia | 31.80 | NA |
| 380 | Russia | 31.74 | NA |
| 381 | Thailand | 31.69 | NA |
| 382 | Taiwan | 31.65 | NA |
| 383 | Taiwan | 31.53 | NA |
| 384 | Thailand | 31.08 | NA |
| 385 | Mauritius | 30.89 | NA |
| 386 | Russia | 30.84 | NA |
| 387 | Mauritius | 30.78 | NA |
| 388 | Thailand | 30.59 | NA |
| 389 | Russia | 30.37 | NA |
| 390 | Mauritius | 30.05 | NA |
| 391 | Mozambique | 30.00 | NA |
| 392 | Taiwan | 29.77 | NA |
| 393 | Taiwan | 29.62 | NA |
| 394 | Mozambique | 28.38 | NA |
| 395 | Gambia, The | 28.01 | NA |
| 396 | Mauritius | 27.97 | NA |
| 397 | Gambia, The | 26.64 | NA |
| 398 | Mozambique | 26.28 | NA |
| 399 | Russia | 24.85 | NA |
| 400 | Nicaragua | 24.77 | NA |
| 401 | Mozambique | 24.13 | NA |
| 402 | Nicaragua | 23.55 | NA |
| 403 | Gambia, The | 22.75 | NA |
| 404 | Uruguay | 22.57 | NA |
| 405 | Nicaragua | 21.36 | NA |
| 406 | Uruguay | 20.94 | NA |
| 407 | Uruguay | 20.58 | NA |
| 408 | Honduras | 20.53 | NA |
| 409 | Nicaragua | 20.34 | NA |
| 410 | Uruguay | 20.31 | NA |
| 411 | Uruguay | 20.06 | NA |
| 412 | Ethiopia | 19.92 | NA |
| 413 | Honduras | 19.64 | NA |
| 414 | Czech Republic | 19.59 | NA |
| 415 | Czech Republic | 19.57 | NA |
| 416 | Nicaragua | 19.37 | NA |
| 417 | Czech Republic | 19.10 | NA |
| 418 | Czech Republic | 19.06 | NA |
| 419 | Honduras | 18.98 | NA |
| 420 | Honduras | 18.90 | NA |
| 421 | Honduras | 18.90 | NA |
| 422 | Ethiopia | 17.71 | NA |
| 423 | Czech Republic | 17.06 | NA |
| 424 | Eritrea | 15.38 | NA |
| 425 | Eritrea | 15.38 | NA |
| 426 | Eritrea | 15.38 | NA |
| 427 | Eritrea | 15.38 | NA |
| 428 | Eritrea | 15.38 | NA |
| 429 | Maldives | 15.37 | NA |
| 430 | Maldives | 14.60 | NA |
| 431 | Ethiopia | 14.41 | NA |
| 432 | Seychelles | 13.70 | NA |
| 433 | Seychelles | 13.61 | NA |
| 434 | Mexico | 13.51 | NA |
| 435 | Mexico | 13.17 | NA |
| 436 | Maldives | 12.80 | NA |
| 437 | Maldives | 12.80 | NA |
| 438 | Mexico | 12.76 | NA |
| 439 | Mexico | 12.64 | NA |
| 440 | Moldova | 12.59 | NA |
| 441 | Moldova | 12.37 | NA |
| 442 | Moldova | 12.11 | NA |
| 443 | Seychelles | 12.07 | NA |
| 444 | Seychelles | 12.00 | NA |
| 445 | Estonia | 11.81 | NA |
| 446 | Ethiopia | 11.78 | NA |
| 447 | Estonia | 11.23 | NA |
| 448 | Syria | 11.23 | NA |
| 449 | Moldova | 11.11 | NA |
| 450 | Mexico | 11.02 | NA |
| 451 | Estonia | 10.70 | NA |
| 452 | Moldova | 10.33 | NA |
| 453 | South Africa | 9.58 | NA |
| 454 | Swaziland | 9.58 | NA |
| 455 | Lesotho | 9.58 | NA |
| 456 | Ethiopia | 9.57 | NA |
| 457 | Namibia | 9.28 | NA |
| 458 | Botswana | 8.73 | NA |
| 459 | Western Sahara | 8.60 | NA |
| 460 | Morocco | 8.60 | NA |
| 461 | Lesotho | 8.47 | NA |
| 462 | Western Sahara | 8.44 | NA |
| 463 | Morocco | 8.44 | NA |
| 464 | Swaziland | 8.42 | NA |
| 465 | Namibia | 8.42 | NA |
| 466 | South Africa | 8.42 | NA |
| 467 | Morocco | 8.42 | NA |
| 468 | Western Sahara | 8.42 | NA |
| 469 | South Africa | 8.20 | NA |
| 470 | Swaziland | 8.20 | NA |
| 471 | Namibia | 8.20 | NA |
| 472 | Lesotho | 8.20 | NA |
| 473 | Ukraine | 8.20 | NA |
| 474 | Guatemala | 8.16 | NA |
| 475 | Solomon Islands | 8.06 | NA |
| 476 | Guatemala | 8.06 | NA |
| 477 | Western Sahara | 8.06 | NA |
| 478 | Morocco | 8.06 | NA |
| 479 | Macau | 8.01 | NA |
| 480 | Macau | 8.00 | NA |
| 481 | Macau | 8.00 | NA |
| 482 | Seychelles | 8.00 | NA |
| 483 | Ukraine | 7.99 | NA |
| 484 | Macau | 7.99 | NA |
| 485 | Macau | 7.98 | NA |
| 486 | South Africa | 7.96 | NA |
| 487 | Ukraine | 7.94 | NA |
| 488 | Guatemala | 7.88 | NA |
| 489 | Guatemala | 7.83 | NA |
| 490 | Ukraine | 7.79 | NA |
| 491 | Hong Kong | 7.77 | NA |
| 492 | Hong Kong | 7.77 | NA |
| 493 | Hong Kong | 7.76 | NA |
| 494 | Hong Kong | 7.75 | NA |
| 495 | Hong Kong | 7.75 | NA |
| 496 | Lesotho | 7.75 | NA |
| 497 | Namibia | 7.75 | NA |
| 498 | Swaziland | 7.75 | NA |
| 499 | Sweden | 7.65 | NA |
| 500 | Botswana | 7.62 | NA |
| 501 | Guatemala | 7.59 | NA |
| 502 | Western Sahara | 7.53 | NA |
| 503 | Morocco | 7.53 | NA |
| 504 | Solomon Islands | 7.36 | NA |
| 505 | South Africa | 7.32 | NA |
| 506 | Swaziland | 7.32 | NA |
| 507 | Namibia | 7.32 | NA |
| 508 | Lesotho | 7.32 | NA |
| 509 | Solomon Islands | 7.32 | NA |
| 510 | Bolivia | 7.25 | NA |
| 511 | Sweden | 7.21 | NA |
| 512 | Botswana | 7.16 | NA |
| 513 | Bolivia | 7.07 | NA |
| 514 | Bolivia | 7.02 | NA |
| 515 | Bolivia | 6.94 | NA |
| 516 | China | 6.94 | NA |
| 517 | Bolivia | 6.91 | NA |
| 518 | Egypt | 6.91 | NA |
| 519 | China | 6.83 | NA |
| 520 | Botswana | 6.79 | NA |
| 521 | Botswana | 6.79 | NA |
| 522 | China | 6.77 | NA |
| 523 | Sweden | 6.77 | NA |
| 524 | Sweden | 6.58 | NA |
| 525 | Trinidad and Tobago | 6.41 | NA |
| 526 | Sweden | 6.41 | NA |
| 527 | Trinidad and Tobago | 6.39 | NA |
| 528 | Trinidad and Tobago | 6.38 | NA |
| 529 | China | 6.31 | NA |
| 530 | Trinidad and Tobago | 6.31 | NA |
| 531 | Trinidad and Tobago | 6.29 | NA |
| 532 | Norway | 6.29 | NA |
| 533 | Svalbard | 6.29 | NA |
| 534 | China | 6.20 | NA |
| 535 | Egypt | 6.06 | NA |
| 536 | Venezuela | 6.05 | NA |
| 537 | Norway | 6.04 | NA |
| 538 | Svalbard | 6.04 | NA |
| 539 | Croatia | 5.85 | NA |
| 540 | Sudan | 5.83 | NA |
| 541 | Svalbard | 5.82 | NA |
| 542 | Norway | 5.82 | NA |
| 543 | Svalbard | 5.80 | NA |
| 544 | Norway | 5.80 | NA |
| 545 | Denmark | 5.79 | NA |
| 546 | Croatia | 5.78 | NA |
| 547 | Denmark | 5.70 | NA |
| 548 | Greenland | 5.70 | NA |
| 549 | Faroe Islands | 5.70 | NA |
| 550 | Svalbard | 5.64 | NA |
| 551 | Norway | 5.64 | NA |
| 552 | Greenland | 5.62 | NA |
| 553 | Faroe Islands | 5.62 | NA |
| 554 | Faroe Islands | 5.62 | NA |
| 555 | Greenland | 5.62 | NA |
| 556 | Denmark | 5.62 | NA |
| 557 | Egypt | 5.62 | NA |
| 558 | Burma | 5.58 | NA |
| 559 | Egypt | 5.55 | NA |
| 560 | Croatia | 5.50 | NA |
| 561 | Argentina | 5.45 | NA |
| 562 | Egypt | 5.40 | NA |
| 563 | Greenland | 5.36 | NA |
| 564 | Denmark | 5.36 | NA |
| 565 | Faroe Islands | 5.36 | NA |
| 566 | Zambia | 5.30 | NA |
| 567 | Croatia | 5.27 | NA |
| 568 | Zambia | 5.10 | NA |
| 569 | Faroe Islands | 5.02 | NA |
| 570 | Denmark | 5.02 | NA |
| 571 | Greenland | 5.02 | NA |
| 572 | Croatia | 4.98 | NA |
| 573 | Ukraine | 4.95 | NA |
| 574 | Tajikistan | 4.76 | NA |
| 575 | Tajikistan | 4.76 | NA |
| 576 | Argentina | 4.54 | NA |
| 577 | Tajikistan | 4.38 | NA |
| 578 | Venezuela | 4.29 | NA |
| 579 | Tajikistan | 4.14 | NA |
| 580 | Gaza Strip | 3.93 | NA |
| 581 | West Bank | 3.93 | NA |
| 582 | Israel | 3.93 | NA |
| 583 | Argentina | 3.90 | NA |
| 584 | West Bank | 3.86 | NA |
| 585 | Israel | 3.86 | NA |
| 586 | Saudi Arabia | 3.75 | NA |
| 587 | Saudi Arabia | 3.75 | NA |
| 588 | Saudi Arabia | 3.75 | NA |
| 589 | Saudi Arabia | 3.75 | NA |
| 590 | Saudi Arabia | 3.75 | NA |
| 591 | Gaza Strip | 3.74 | NA |
| 592 | Israel | 3.74 | NA |
| 593 | West Bank | 3.73 | NA |
| 594 | Argentina | 3.71 | NA |
| 595 | United Arab Emirates | 3.67 | NA |
| 596 | United Arab Emirates | 3.67 | NA |
| 597 | United Arab Emirates | 3.67 | NA |
| 598 | United Arab Emirates | 3.67 | NA |
| 599 | United Arab Emirates | 3.67 | NA |
| 600 | Qatar | 3.64 | NA |
| 601 | Qatar | 3.64 | NA |
| 602 | Qatar | 3.64 | NA |
| 603 | Qatar | 3.64 | NA |
| 604 | Qatar | 3.64 | NA |
| 605 | Gaza Strip | 3.62 | NA |
| 606 | Israel | 3.62 | NA |
| 607 | West Bank | 3.62 | NA |
| 608 | West Bank | 3.59 | NA |
| 609 | Israel | 3.59 | NA |
| 610 | Gaza Strip | 3.58 | NA |
| 611 | Sudan | 3.57 | NA |
| 612 | Gaza Strip | 3.56 | NA |
| 613 | Malaysia | 3.52 | NA |
| 614 | Romania | 3.47 | NA |
| 615 | Tajikistan | 3.46 | NA |
| 616 | Romania | 3.41 | NA |
| 617 | Malaysia | 3.33 | NA |
| 618 | Suriname | 3.30 | NA |
| 619 | Suriname | 3.30 | NA |
| 620 | Poland | 3.26 | NA |
| 621 | Malaysia | 3.22 | NA |
| 622 | Romania | 3.18 | NA |
| 623 | Poland | 3.18 | NA |
| 624 | Malaysia | 3.17 | NA |
| 625 | Argentina | 3.16 | NA |
| 626 | Poland | 3.12 | NA |
| 627 | Malaysia | 3.09 | NA |
| 628 | Romania | 3.05 | NA |
| 629 | Poland | 3.02 | NA |
| 630 | Peru | 3.01 | NA |
| 631 | Peru | 2.91 | NA |
| 632 | Turkmenistan | 2.85 | NA |
| 633 | Turkmenistan | 2.85 | NA |
| 634 | Turkmenistan | 2.85 | NA |
| 635 | Turkmenistan | 2.85 | NA |
| 636 | Peru | 2.83 | NA |
| 637 | Papua New Guinea | 2.76 | NA |
| 638 | Suriname | 2.75 | NA |
| 639 | Suriname | 2.75 | NA |
| 640 | Suriname | 2.75 | NA |
| 641 | Papua New Guinea | 2.72 | NA |
| 642 | Anguilla | 2.70 | NA |
| 643 | Saint Kitts and Nevis | 2.70 | NA |
| 644 | Saint Kitts and Nevis | 2.70 | NA |
| 645 | Saint Lucia | 2.70 | NA |
| 646 | Saint Lucia | 2.70 | NA |
| 647 | Saint Lucia | 2.70 | NA |
| 648 | Saint Lucia | 2.70 | NA |
| 649 | Saint Vincent and the Grenadines | 2.70 | NA |
| 650 | Saint Vincent and the Grenadines | 2.70 | NA |
| 651 | Saint Vincent and the Grenadines | 2.70 | NA |
