CIA - The World Factbook --  Natural gas - imports   

This entry is the total natural gas imported in cubic meters (cu m).

| Rank | country | (cu m) | Date of Information |
| 97 | Curacao | 0 | 2009 est. |
| 98 | Chad | 0 | 2009 est. |
| 99 | Congo, Republic of the | 0 | 2009 est. |
| 100 | Congo, Democratic Republic of the | 0 | 2009 est. |
| 101 | Cayman Islands | 0 | 2009 est. |
| 102 | Cameroon | 0 | 2009 est. |
| 103 | Comoros | 0 | 2009 est. |
| 104 | Colombia | 0 | 2009 est. |
| 105 | Costa Rica | 0 | 2009 est. |
| 106 | Central African Republic | 0 | 2009 est. |
| 107 | Cuba | 0 | 2009 est. |
| 108 | Cape Verde | 0 | 2009 est. |
| 109 | Cook Islands | 0 | 2009 est. |
| 110 | Cyprus | 0 | 2010 est. |
| 111 | Djibouti | 0 | 2009 est. |
| 112 | Dominica | 0 | 2009 est. |
| 113 | Ecuador | 0 | 2009 est. |
| 114 | Egypt | 0 | 2009 est. |
| 115 | Equatorial Guinea | 0 | 2009 est. |
| 116 | Eritrea | 0 | 2009 est. |
| 117 | El Salvador | 0 | 2009 est. |
| 118 | Ethiopia | 0 | 2009 est. |
| 119 | Fiji | 0 | 2009 est. |
| 120 | Falkland Islands (Islas Malvinas) | 0 | 2009 est. |
| 121 | Faroe Islands | 0 | 2009 est. |
| 122 | French Polynesia | 0 | 2009 est. |
| 123 | Gambia, The | 0 | 2009 est. |
| 124 | Gabon | 0 | 2009 est. |
| 125 | Ghana | 0 | 2009 est. |
| 126 | Gibraltar | 0 | 2009 est. |
| 127 | Grenada | 0 | 2009 est. |
| 128 | Greenland | 0 | 2009 est. |
| 129 | Guatemala | 0 | 2009 est. |
| 130 | Guinea | 0 | 2009 est. |
| 131 | Guyana | 0 | 2009 est. |
| 132 | Haiti | 0 | 2009 est. |
| 133 | Honduras | 0 | 2009 est. |
| 134 | Iceland | 0 | 2010 est. |
| 135 | Indonesia | 0 | 2010 est. |
| 136 | Cote d'Ivoire | 0 | 2009 est. |
| 137 | Iraq | 0 | 2009 est. |
| 138 | Jamaica | 0 | 2009 est. |
| 139 | Kenya | 0 | 2009 est. |
| 140 | Korea, North | 0 | 2009 est. |
| 141 | Kiribati | 0 | 2009 est. |
| 142 | Laos | 0 | 2009 est. |
| 143 | Lebanon | 0 | 2009 est. |
| 144 | Liberia | 0 | 2009 est. |
| 145 | Lesotho | 0 | 2009 est. |
| 146 | Libya | 0 | 2009 est. |
| 147 | Madagascar | 0 | 2009 est. |
| 148 | Montserrat | 0 | 2009 est. |
| 149 | Malawi | 0 | 2009 est. |
| 150 | Montenegro | 0 | 2009 est. |
| 151 | Mali | 0 | 2009 est. |
| 152 | Mauritius | 0 | 2009 est. |
| 153 | Mauritania | 0 | 2009 est. |
| 154 | Malta | 0 | 2009 est. |
| 155 | Maldives | 0 | 2010 est. |
| 156 | Mozambique | 0 | 2009 est. |
| 157 | New Caledonia | 0 | 2009 est. |
| 158 | Niue | 0 | 2009 est. |
| 159 | Niger | 0 | 2009 est. |
| 160 | Vanuatu | 0 | 2009 est. |
| 161 | Nigeria | 0 | 2009 est. |
| 162 | Norway | 0 | 2010 est. |
| 163 | Nepal | 0 | 2010 est. |
| 164 | Nauru | 0 | 2009 est. |
| 165 | Suriname | 0 | 2009 est. |
| 166 | Nicaragua | 0 | 2009 est. |
| 167 | New Zealand | 0 | 2010 est. |
| 168 | Paraguay | 0 | 2009 est. |
| 169 | Peru | 0 | 2010 |
| 170 | Pakistan | 0 | 2009 est. |
| 171 | Panama | 0 | 2009 est. |
| 172 | Papua New Guinea | 0 | 2009 est. |
| 173 | Guinea-Bissau | 0 | 2009 est. |
| 174 | Qatar | 0 | 2010 est. |
| 175 | Philippines | 0 | 2009 est. |
| 176 | Rwanda | 0 | 2009 est. |
| 177 | Saudi Arabia | 0 | 2010 est. |
| 178 | Saint Pierre and Miquelon | 0 | 2009 est. |
| 179 | Saint Kitts and Nevis | 0 | 2009 est. |
| 180 | Seychelles | 0 | 2009 est. |
| 181 | Senegal | 0 | 2009 est. |
| 182 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2009 est. |
| 183 | Sierra Leone | 0 | 2009 est. |
| 184 | Somalia | 0 | 2009 est. |
| 185 | Saint Lucia | 0 | 2009 est. |
| 186 | Sudan | 0 | 2009 est. |
| 187 | Trinidad and Tobago | 0 | 2010 est. |
| 188 | Turks and Caicos Islands | 0 | 2009 est. |
| 189 | Tonga | 0 | 2009 est. |
| 190 | Togo | 0 | 2009 est. |
| 191 | Sao Tome and Principe | 0 | 2009 est. |
| 192 | Timor-Leste | 0 | 2009 est. |
| 193 | Turkmenistan | 0 | 2009 est. |
| 194 | Tanzania | 0 | 2009 est. |
| 195 | Uganda | 0 | 2009 est. |
| 196 | Burkina Faso | 0 | 2009 est. |
| 197 | Uzbekistan | 0 | 2009 est. |
| 198 | Saint Vincent and the Grenadines | 0 | 2009 est. |
| 199 | British Virgin Islands | 0 | 2009 est. |
| 200 | Virgin Islands | 0 | 2009 est. |
| 201 | Namibia | 0 | 2009 est. |
| 202 | West Bank | 0 | 2009 est. |
| 203 | Western Sahara | 0 | 2009 est. |
| 204 | Samoa | 0 | 2009 est. |
| 205 | Swaziland | 0 | 2009 est. |
| 206 | Yemen | 0 | 2009 est. |
| 207 | Zambia | 0 | 2009 est. |
| 208 | Zimbabwe | 0 | 2009 est. |
