CIA - The World Factbook --  Natural gas - imports   

This entry is the total natural gas imported in cubic meters (cu m).

| Rank | country | (cu m) | Date of Information |
| 180 | Cuba | 0 | 2012 est. |
| 181 | Cabo Verde | 0 | 2011 est. |
| 182 | Cook Islands | 0 | 2011 est. |
| 183 | Cyprus | 0 | 2011 est. |
| 184 | Djibouti | 0 | 2011 est. |
| 185 | Dominica | 0 | 2011 est. |
| 186 | Egypt | 0 | 2011 est. |
| 187 | Equatorial Guinea | 0 | 2011 est. |
| 188 | Eritrea | 0 | 2011 est. |
| 189 | El Salvador | 0 | 2011 est. |
| 190 | Ethiopia | 0 | 2011 est. |
| 191 | Fiji | 0 | 2011 est. |
| 192 | Falkland Islands (Islas Malvinas) | 0 | 2011 est. |
| 193 | Faroe Islands | 0 | 2011 est. |
| 194 | French Polynesia | 0 | 2011 est. |
| 195 | Gambia, The | 0 | 2011 est. |
| 196 | Gabon | 0 | 2011 est. |
| 197 | Gibraltar | 0 | 2011 est. |
| 198 | Grenada | 0 | 2011 est. |
| 199 | Greenland | 0 | 2011 est. |
| 200 | Guam | 0 | 2011 est. |
| 201 | Guatemala | 0 | 2011 est. |
| 202 | Guinea | 0 | 2011 est. |
| 203 | Guyana | 0 | 2011 est. |
| 204 | Haiti | 0 | 2011 est. |
| 205 | Honduras | 0 | 2011 est. |
| 206 | Iceland | 0 | 2011 est. |
| 207 | Indonesia | 0 | 2011 est. |
| 208 | Cote d'Ivoire | 0 | 2011 est. |
| 209 | Iraq | 0 | 2011 est. |
| 210 | Jamaica | 0 | 2011 est. |
| 211 | Kenya | 0 | 2011 est. |
| 212 | Korea, North | 0 | 2011 est. |


